transcript_BGM_M len_BGM_M n_var_BGM_M
TRINITY_DN5726_c0_g1_i2 2089 65
TRINITY_DN5726_c1_g1_i5 2884 85
TRINITY_DN57287_c0_g1_i1 304 9
TRINITY_DN572_c0_g1_i3 970 3
TRINITY_DN572_c1_g2_i7 1576 6
TRINITY_DN572_c2_g2_i1 832 2
TRINITY_DN572_c3_g2_i2 3703 2
TRINITY_DN572_c4_g2_i1 976 3
TRINITY_DN572_c6_g1_i3 1123 2
TRINITY_DN57307_c1_g1_i1 340 1
TRINITY_DN5731_c0_g2_i7 388 1
TRINITY_DN57361_c0_g1_i2 2296 36
TRINITY_DN5736_c0_g2_i2 502 1
TRINITY_DN5736_c0_g4_i2 967 1
TRINITY_DN57388_c0_g1_i6 619 10
TRINITY_DN5738_c0_g1_i2 1924 2
TRINITY_DN57391_c0_g1_i1 307 15
TRINITY_DN573_c0_g1_i25 10384 42
TRINITY_DN573_c0_g2_i1 4855 3
TRINITY_DN5740_c0_g1_i1 1213 10
TRINITY_DN5741_c0_g1_i6 751 35
TRINITY_DN5742_c0_g1_i6 301 9
TRINITY_DN5742_c0_g3_i1 469 4
TRINITY_DN5742_c0_g4_i1 322 18
TRINITY_DN5743_c1_g1_i1 556 1
TRINITY_DN57443_c0_g3_i1 304 4
TRINITY_DN5744_c1_g1_i8 823 28
TRINITY_DN57467_c0_g1_i2 454 1
TRINITY_DN5748_c0_g1_i4 430 22
TRINITY_DN5749_c0_g1_i4 3262 22
TRINITY_DN5749_c0_g2_i2 724 18
TRINITY_DN574_c1_g2_i7 769 1
TRINITY_DN574_c4_g1_i1 6469 6
TRINITY_DN5751_c0_g1_i4 1027 2
TRINITY_DN5751_c0_g5_i1 2038 1
TRINITY_DN5755_c0_g1_i2 1642 31
TRINITY_DN5758_c0_g1_i1 523 20
TRINITY_DN57596_c1_g1_i2 1168 7
TRINITY_DN57599_c0_g1_i14 2011 1
TRINITY_DN575_c0_g1_i8 982 3
TRINITY_DN57607_c0_g3_i1 793 9
TRINITY_DN57612_c0_g1_i4 442 18
TRINITY_DN57625_c0_g1_i2 430 30
TRINITY_DN5765_c0_g2_i12 1870 3
TRINITY_DN5765_c0_g3_i13 1870 6
TRINITY_DN5767_c0_g1_i1 1375 61
TRINITY_DN57690_c0_g1_i3 415 15
TRINITY_DN57699_c0_g1_i3 370 13
TRINITY_DN576_c0_g1_i1 730 2
TRINITY_DN57706_c0_g1_i3 460 15
TRINITY_DN5773_c0_g4_i1 1033 1
TRINITY_DN5773_c1_g1_i8 1396 3
TRINITY_DN57759_c0_g1_i7 403 11
TRINITY_DN57765_c0_g1_i1 310 12
TRINITY_DN577_c0_g1_i2 505 14
TRINITY_DN57814_c0_g1_i5 649 1
TRINITY_DN5781_c0_g1_i4 880 12
TRINITY_DN5781_c0_g2_i5 2944 13
TRINITY_DN57824_c0_g1_i1 895 16
TRINITY_DN5783_c2_g1_i1 2008 37
TRINITY_DN5784_c0_g1_i8 2359 1
TRINITY_DN57869_c0_g1_i4 751 3
TRINITY_DN578_c0_g1_i4 4462 5
TRINITY_DN578_c1_g1_i1 949 4
TRINITY_DN578_c2_g1_i2 1588 7
TRINITY_DN57904_c0_g1_i1 358 9
TRINITY_DN57937_c0_g1_i2 658 2
TRINITY_DN57945_c0_g2_i2 1189 2
TRINITY_DN5794_c2_g1_i2 397 4
TRINITY_DN57994_c1_g1_i1 595 9
TRINITY_DN57_c0_g1_i12 322 1
TRINITY_DN58005_c0_g1_i1 340 6
TRINITY_DN58013_c0_g1_i4 358 5
TRINITY_DN5806_c0_g1_i5 1813 66
TRINITY_DN580_c0_g1_i7 3538 1
TRINITY_DN580_c0_g2_i2 1207 1
TRINITY_DN580_c1_g1_i2 985 14
TRINITY_DN580_c3_g1_i6 1042 11
TRINITY_DN580_c5_g1_i7 889 26
TRINITY_DN58107_c0_g1_i2 487 23
TRINITY_DN5813_c0_g1_i7 2287 5
TRINITY_DN5813_c1_g1_i3 445 12
TRINITY_DN58166_c0_g1_i6 1585 21
TRINITY_DN581_c0_g1_i4 934 1
TRINITY_DN581_c0_g2_i2 1444 2
TRINITY_DN5820_c1_g1_i6 9421 24
TRINITY_DN58244_c0_g1_i1 589 16
TRINITY_DN5826_c4_g1_i1 1195 1
TRINITY_DN5829_c0_g1_i5 691 2
TRINITY_DN582_c0_g1_i14 325 4
TRINITY_DN58316_c0_g1_i2 409 2
TRINITY_DN5832_c0_g1_i5 1018 42
TRINITY_DN58345_c0_g1_i4 412 14
TRINITY_DN58348_c0_g1_i4 385 12
TRINITY_DN5834_c1_g1_i8 331 2
TRINITY_DN5834_c1_g2_i1 2110 3
TRINITY_DN5835_c1_g1_i3 1969 2
TRINITY_DN58377_c0_g1_i4 370 15
TRINITY_DN58391_c0_g1_i11 355 6
TRINITY_DN583_c4_g1_i5 1813 16
TRINITY_DN583_c5_g1_i1 1045 1
TRINITY_DN58408_c0_g2_i2 1612 1
TRINITY_DN58408_c0_g3_i1 424 2
TRINITY_DN58416_c0_g1_i3 427 15
TRINITY_DN58423_c0_g1_i5 337 7
TRINITY_DN58424_c0_g1_i7 415 11
TRINITY_DN5842_c2_g1_i1 445 2
TRINITY_DN58431_c0_g1_i8 1495 12
TRINITY_DN58445_c0_g1_i6 748 6
TRINITY_DN58445_c1_g1_i1 487 3
TRINITY_DN58459_c0_g3_i3 1000 2
TRINITY_DN5845_c0_g1_i5 367 2
TRINITY_DN58464_c0_g1_i1 433 3
TRINITY_DN5846_c0_g1_i20 4072 18
TRINITY_DN58471_c1_g1_i2 301 4
TRINITY_DN58474_c0_g1_i5 736 27
TRINITY_DN5848_c0_g1_i7 4573 56
TRINITY_DN584_c0_g1_i4 5128 5
TRINITY_DN584_c0_g2_i15 2215 16
TRINITY_DN58505_c0_g3_i2 820 1
TRINITY_DN5850_c0_g1_i7 763 6
TRINITY_DN5850_c0_g2_i1 385 1
TRINITY_DN5851_c0_g2_i10 799 3
TRINITY_DN58523_c0_g3_i1 514 1
TRINITY_DN5852_c0_g1_i1 610 8
TRINITY_DN5853_c0_g1_i1 733 28
TRINITY_DN58542_c0_g1_i1 430 9
TRINITY_DN5854_c0_g1_i2 1141 3
TRINITY_DN5856_c1_g1_i4 6643 32
TRINITY_DN585_c0_g1_i1 634 4
TRINITY_DN58624_c0_g1_i1 340 9
TRINITY_DN58630_c0_g1_i4 388 6
TRINITY_DN5864_c1_g1_i5 781 1
TRINITY_DN5864_c1_g2_i1 1996 3
TRINITY_DN58662_c1_g1_i3 319 2
TRINITY_DN5868_c0_g1_i2 1660 4
TRINITY_DN5868_c0_g4_i1 2311 6
TRINITY_DN586_c1_g1_i7 2536 6
TRINITY_DN586_c3_g2_i2 1288 2
TRINITY_DN586_c5_g1_i2 2032 10
TRINITY_DN58715_c0_g1_i3 337 10
TRINITY_DN5871_c0_g1_i5 772 12
TRINITY_DN5871_c0_g3_i5 757 1
TRINITY_DN5873_c0_g3_i2 592 12
TRINITY_DN5873_c2_g1_i2 622 2
TRINITY_DN5873_c3_g1_i1 1375 1
TRINITY_DN58745_c0_g1_i4 328 13
TRINITY_DN58755_c0_g1_i1 400 1
TRINITY_DN5875_c0_g1_i6 559 1
TRINITY_DN5875_c1_g1_i6 1075 8
TRINITY_DN5875_c2_g1_i2 1273 3
TRINITY_DN5876_c0_g1_i9 301 11
TRINITY_DN58777_c0_g3_i2 346 5
TRINITY_DN587_c0_g1_i4 1417 2
TRINITY_DN587_c0_g3_i7 490 3
TRINITY_DN58811_c0_g1_i5 301 1
TRINITY_DN58849_c0_g1_i4 1150 33
TRINITY_DN58886_c0_g1_i1 427 11
TRINITY_DN588_c0_g1_i21 1429 1
TRINITY_DN58919_c0_g1_i2 358 8
TRINITY_DN58923_c0_g1_i1 355 16
TRINITY_DN58_c1_g2_i1 481 1
TRINITY_DN58_c3_g1_i5 5455 4
TRINITY_DN58_c3_g3_i1 901 6
TRINITY_DN58_c6_g2_i1 703 1
TRINITY_DN58_c7_g1_i2 820 5
TRINITY_DN59000_c0_g2_i2 394 12
TRINITY_DN59024_c0_g1_i10 325 2
TRINITY_DN5904_c0_g1_i9 1147 26
TRINITY_DN59060_c0_g1_i3 379 16
TRINITY_DN5907_c1_g1_i7 3115 1
TRINITY_DN59096_c2_g1_i1 322 11
TRINITY_DN590_c0_g1_i2 1033 3
TRINITY_DN59137_c0_g1_i15 1765 13
TRINITY_DN59149_c0_g1_i4 310 6
TRINITY_DN59185_c2_g1_i8 1099 3
TRINITY_DN5918_c1_g1_i4 415 8
TRINITY_DN59198_c0_g1_i4 1222 6
TRINITY_DN5922_c0_g1_i5 490 13
TRINITY_DN59232_c0_g2_i8 367 17
TRINITY_DN59240_c0_g2_i4 481 1
TRINITY_DN59252_c0_g1_i1 427 4
TRINITY_DN59252_c0_g2_i3 313 2
TRINITY_DN5925_c0_g1_i17 1996 77
TRINITY_DN59277_c0_g2_i6 1495 2
TRINITY_DN5927_c0_g1_i1 607 1
TRINITY_DN59287_c0_g2_i1 4066 7
TRINITY_DN59287_c0_g5_i1 3094 3
TRINITY_DN59290_c0_g1_i5 796 25
TRINITY_DN5929_c0_g1_i1 2503 3
TRINITY_DN5929_c1_g1_i9 2152 59
TRINITY_DN5935_c0_g1_i20 1246 2
TRINITY_DN59364_c0_g1_i9 742 1
TRINITY_DN5937_c0_g1_i1 1525 5
TRINITY_DN59382_c0_g1_i1 313 6
TRINITY_DN5938_c0_g1_i2 457 1
TRINITY_DN593_c1_g1_i1 4981 1
TRINITY_DN593_c2_g1_i5 5929 2
TRINITY_DN5943_c2_g3_i1 1285 1
TRINITY_DN5946_c0_g1_i6 1960 2
TRINITY_DN594_c0_g1_i4 2059 5
TRINITY_DN5950_c0_g1_i11 3256 7
TRINITY_DN59515_c0_g1_i5 1363 3
TRINITY_DN59528_c0_g1_i4 340 15
TRINITY_DN59544_c0_g1_i1 946 32
TRINITY_DN5954_c0_g1_i5 352 12
TRINITY_DN59555_c0_g1_i2 508 20
TRINITY_DN59583_c0_g2_i2 1837 2
TRINITY_DN595_c0_g1_i32 2728 28
TRINITY_DN59620_c0_g1_i1 649 6
TRINITY_DN59622_c0_g2_i5 481 1
TRINITY_DN59639_c0_g1_i2 343 3
TRINITY_DN5968_c0_g1_i5 4849 13
TRINITY_DN59695_c0_g1_i1 673 2
TRINITY_DN5969_c0_g1_i3 1045 1
TRINITY_DN596_c0_g2_i3 895 1
TRINITY_DN5970_c0_g1_i2 2689 11
TRINITY_DN5974_c0_g2_i9 409 14
TRINITY_DN5975_c0_g1_i9 2398 4
TRINITY_DN5976_c0_g2_i10 760 4
TRINITY_DN5978_c1_g1_i1 853 2
TRINITY_DN5978_c2_g1_i4 994 1
TRINITY_DN59792_c0_g1_i11 1276 1
TRINITY_DN59796_c0_g1_i1 478 18
TRINITY_DN59797_c0_g2_i1 1120 4
TRINITY_DN597_c0_g1_i7 18841 10
TRINITY_DN59814_c0_g1_i6 430 3
TRINITY_DN5981_c4_g1_i2 613 3
TRINITY_DN5984_c2_g1_i1 334 3
TRINITY_DN59877_c0_g1_i5 403 19
TRINITY_DN59886_c0_g2_i3 697 6
TRINITY_DN5988_c1_g1_i4 1921 10
TRINITY_DN5988_c1_g2_i3 841 1
TRINITY_DN59899_c0_g3_i1 301 2
TRINITY_DN598_c1_g2_i3 1087 23
TRINITY_DN598_c2_g1_i6 1399 17
TRINITY_DN598_c3_g1_i6 1240 6
TRINITY_DN59934_c0_g3_i1 307 1
TRINITY_DN5994_c0_g1_i1 3787 7
TRINITY_DN5997_c3_g1_i2 358 4
TRINITY_DN59984_c2_g1_i1 394 4
TRINITY_DN5998_c0_g1_i13 1126 41
TRINITY_DN5998_c0_g2_i10 1057 34
TRINITY_DN59991_c0_g1_i1 601 20
TRINITY_DN5999_c0_g1_i3 1165 7
TRINITY_DN59_c0_g1_i1 511 14
TRINITY_DN5_c0_g1_i15 4012 7
TRINITY_DN5_c1_g1_i3 1723 2
TRINITY_DN60007_c0_g1_i1 373 10
TRINITY_DN60008_c0_g2_i1 820 1
TRINITY_DN6001_c0_g1_i2 2821 3
TRINITY_DN60020_c0_g2_i2 379 1
TRINITY_DN6004_c0_g1_i7 1477 2
TRINITY_DN6004_c0_g2_i4 1036 25
TRINITY_DN60054_c0_g1_i17 1552 2
TRINITY_DN60100_c0_g1_i4 454 9
TRINITY_DN6010_c0_g1_i8 2197 8
TRINITY_DN6011_c0_g1_i14 2839 7
TRINITY_DN6014_c4_g1_i7 496 2
TRINITY_DN6014_c4_g2_i2 544 3
TRINITY_DN6015_c0_g1_i17 1240 25
TRINITY_DN60162_c0_g2_i1 433 1
TRINITY_DN6017_c2_g1_i1 502 9
TRINITY_DN60193_c0_g1_i1 325 11
TRINITY_DN601_c0_g2_i3 589 1
TRINITY_DN601_c10_g1_i1 490 1
TRINITY_DN601_c1_g1_i4 2434 1
TRINITY_DN601_c2_g2_i1 712 2
TRINITY_DN601_c5_g1_i4 5035 28
TRINITY_DN601_c7_g1_i2 1984 3
TRINITY_DN60210_c0_g1_i2 325 12
TRINITY_DN60255_c0_g1_i5 472 19
TRINITY_DN602_c3_g1_i5 2938 2
TRINITY_DN60310_c0_g2_i2 349 13
TRINITY_DN6036_c0_g1_i5 712 29
TRINITY_DN6036_c0_g4_i3 1225 4
TRINITY_DN60371_c1_g2_i4 1033 1
TRINITY_DN6037_c0_g1_i4 703 14
TRINITY_DN6037_c0_g2_i1 892 42
TRINITY_DN603_c0_g1_i8 811 1
TRINITY_DN603_c0_g2_i4 748 3
TRINITY_DN60433_c0_g1_i1 427 16
TRINITY_DN6044_c0_g1_i10 3964 4
TRINITY_DN6046_c0_g1_i17 457 8
TRINITY_DN6047_c1_g1_i4 817 2
TRINITY_DN60482_c0_g1_i1 346 19
TRINITY_DN60485_c0_g1_i5 373 8
TRINITY_DN6054_c0_g4_i1 466 1
TRINITY_DN605_c0_g1_i4 1000 2
TRINITY_DN605_c14_g1_i1 1876 1
TRINITY_DN605_c1_g2_i1 799 8
TRINITY_DN605_c2_g1_i1 697 18
TRINITY_DN605_c4_g1_i4 913 2
TRINITY_DN60612_c0_g1_i1 424 11
TRINITY_DN60631_c0_g1_i2 346 16
TRINITY_DN60632_c0_g2_i1 565 2
TRINITY_DN60674_c0_g1_i1 391 21
TRINITY_DN6068_c3_g1_i2 1759 3
TRINITY_DN6068_c5_g1_i2 1864 5
TRINITY_DN60691_c0_g1_i1 406 13
TRINITY_DN6069_c1_g1_i1 1309 3
TRINITY_DN606_c0_g1_i1 790 3
TRINITY_DN6070_c0_g1_i13 1057 2
TRINITY_DN6071_c1_g1_i10 1741 14
TRINITY_DN60721_c0_g1_i2 403 13
TRINITY_DN6072_c3_g2_i11 1045 24
TRINITY_DN60734_c0_g1_i2 2917 5
TRINITY_DN6074_c2_g1_i10 1861 86
TRINITY_DN6075_c0_g2_i3 1912 1
TRINITY_DN60761_c0_g1_i5 1132 39
TRINITY_DN6076_c0_g1_i6 865 1
TRINITY_DN60788_c1_g1_i4 1534 1
TRINITY_DN60814_c0_g1_i1 322 10
TRINITY_DN6081_c0_g1_i8 1957 6
TRINITY_DN60846_c0_g1_i7 373 10
TRINITY_DN60870_c0_g1_i1 376 2
TRINITY_DN60879_c0_g1_i9 520 25
TRINITY_DN6087_c0_g1_i8 1915 1
TRINITY_DN60886_c0_g1_i5 310 2
TRINITY_DN6088_c0_g2_i3 1591 1
TRINITY_DN6088_c1_g1_i8 3154 4
TRINITY_DN608_c0_g1_i2 619 13
TRINITY_DN608_c1_g1_i6 2500 3
TRINITY_DN608_c3_g1_i2 2530 7
TRINITY_DN608_c4_g1_i2 991 17
TRINITY_DN608_c6_g1_i1 1162 1
TRINITY_DN6090_c0_g2_i1 3859 4
TRINITY_DN60953_c0_g1_i4 1084 3
TRINITY_DN609_c0_g1_i4 1009 49
TRINITY_DN609_c2_g1_i1 1381 34
TRINITY_DN60_c0_g1_i10 2167 1
TRINITY_DN6102_c0_g2_i18 2308 9
TRINITY_DN61031_c0_g1_i9 1672 7
TRINITY_DN6104_c0_g1_i8 1171 40
TRINITY_DN61051_c0_g1_i1 1177 12
TRINITY_DN6105_c0_g2_i1 1093 25
TRINITY_DN61074_c0_g1_i8 1117 29
TRINITY_DN61086_c0_g1_i1 2626 3
TRINITY_DN61101_c0_g1_i6 985 24
TRINITY_DN61120_c1_g4_i1 421 1
TRINITY_DN6114_c0_g1_i3 1411 26
TRINITY_DN61172_c0_g1_i1 598 5
TRINITY_DN6117_c0_g1_i1 2965 6
TRINITY_DN6117_c0_g4_i1 298 1
TRINITY_DN6117_c1_g1_i14 472 2
TRINITY_DN61184_c0_g1_i5 934 2
TRINITY_DN6118_c0_g1_i4 2026 1
TRINITY_DN61198_c0_g1_i2 436 2
TRINITY_DN6119_c0_g1_i5 382 1
TRINITY_DN611_c0_g2_i5 652 2
TRINITY_DN611_c0_g5_i1 1381 2
TRINITY_DN6123_c1_g1_i2 667 2
TRINITY_DN6123_c2_g1_i2 1342 5
TRINITY_DN6124_c0_g1_i5 1363 2
TRINITY_DN6124_c0_g3_i2 1066 2
TRINITY_DN6125_c0_g2_i7 1099 3
TRINITY_DN6125_c1_g1_i1 1498 11
TRINITY_DN6127_c0_g1_i6 2338 2
TRINITY_DN6128_c0_g1_i8 3910 2
TRINITY_DN6129_c0_g2_i1 532 2
TRINITY_DN612_c1_g1_i7 349 13
TRINITY_DN612_c2_g1_i3 736 46
TRINITY_DN612_c2_g2_i3 775 2
TRINITY_DN612_c3_g1_i1 1423 1
TRINITY_DN6130_c0_g1_i1 313 5
TRINITY_DN61314_c0_g2_i1 856 19
TRINITY_DN61369_c0_g1_i5 1945 19
TRINITY_DN6137_c0_g1_i8 469 20
TRINITY_DN61382_c0_g1_i4 820 7
TRINITY_DN613_c0_g1_i8 1567 1
TRINITY_DN61404_c0_g1_i1 337 24
TRINITY_DN61404_c1_g1_i11 748 3
TRINITY_DN61415_c0_g1_i2 454 18
TRINITY_DN61423_c0_g1_i5 826 3
TRINITY_DN61437_c0_g1_i3 706 1
TRINITY_DN6144_c1_g1_i1 2752 45
TRINITY_DN61457_c0_g1_i1 406 11
TRINITY_DN61463_c0_g1_i4 535 12
TRINITY_DN61474_c0_g1_i8 1234 2
TRINITY_DN6147_c0_g1_i3 1774 2
TRINITY_DN6148_c0_g1_i1 1513 8
TRINITY_DN6148_c2_g1_i2 5869 3
TRINITY_DN614_c0_g1_i12 535 1
TRINITY_DN6150_c1_g1_i3 1255 7
TRINITY_DN6151_c0_g2_i3 1432 1
TRINITY_DN61525_c0_g1_i3 412 10
TRINITY_DN61537_c0_g1_i1 589 1
TRINITY_DN61538_c0_g1_i17 487 2
TRINITY_DN6153_c1_g5_i1 997 2
TRINITY_DN6154_c3_g1_i1 481 1
TRINITY_DN6157_c0_g2_i4 1483 2
TRINITY_DN6159_c0_g1_i15 1084 14
TRINITY_DN6160_c2_g1_i3 997 1
TRINITY_DN6161_c0_g1_i5 604 20
TRINITY_DN61623_c1_g1_i1 514 1
TRINITY_DN61648_c0_g1_i1 298 6
TRINITY_DN61680_c0_g2_i1 319 11
TRINITY_DN6170_c0_g1_i6 961 8
TRINITY_DN61726_c0_g1_i1 319 14
TRINITY_DN6172_c0_g1_i12 673 24
TRINITY_DN6173_c0_g1_i12 1804 7
TRINITY_DN6176_c0_g2_i2 2143 10
TRINITY_DN6179_c0_g1_i17 397 3
TRINITY_DN6179_c1_g1_i3 1333 1
TRINITY_DN617_c0_g1_i4 3379 7
TRINITY_DN617_c1_g1_i1 1000 1
TRINITY_DN617_c2_g1_i2 1252 11
TRINITY_DN61810_c0_g1_i6 481 16
TRINITY_DN61814_c0_g1_i1 475 18
TRINITY_DN6182_c0_g1_i1 622 13
TRINITY_DN6183_c0_g1_i2 976 34
TRINITY_DN6183_c0_g2_i3 1225 31
TRINITY_DN6185_c0_g2_i3 1405 2
TRINITY_DN6185_c0_g3_i10 1171 2
TRINITY_DN6186_c0_g1_i4 1408 68
TRINITY_DN61880_c0_g1_i1 382 4
TRINITY_DN61892_c0_g1_i4 949 4
TRINITY_DN6189_c0_g3_i2 748 1
TRINITY_DN6189_c0_g4_i1 850 1
TRINITY_DN6189_c1_g1_i1 697 11
TRINITY_DN6189_c2_g1_i7 1780 6
TRINITY_DN618_c0_g1_i2 1132 1
TRINITY_DN61902_c0_g1_i2 1156 1
TRINITY_DN61903_c0_g1_i3 478 5
TRINITY_DN6191_c0_g1_i4 1516 2
TRINITY_DN6191_c1_g1_i4 1282 35
TRINITY_DN6191_c2_g1_i1 304 4
TRINITY_DN6192_c0_g1_i10 1474 4
TRINITY_DN6192_c1_g3_i2 508 6
TRINITY_DN6192_c2_g1_i10 4516 13
TRINITY_DN61944_c0_g1_i5 2374 10
TRINITY_DN6195_c0_g1_i6 1411 2
TRINITY_DN6195_c0_g2_i4 1438 1
TRINITY_DN6196_c0_g1_i3 349 12
TRINITY_DN61983_c0_g1_i5 328 9
TRINITY_DN619_c1_g1_i6 3205 2
TRINITY_DN61_c3_g1_i9 1276 10
TRINITY_DN61_c3_g2_i2 1513 72
TRINITY_DN61_c4_g1_i1 1957 90
TRINITY_DN61_c4_g2_i1 1939 3
TRINITY_DN6201_c0_g1_i15 685 4
TRINITY_DN6202_c0_g1_i11 5317 4
TRINITY_DN62067_c0_g2_i4 454 3
TRINITY_DN6206_c0_g1_i10 3760 12
TRINITY_DN6207_c0_g1_i3 553 12
TRINITY_DN6207_c1_g1_i2 1393 2
TRINITY_DN6208_c0_g1_i6 1888 37
TRINITY_DN62141_c0_g2_i1 1459 24
TRINITY_DN6215_c0_g1_i1 1510 3
TRINITY_DN62170_c0_g3_i2 1264 3
TRINITY_DN621_c0_g1_i14 1645 31
TRINITY_DN621_c0_g2_i1 1519 3
TRINITY_DN621_c1_g1_i1 943 3
TRINITY_DN6221_c0_g1_i5 619 5
TRINITY_DN62222_c0_g1_i1 343 1
TRINITY_DN62228_c0_g1_i1 430 20
TRINITY_DN62228_c0_g2_i3 301 1
TRINITY_DN6224_c0_g1_i9 1204 44
TRINITY_DN62254_c0_g1_i4 304 3
TRINITY_DN62262_c0_g2_i4 427 7
TRINITY_DN62280_c0_g1_i1 376 15
TRINITY_DN62292_c0_g1_i2 562 12
TRINITY_DN62294_c0_g1_i5 619 4
TRINITY_DN6229_c0_g1_i9 2428 3
TRINITY_DN6230_c0_g1_i6 532 6
TRINITY_DN6233_c0_g1_i1 1327 34
TRINITY_DN6235_c0_g1_i7 811 10
TRINITY_DN6236_c0_g1_i2 664 12
TRINITY_DN6237_c0_g1_i2 1255 2
TRINITY_DN6238_c0_g1_i10 538 14
TRINITY_DN62392_c0_g1_i1 355 11
TRINITY_DN6239_c0_g1_i2 439 11
TRINITY_DN623_c0_g2_i1 1564 1
TRINITY_DN623_c1_g1_i9 1345 45
TRINITY_DN62403_c0_g1_i1 3112 10
TRINITY_DN6242_c0_g1_i4 1255 1
TRINITY_DN62437_c0_g2_i7 1939 2
TRINITY_DN6243_c0_g1_i2 520 1
TRINITY_DN6245_c0_g1_i4 1318 2
TRINITY_DN6245_c1_g2_i2 2326 5
TRINITY_DN62461_c0_g2_i9 937 11
TRINITY_DN6247_c0_g1_i9 829 1
TRINITY_DN6247_c1_g2_i1 412 1
TRINITY_DN6249_c0_g1_i4 754 1
TRINITY_DN62506_c0_g1_i11 856 3
TRINITY_DN6251_c0_g1_i7 889 8
TRINITY_DN6256_c0_g1_i4 424 13
TRINITY_DN62608_c0_g1_i5 376 4
TRINITY_DN62609_c0_g2_i1 1543 1
TRINITY_DN62616_c0_g1_i2 418 3
TRINITY_DN62617_c0_g3_i1 319 13
TRINITY_DN62632_c0_g1_i1 487 3
TRINITY_DN6263_c0_g2_i2 1792 5
TRINITY_DN62671_c0_g1_i6 601 10
TRINITY_DN6269_c0_g2_i2 1318 31
TRINITY_DN626_c0_g1_i4 418 1
TRINITY_DN626_c1_g1_i7 553 1
TRINITY_DN6271_c0_g1_i2 343 5
TRINITY_DN62732_c0_g1_i1 721 3
TRINITY_DN6273_c0_g1_i2 1378 1
TRINITY_DN6277_c0_g2_i9 1573 14
TRINITY_DN627_c0_g1_i9 550 1
TRINITY_DN627_c2_g2_i3 3757 1
TRINITY_DN627_c6_g1_i1 379 1
TRINITY_DN62810_c0_g1_i2 433 3
TRINITY_DN62813_c0_g1_i6 1882 1
TRINITY_DN62824_c0_g1_i2 1594 22
TRINITY_DN6282_c1_g1_i5 1891 4
TRINITY_DN6284_c0_g1_i1 1885 56
TRINITY_DN6284_c0_g2_i2 583 14
TRINITY_DN6285_c0_g1_i15 2539 5
TRINITY_DN628_c2_g1_i1 3967 5
TRINITY_DN628_c4_g1_i1 1234 4
TRINITY_DN628_c9_g1_i1 4084 16
TRINITY_DN6290_c0_g1_i1 1639 2
TRINITY_DN62919_c0_g1_i3 1519 2
TRINITY_DN6293_c0_g1_i1 892 5
TRINITY_DN62951_c0_g2_i1 1834 1
TRINITY_DN62954_c0_g1_i1 1891 4
TRINITY_DN6295_c0_g1_i16 3505 13
TRINITY_DN6295_c0_g2_i1 682 1
TRINITY_DN62989_c0_g1_i4 4288 11
TRINITY_DN62995_c0_g1_i10 2224 6
TRINITY_DN6299_c0_g1_i2 358 20
TRINITY_DN62_c0_g3_i3 1381 2
TRINITY_DN62_c1_g1_i1 2731 3
TRINITY_DN62_c6_g1_i1 772 1
TRINITY_DN6302_c0_g1_i5 307 3
TRINITY_DN6302_c0_g3_i2 583 5
TRINITY_DN63031_c0_g1_i6 949 1
TRINITY_DN63051_c0_g1_i8 376 14
TRINITY_DN6305_c0_g1_i1 664 1
TRINITY_DN63087_c0_g2_i1 298 15
TRINITY_DN63098_c0_g1_i1 361 2
TRINITY_DN630_c0_g1_i4 2011 11
TRINITY_DN6312_c0_g1_i5 1510 28
TRINITY_DN6313_c1_g1_i12 2680 4
TRINITY_DN63223_c0_g1_i3 301 6
TRINITY_DN63223_c4_g1_i1 337 4
TRINITY_DN6322_c0_g1_i3 2272 3
TRINITY_DN6323_c0_g1_i7 1801 1
TRINITY_DN6325_c0_g1_i2 1621 1
TRINITY_DN6326_c0_g1_i6 2446 4
TRINITY_DN63278_c0_g1_i4 1309 2
TRINITY_DN632_c1_g1_i6 2812 3
TRINITY_DN6330_c0_g1_i2 322 1
TRINITY_DN6332_c1_g1_i4 451 1
TRINITY_DN63337_c0_g1_i6 340 3
TRINITY_DN6333_c0_g1_i3 1471 9
TRINITY_DN63344_c0_g1_i5 787 13
TRINITY_DN6334_c0_g1_i4 550 18
TRINITY_DN6334_c0_g2_i2 835 31
TRINITY_DN63351_c0_g1_i1 301 4
TRINITY_DN6335_c1_g1_i2 2266 45
TRINITY_DN6335_c2_g1_i4 1537 18
TRINITY_DN633_c0_g1_i5 700 18
TRINITY_DN633_c1_g1_i1 565 2
TRINITY_DN6348_c0_g1_i11 1852 16
TRINITY_DN6352_c0_g1_i11 2266 10
TRINITY_DN6357_c0_g1_i2 376 33
TRINITY_DN635_c1_g2_i7 511 12
TRINITY_DN635_c3_g2_i1 1558 5
TRINITY_DN635_c6_g1_i2 2755 13
TRINITY_DN6364_c0_g1_i1 1036 37
TRINITY_DN6366_c0_g2_i2 1069 1
TRINITY_DN63674_c0_g1_i4 367 12
TRINITY_DN6367_c0_g1_i18 3886 11
TRINITY_DN63693_c0_g3_i4 2731 2
TRINITY_DN636_c0_g1_i23 1183 1
TRINITY_DN6370_c0_g1_i2 6991 9
TRINITY_DN6370_c1_g1_i6 2932 1
TRINITY_DN63723_c0_g1_i1 343 5
TRINITY_DN6372_c0_g1_i2 1084 2
TRINITY_DN6372_c1_g4_i2 649 4
TRINITY_DN63730_c0_g1_i4 412 2
TRINITY_DN6375_c0_g1_i6 8047 28
