transcript_BGM_F len_BGM_F n_var_BGM_F
TRINITY_DN67801_c1_g1_i2 295 7
TRINITY_DN6782_c1_g1_i5 1585 63
TRINITY_DN6784_c0_g1_i1 1240 5
TRINITY_DN67851_c0_g1_i4 2113 3
TRINITY_DN6785_c0_g1_i2 622 3
TRINITY_DN6786_c0_g1_i6 1402 6
TRINITY_DN6787_c0_g1_i7 2257 30
TRINITY_DN67892_c0_g1_i3 1249 5
TRINITY_DN6789_c1_g1_i1 361 1
TRINITY_DN678_c0_g2_i8 3814 5
TRINITY_DN678_c5_g2_i2 1345 14
TRINITY_DN67923_c0_g1_i6 538 15
TRINITY_DN67943_c1_g1_i4 358 4
TRINITY_DN67960_c0_g1_i2 421 2
TRINITY_DN67999_c0_g1_i8 871 5
TRINITY_DN6799_c0_g2_i1 1246 1
TRINITY_DN68021_c0_g1_i5 331 19
TRINITY_DN68021_c2_g1_i23 415 24
TRINITY_DN6802_c0_g2_i5 1201 2
TRINITY_DN68034_c0_g1_i1 322 7
TRINITY_DN6803_c2_g1_i3 544 1
TRINITY_DN68040_c2_g2_i1 403 3
TRINITY_DN68051_c0_g2_i1 310 2
TRINITY_DN6806_c0_g2_i11 2068 19
TRINITY_DN6808_c0_g1_i18 787 31
TRINITY_DN6808_c0_g3_i1 592 1
TRINITY_DN680_c0_g2_i1 526 9
TRINITY_DN680_c0_g3_i1 949 31
TRINITY_DN68118_c0_g1_i1 382 1
TRINITY_DN681_c0_g1_i4 1519 6
TRINITY_DN6821_c0_g1_i1 1285 12
TRINITY_DN6821_c0_g2_i5 1312 5
TRINITY_DN6821_c0_g3_i1 1033 3
TRINITY_DN6826_c0_g1_i8 706 36
TRINITY_DN68286_c0_g1_i1 556 1
TRINITY_DN682_c0_g1_i1 970 1
TRINITY_DN6831_c0_g1_i3 742 11
TRINITY_DN68340_c1_g1_i4 316 14
TRINITY_DN68345_c0_g1_i4 391 9
TRINITY_DN68379_c0_g1_i6 520 22
TRINITY_DN6839_c0_g2_i1 535 12
TRINITY_DN6841_c1_g1_i4 1339 2
TRINITY_DN68428_c1_g1_i9 454 14
TRINITY_DN68436_c0_g1_i3 439 18
TRINITY_DN6847_c0_g1_i4 691 21
TRINITY_DN6848_c0_g3_i2 1660 8
TRINITY_DN684_c0_g1_i7 4753 20
TRINITY_DN684_c3_g1_i3 1243 36
TRINITY_DN68531_c0_g1_i1 1393 1
TRINITY_DN6853_c0_g1_i21 940 1
TRINITY_DN6854_c0_g1_i16 1057 42
TRINITY_DN68588_c0_g1_i2 460 16
TRINITY_DN6859_c0_g1_i1 787 9
TRINITY_DN6861_c1_g2_i2 3349 3
TRINITY_DN68637_c0_g1_i2 328 6
TRINITY_DN68663_c0_g1_i2 334 20
TRINITY_DN6866_c0_g1_i4 1279 46
TRINITY_DN68675_c0_g1_i2 361 8
TRINITY_DN686_c0_g1_i6 2362 2
TRINITY_DN68708_c0_g1_i2 304 13
TRINITY_DN6870_c0_g1_i10 3739 5
TRINITY_DN6870_c1_g1_i17 1561 6
TRINITY_DN6870_c3_g2_i3 1390 3
TRINITY_DN68713_c0_g1_i3 322 15
TRINITY_DN68722_c0_g1_i1 1450 4
TRINITY_DN687_c0_g1_i11 529 1
TRINITY_DN687_c0_g3_i1 355 2
TRINITY_DN6882_c0_g1_i4 1564 1
TRINITY_DN6884_c0_g1_i5 2107 7
TRINITY_DN6885_c0_g1_i3 316 5
TRINITY_DN68885_c0_g1_i2 385 7
TRINITY_DN6888_c0_g1_i1 5917 15
TRINITY_DN6889_c0_g1_i1 1345 7
TRINITY_DN688_c0_g1_i3 550 24
TRINITY_DN688_c11_g1_i1 3712 17
TRINITY_DN688_c2_g1_i5 1075 2
TRINITY_DN688_c3_g1_i6 1081 1
TRINITY_DN688_c6_g2_i1 661 2
TRINITY_DN688_c8_g1_i1 1765 60
TRINITY_DN6891_c0_g1_i19 2905 10
TRINITY_DN68920_c1_g1_i2 298 8
TRINITY_DN68973_c0_g1_i2 1414 1
TRINITY_DN68_c0_g1_i18 1252 3
TRINITY_DN69018_c0_g1_i1 529 3
TRINITY_DN6904_c0_g3_i3 778 3
TRINITY_DN6908_c0_g1_i7 3862 4
TRINITY_DN690_c1_g1_i5 2623 6
TRINITY_DN6911_c0_g1_i6 1780 73
TRINITY_DN691_c0_g1_i1 2389 11
TRINITY_DN69211_c1_g1_i1 697 25
TRINITY_DN6922_c3_g1_i3 340 1
TRINITY_DN6924_c1_g1_i2 1564 3
TRINITY_DN6924_c3_g1_i2 340 6
TRINITY_DN6927_c0_g1_i1 1423 3
TRINITY_DN6927_c1_g1_i1 1024 27
TRINITY_DN6929_c3_g1_i4 799 3
TRINITY_DN692_c0_g1_i3 1918 19
TRINITY_DN692_c2_g1_i8 1075 39
TRINITY_DN692_c3_g1_i4 1006 1
TRINITY_DN6931_c1_g1_i7 5812 6
TRINITY_DN6931_c4_g1_i2 655 3
TRINITY_DN6938_c0_g1_i5 766 6
TRINITY_DN69399_c0_g1_i1 1693 1
TRINITY_DN69411_c0_g1_i1 307 6
TRINITY_DN69413_c0_g1_i20 442 8
TRINITY_DN6941_c1_g1_i3 877 11
TRINITY_DN69425_c0_g1_i4 310 14
TRINITY_DN69429_c0_g1_i5 514 8
TRINITY_DN6944_c1_g4_i8 4060 8
TRINITY_DN69457_c0_g1_i1 1108 30
TRINITY_DN69458_c0_g1_i7 517 5
TRINITY_DN6945_c0_g1_i1 1132 1
TRINITY_DN6945_c4_g1_i3 1468 2
TRINITY_DN6949_c0_g2_i5 2362 1
TRINITY_DN694_c0_g1_i13 982 4
TRINITY_DN694_c0_g3_i1 316 1
TRINITY_DN6950_c0_g1_i13 547 5
TRINITY_DN6951_c1_g1_i4 1267 8
TRINITY_DN69539_c0_g1_i2 301 2
TRINITY_DN6957_c0_g1_i4 745 8
TRINITY_DN6957_c0_g2_i1 3478 4
TRINITY_DN6959_c0_g1_i5 1057 3
TRINITY_DN695_c0_g2_i15 1327 10
TRINITY_DN69636_c0_g1_i1 496 7
TRINITY_DN6963_c0_g1_i1 1117 2
TRINITY_DN6966_c0_g1_i4 1978 64
TRINITY_DN6971_c0_g1_i9 1063 9
TRINITY_DN6972_c0_g1_i3 2296 2
TRINITY_DN6974_c0_g2_i1 1930 2
TRINITY_DN69768_c0_g1_i6 352 2
TRINITY_DN6979_c2_g1_i1 766 2
TRINITY_DN697_c1_g1_i6 433 8
TRINITY_DN697_c2_g1_i3 535 6
TRINITY_DN6985_c0_g1_i1 1261 24
TRINITY_DN6987_c0_g1_i8 841 23
TRINITY_DN698_c0_g1_i2 355 4
TRINITY_DN6995_c0_g1_i5 493 22
TRINITY_DN6999_c0_g1_i4 364 17
TRINITY_DN69_c0_g1_i4 3325 5
TRINITY_DN6_c0_g1_i4 1729 9
TRINITY_DN6_c0_g4_i2 421 2
TRINITY_DN6_c0_g5_i2 3766 4
TRINITY_DN6_c2_g1_i2 2887 13
TRINITY_DN70007_c2_g2_i1 412 4
TRINITY_DN7003_c0_g2_i10 5224 22
TRINITY_DN7004_c0_g2_i1 1507 22
TRINITY_DN7005_c0_g2_i4 1381 4
TRINITY_DN7006_c0_g3_i1 739 1
TRINITY_DN7008_c0_g1_i4 1807 3
TRINITY_DN700_c13_g1_i1 3271 7
TRINITY_DN700_c14_g1_i1 631 1
TRINITY_DN700_c18_g1_i1 1066 7
TRINITY_DN700_c3_g1_i1 580 13
TRINITY_DN700_c5_g1_i1 1681 1
TRINITY_DN700_c6_g1_i3 1366 1
TRINITY_DN70104_c0_g1_i12 2089 2
TRINITY_DN7010_c0_g1_i1 2428 2
TRINITY_DN7010_c0_g2_i1 2428 4
TRINITY_DN70148_c0_g3_i3 439 8
TRINITY_DN701_c0_g1_i6 574 2
TRINITY_DN701_c0_g2_i3 10723 4
TRINITY_DN701_c1_g2_i4 1066 5
TRINITY_DN7023_c0_g1_i1 550 1
TRINITY_DN70257_c0_g1_i4 751 39
TRINITY_DN7026_c1_g1_i8 709 13
TRINITY_DN7026_c1_g2_i1 442 8
TRINITY_DN7027_c2_g1_i11 736 13
TRINITY_DN70282_c0_g1_i2 1432 1
TRINITY_DN702_c0_g1_i7 1462 2
TRINITY_DN702_c1_g1_i1 1807 2
TRINITY_DN702_c3_g1_i7 2407 4
TRINITY_DN702_c5_g1_i1 2956 92
TRINITY_DN70300_c0_g1_i1 307 6
TRINITY_DN70314_c0_g1_i5 430 5
TRINITY_DN70325_c0_g1_i1 397 16
TRINITY_DN70338_c0_g1_i3 775 7
TRINITY_DN7039_c0_g1_i4 895 20
TRINITY_DN7039_c0_g2_i1 1981 8
TRINITY_DN703_c2_g1_i9 2062 8
TRINITY_DN7040_c0_g3_i5 1954 1
TRINITY_DN70410_c0_g1_i4 1126 13
TRINITY_DN70428_c0_g1_i1 316 1
TRINITY_DN7048_c0_g1_i5 2878 2
TRINITY_DN704_c0_g1_i5 4726 2
TRINITY_DN704_c1_g1_i3 2107 4
TRINITY_DN70522_c0_g2_i2 703 8
TRINITY_DN705_c0_g2_i1 985 3
TRINITY_DN705_c0_g4_i1 439 12
TRINITY_DN705_c1_g1_i2 619 2
TRINITY_DN705_c1_g2_i1 1210 1
TRINITY_DN705_c2_g1_i1 754 1
TRINITY_DN70603_c0_g1_i1 340 11
TRINITY_DN70636_c0_g1_i1 355 7
TRINITY_DN7063_c0_g1_i9 799 3
TRINITY_DN706_c0_g1_i1 1063 1
TRINITY_DN706_c10_g1_i1 493 2
TRINITY_DN706_c1_g1_i1 949 3
TRINITY_DN706_c2_g1_i1 1849 2
TRINITY_DN70742_c0_g1_i1 1738 2
TRINITY_DN7077_c0_g1_i3 376 6
TRINITY_DN707_c0_g1_i2 469 2
TRINITY_DN707_c0_g2_i1 3724 9
TRINITY_DN7081_c1_g1_i2 325 4
TRINITY_DN70827_c0_g1_i3 346 10
TRINITY_DN7085_c1_g1_i1 709 1
TRINITY_DN7087_c1_g2_i1 2518 1
TRINITY_DN7088_c0_g1_i14 1741 10
TRINITY_DN708_c0_g2_i8 601 1
TRINITY_DN70925_c0_g1_i4 298 11
TRINITY_DN7094_c0_g1_i9 2551 1
TRINITY_DN70_c1_g1_i3 670 1
TRINITY_DN70_c2_g1_i6 2194 5
TRINITY_DN71003_c0_g1_i1 406 2
TRINITY_DN7102_c0_g1_i2 301 4
TRINITY_DN71037_c1_g1_i5 409 8
TRINITY_DN7107_c0_g1_i5 2878 6
TRINITY_DN7107_c0_g3_i1 1729 4
TRINITY_DN71081_c0_g1_i1 400 8
TRINITY_DN71086_c0_g1_i1 298 8
TRINITY_DN710_c0_g3_i1 856 3
TRINITY_DN71104_c1_g1_i2 304 15
TRINITY_DN7110_c0_g2_i1 532 4
TRINITY_DN71146_c0_g1_i1 1027 3
TRINITY_DN71174_c0_g1_i9 571 9
TRINITY_DN71177_c0_g1_i1 334 18
TRINITY_DN7117_c0_g1_i7 886 4
TRINITY_DN7119_c0_g3_i1 1624 2
TRINITY_DN711_c0_g1_i8 4750 2
TRINITY_DN711_c1_g2_i1 4693 1
TRINITY_DN711_c2_g1_i2 2683 7
TRINITY_DN71214_c0_g1_i1 346 10
TRINITY_DN71227_c0_g4_i1 517 1
TRINITY_DN71257_c0_g1_i1 412 15
TRINITY_DN7125_c0_g1_i5 637 2
TRINITY_DN71278_c0_g1_i4 457 2
TRINITY_DN71285_c0_g1_i3 913 21
TRINITY_DN7128_c1_g1_i6 1117 44
TRINITY_DN712_c0_g1_i5 1933 34
TRINITY_DN712_c0_g2_i1 2335 92
TRINITY_DN712_c3_g1_i2 886 13
TRINITY_DN712_c4_g1_i1 2731 1
TRINITY_DN71313_c0_g1_i5 388 14
TRINITY_DN71322_c0_g1_i7 415 2
TRINITY_DN7133_c0_g1_i2 703 20
TRINITY_DN71417_c0_g1_i8 904 3
TRINITY_DN7141_c1_g1_i2 454 2
TRINITY_DN71436_c0_g1_i3 1084 2
TRINITY_DN7143_c0_g1_i7 2275 40
TRINITY_DN71454_c0_g1_i2 931 2
TRINITY_DN7145_c0_g1_i1 1801 44
TRINITY_DN71460_c1_g3_i4 1159 1
TRINITY_DN71477_c0_g1_i4 628 9
TRINITY_DN71486_c0_g2_i1 451 6
TRINITY_DN714_c0_g1_i7 925 1
TRINITY_DN71525_c0_g1_i4 346 13
TRINITY_DN7153_c0_g1_i22 2854 4
TRINITY_DN71552_c1_g1_i1 922 37
TRINITY_DN7155_c0_g1_i12 1966 8
TRINITY_DN7156_c0_g1_i8 2200 3
TRINITY_DN7157_c0_g1_i2 6889 1
TRINITY_DN715_c2_g1_i1 2413 2
TRINITY_DN715_c3_g1_i1 718 5
TRINITY_DN71610_c1_g1_i3 391 6
TRINITY_DN7163_c1_g1_i7 451 12
TRINITY_DN7166_c7_g1_i1 3058 3
TRINITY_DN71674_c0_g1_i6 673 2
TRINITY_DN7168_c1_g1_i2 517 4
TRINITY_DN716_c0_g1_i7 463 4
TRINITY_DN71702_c0_g1_i6 325 1
TRINITY_DN71707_c1_g2_i1 394 10
TRINITY_DN71724_c0_g2_i1 907 1
TRINITY_DN71749_c3_g3_i1 1330 5
TRINITY_DN717_c0_g2_i1 2512 3
TRINITY_DN717_c1_g1_i4 6760 3
TRINITY_DN717_c3_g1_i2 760 43
TRINITY_DN7183_c0_g1_i12 919 2
TRINITY_DN71850_c2_g1_i1 358 22
TRINITY_DN71851_c0_g1_i2 1627 35
TRINITY_DN7186_c0_g2_i5 1048 30
TRINITY_DN71872_c0_g1_i9 328 5
TRINITY_DN718_c0_g2_i1 3673 39
TRINITY_DN718_c0_g3_i3 1351 1
TRINITY_DN718_c11_g1_i1 1768 7
TRINITY_DN718_c27_g1_i1 2296 1
TRINITY_DN718_c29_g1_i1 364 1
TRINITY_DN718_c3_g1_i5 550 2
TRINITY_DN718_c5_g1_i2 481 1
TRINITY_DN71901_c2_g1_i1 331 2
TRINITY_DN71904_c0_g1_i4 496 19
TRINITY_DN71947_c1_g4_i3 1555 1
TRINITY_DN719_c0_g2_i3 3229 1
TRINITY_DN719_c1_g1_i4 13768 45
TRINITY_DN719_c1_g2_i1 3769 12
TRINITY_DN719_c2_g1_i1 2329 5
TRINITY_DN719_c2_g3_i2 2296 3
TRINITY_DN71_c1_g1_i2 955 1
TRINITY_DN7200_c0_g1_i3 571 2
TRINITY_DN7202_c0_g1_i9 1618 5
TRINITY_DN7205_c0_g1_i1 808 1
TRINITY_DN7206_c2_g1_i13 850 5
TRINITY_DN7213_c0_g1_i6 1246 6
TRINITY_DN7213_c0_g3_i1 361 11
TRINITY_DN72145_c0_g1_i3 553 7
TRINITY_DN7216_c3_g3_i3 481 15
TRINITY_DN72178_c0_g2_i2 322 1
TRINITY_DN721_c0_g2_i2 550 2
TRINITY_DN721_c1_g1_i7 2878 1
TRINITY_DN72212_c0_g1_i5 3250 2
TRINITY_DN7221_c0_g1_i6 4132 81
TRINITY_DN72220_c0_g1_i3 385 17
TRINITY_DN7223_c0_g1_i3 823 7
TRINITY_DN7225_c0_g1_i1 499 1
TRINITY_DN7229_c0_g1_i3 706 32
TRINITY_DN722_c2_g1_i2 859 3
TRINITY_DN72318_c0_g1_i4 613 18
TRINITY_DN72339_c0_g1_i5 400 13
TRINITY_DN7234_c0_g1_i1 6490 11
TRINITY_DN7235_c0_g1_i1 301 1
TRINITY_DN72387_c0_g1_i5 631 14
TRINITY_DN7238_c0_g1_i13 1516 2
TRINITY_DN72405_c0_g1_i2 373 9
TRINITY_DN7241_c0_g1_i3 487 3
TRINITY_DN7245_c0_g1_i2 937 1
TRINITY_DN7247_c0_g2_i1 1357 6
TRINITY_DN7249_c0_g1_i4 1027 4
TRINITY_DN7254_c0_g1_i5 3190 51
TRINITY_DN7256_c0_g2_i2 1027 3
TRINITY_DN72588_c0_g1_i3 628 4
TRINITY_DN7258_c0_g1_i4 445 12
TRINITY_DN725_c0_g1_i4 1573 6
TRINITY_DN725_c2_g2_i1 640 1
TRINITY_DN725_c4_g1_i2 1735 1
TRINITY_DN72653_c0_g1_i1 2368 10
TRINITY_DN7265_c0_g2_i1 751 19
TRINITY_DN72670_c0_g1_i2 397 6
TRINITY_DN72746_c0_g1_i1 442 17
TRINITY_DN72756_c0_g1_i4 385 9
TRINITY_DN72770_c0_g2_i2 328 13
TRINITY_DN7278_c0_g1_i1 3025 10
TRINITY_DN7278_c1_g1_i3 1669 1
TRINITY_DN7279_c0_g2_i3 859 41
TRINITY_DN727_c0_g1_i1 1585 3
TRINITY_DN727_c1_g1_i4 1429 1
TRINITY_DN727_c1_g2_i6 1069 1
TRINITY_DN7284_c0_g1_i4 355 10
TRINITY_DN7292_c0_g1_i26 847 2
TRINITY_DN72982_c0_g2_i1 457 8
TRINITY_DN72995_c0_g2_i2 1012 2
TRINITY_DN72998_c0_g1_i5 304 8
TRINITY_DN729_c3_g1_i1 751 2
TRINITY_DN72_c0_g2_i19 1753 8
TRINITY_DN72_c1_g2_i3 1426 1
TRINITY_DN72_c3_g1_i4 1360 1
TRINITY_DN73004_c0_g2_i1 628 8
TRINITY_DN7302_c0_g1_i1 427 1
TRINITY_DN73032_c0_g1_i7 2431 1
TRINITY_DN73042_c1_g1_i2 952 1
TRINITY_DN73058_c0_g1_i1 301 6
TRINITY_DN7305_c0_g1_i6 553 3
TRINITY_DN73060_c0_g1_i2 631 1
TRINITY_DN7307_c0_g1_i8 565 5
TRINITY_DN7308_c0_g1_i1 2128 37
TRINITY_DN730_c1_g1_i1 988 5
TRINITY_DN730_c2_g2_i13 361 10
TRINITY_DN73154_c0_g1_i3 1555 1
TRINITY_DN7315_c0_g2_i1 1315 1
TRINITY_DN73162_c0_g1_i1 877 3
TRINITY_DN7317_c0_g1_i7 1609 1
TRINITY_DN73195_c2_g1_i3 682 3
TRINITY_DN73197_c0_g1_i1 391 3
TRINITY_DN73239_c0_g1_i2 349 14
TRINITY_DN73246_c0_g3_i1 457 14
TRINITY_DN73262_c0_g1_i2 373 13
TRINITY_DN73328_c1_g1_i1 331 2
TRINITY_DN7335_c0_g1_i4 379 19
TRINITY_DN73387_c0_g2_i1 694 20
TRINITY_DN73391_c0_g1_i5 301 13
TRINITY_DN73406_c0_g1_i4 562 16
TRINITY_DN73406_c0_g2_i1 352 6
TRINITY_DN7341_c0_g1_i12 1105 30
TRINITY_DN73425_c0_g1_i1 409 2
TRINITY_DN7345_c0_g4_i4 1501 1
TRINITY_DN7345_c1_g1_i3 11383 57
TRINITY_DN7347_c0_g1_i1 751 10
TRINITY_DN73489_c0_g1_i1 355 18
TRINITY_DN734_c1_g2_i2 2554 4
TRINITY_DN734_c3_g1_i3 2863 6
TRINITY_DN73547_c0_g1_i2 550 1
TRINITY_DN7354_c0_g2_i2 553 3
TRINITY_DN7355_c0_g1_i8 1543 4
TRINITY_DN7355_c0_g2_i10 1543 3
TRINITY_DN735_c0_g1_i7 4009 3
TRINITY_DN73602_c1_g1_i4 304 9
TRINITY_DN73606_c0_g1_i1 316 1
TRINITY_DN73610_c0_g2_i1 310 18
TRINITY_DN7363_c0_g3_i2 595 5
TRINITY_DN7363_c1_g1_i2 445 1
TRINITY_DN7369_c0_g1_i10 1336 61
TRINITY_DN736_c0_g1_i1 553 7
TRINITY_DN736_c1_g2_i1 655 9
TRINITY_DN7371_c0_g1_i9 868 2
TRINITY_DN7373_c0_g1_i10 2989 3
TRINITY_DN73746_c0_g1_i1 1885 1
TRINITY_DN73769_c0_g4_i4 1585 2
TRINITY_DN7376_c0_g1_i5 2614 1
TRINITY_DN73812_c0_g1_i2 331 2
TRINITY_DN73813_c0_g1_i5 346 8
TRINITY_DN73814_c0_g1_i4 373 8
TRINITY_DN73820_c0_g1_i4 475 7
TRINITY_DN7382_c10_g1_i4 796 1
TRINITY_DN73846_c0_g1_i7 1249 1
TRINITY_DN7384_c1_g1_i1 1462 2
TRINITY_DN7386_c0_g1_i6 694 13
TRINITY_DN7387_c1_g1_i4 1069 19
TRINITY_DN7387_c2_g1_i1 3976 12
TRINITY_DN73894_c0_g1_i1 343 11
TRINITY_DN738_c0_g1_i4 1363 4
TRINITY_DN73907_c0_g1_i2 448 2
TRINITY_DN7392_c0_g1_i4 358 18
TRINITY_DN73952_c0_g1_i1 523 20
TRINITY_DN73975_c0_g1_i1 388 16
TRINITY_DN73_c1_g1_i1 838 1
TRINITY_DN73_c6_g2_i1 589 2
TRINITY_DN73_c7_g1_i1 1846 7
TRINITY_DN73_c8_g1_i2 1378 6
TRINITY_DN7400_c0_g1_i1 1309 5
TRINITY_DN7402_c0_g1_i1 478 20
TRINITY_DN7404_c0_g1_i1 784 5
TRINITY_DN74084_c0_g1_i4 439 9
TRINITY_DN740_c0_g1_i1 688 11
TRINITY_DN74114_c0_g2_i7 301 13
TRINITY_DN7412_c1_g2_i1 2524 1
TRINITY_DN7415_c0_g1_i5 511 2
TRINITY_DN7415_c1_g1_i10 9115 12
TRINITY_DN7416_c0_g1_i7 1321 40
TRINITY_DN7417_c0_g2_i1 1522 1
TRINITY_DN74184_c0_g1_i2 415 3
TRINITY_DN74187_c0_g2_i3 325 10
TRINITY_DN741_c0_g3_i3 1009 29
TRINITY_DN741_c1_g2_i3 1090 1
TRINITY_DN741_c1_g5_i1 1036 1
TRINITY_DN741_c4_g1_i1 1309 3
TRINITY_DN741_c6_g1_i2 1117 2
TRINITY_DN74232_c0_g1_i1 373 10
TRINITY_DN74307_c0_g1_i5 496 16
TRINITY_DN74334_c0_g2_i1 586 2
TRINITY_DN7435_c0_g1_i7 2317 119
TRINITY_DN7435_c0_g2_i1 1843 22
TRINITY_DN74400_c0_g1_i1 505 21
TRINITY_DN74493_c1_g2_i2 718 2
TRINITY_DN7452_c0_g1_i1 979 1
TRINITY_DN7454_c0_g2_i4 4042 2
TRINITY_DN7454_c1_g1_i10 1573 5
TRINITY_DN7456_c0_g1_i5 625 11
TRINITY_DN7457_c0_g2_i1 379 10
TRINITY_DN74580_c0_g1_i2 364 13
TRINITY_DN74589_c0_g1_i7 385 7
TRINITY_DN7458_c0_g1_i1 505 9
TRINITY_DN7466_c0_g1_i7 2272 1
TRINITY_DN74671_c1_g1_i1 307 16
TRINITY_DN7468_c0_g1_i5 1171 49
TRINITY_DN746_c0_g1_i15 2239 3
TRINITY_DN7473_c0_g1_i15 997 5
TRINITY_DN74742_c0_g1_i1 391 17
TRINITY_DN7475_c0_g1_i8 346 7
TRINITY_DN7476_c0_g1_i7 823 3
TRINITY_DN74770_c0_g1_i8 322 10
TRINITY_DN74787_c0_g1_i6 397 14
TRINITY_DN7479_c0_g1_i4 1882 3
TRINITY_DN747_c0_g1_i4 505 8
TRINITY_DN747_c2_g1_i7 559 30
TRINITY_DN74804_c0_g1_i2 913 1
TRINITY_DN74833_c0_g1_i6 1129 1
TRINITY_DN7484_c0_g1_i6 1606 27
TRINITY_DN74850_c0_g1_i4 400 2
TRINITY_DN7485_c0_g2_i1 871 1
TRINITY_DN7486_c0_g1_i4 1270 3
TRINITY_DN748_c11_g1_i1 1639 1
TRINITY_DN748_c1_g1_i1 1471 2
TRINITY_DN748_c1_g2_i2 4360 2
TRINITY_DN748_c3_g1_i2 2881 2
TRINITY_DN7490_c0_g1_i6 808 15
TRINITY_DN7491_c1_g1_i8 2674 53
TRINITY_DN7492_c0_g1_i4 583 1
TRINITY_DN7493_c0_g1_i2 625 1
TRINITY_DN74956_c0_g2_i7 622 28
TRINITY_DN749_c0_g1_i16 2605 4
TRINITY_DN74_c0_g1_i9 955 32
TRINITY_DN75011_c0_g3_i1 454 2
TRINITY_DN75014_c0_g1_i1 1441 1
TRINITY_DN75014_c0_g2_i1 586 3
TRINITY_DN7505_c0_g1_i6 2140 8
TRINITY_DN75087_c0_g1_i2 481 6
TRINITY_DN7509_c0_g1_i11 1525 1
TRINITY_DN75111_c0_g1_i9 433 12
TRINITY_DN7512_c0_g1_i10 700 3
TRINITY_DN7518_c0_g2_i5 850 8
TRINITY_DN751_c0_g1_i13 1120 73
TRINITY_DN7523_c0_g1_i2 346 12
TRINITY_DN7526_c0_g1_i5 2809 4
TRINITY_DN75281_c0_g1_i6 343 9
TRINITY_DN752_c0_g1_i6 5152 18
TRINITY_DN7533_c0_g4_i1 532 1
TRINITY_DN7534_c0_g1_i7 970 1
TRINITY_DN7536_c0_g1_i1 1366 5
TRINITY_DN75378_c0_g3_i1 1969 1
TRINITY_DN75419_c0_g2_i8 475 6
TRINITY_DN7541_c0_g1_i4 1495 7
TRINITY_DN75432_c0_g1_i2 379 5
TRINITY_DN75452_c0_g1_i1 337 7
TRINITY_DN7552_c0_g1_i8 1645 7
TRINITY_DN75580_c0_g4_i1 307 4
TRINITY_DN7559_c0_g2_i8 415 12
TRINITY_DN755_c0_g2_i4 787 5
TRINITY_DN75609_c0_g1_i1 298 3
TRINITY_DN7565_c0_g1_i7 1585 66
TRINITY_DN756_c0_g1_i7 1327 11
TRINITY_DN7571_c0_g2_i13 745 1
TRINITY_DN7572_c0_g1_i3 469 3
TRINITY_DN7576_c0_g1_i3 2740 18
TRINITY_DN75773_c0_g1_i8 466 1
TRINITY_DN7578_c0_g1_i7 2314 3
TRINITY_DN7578_c0_g2_i5 2308 1
TRINITY_DN757_c0_g1_i3 391 5
TRINITY_DN75807_c0_g1_i6 1159 6
TRINITY_DN7582_c0_g1_i2 937 3
TRINITY_DN7582_c2_g1_i1 2338 1
TRINITY_DN7586_c0_g1_i2 907 20
TRINITY_DN75876_c0_g1_i2 346 1
TRINITY_DN75882_c0_g1_i1 394 7
TRINITY_DN75892_c0_g1_i1 349 4
TRINITY_DN7589_c0_g1_i6 454 25
TRINITY_DN758_c0_g1_i9 1597 3
TRINITY_DN758_c1_g1_i1 910 1
TRINITY_DN7592_c1_g1_i2 550 1
TRINITY_DN7592_c1_g2_i4 457 1
TRINITY_DN75945_c1_g1_i1 364 6
TRINITY_DN7594_c0_g1_i7 1516 3
TRINITY_DN7594_c0_g2_i3 2392 6
TRINITY_DN75965_c0_g1_i7 655 5
TRINITY_DN75989_c1_g2_i1 874 2
TRINITY_DN759_c0_g1_i1 2956 2
TRINITY_DN75_c0_g1_i16 2437 6
TRINITY_DN76042_c0_g1_i1 400 3
TRINITY_DN7607_c0_g2_i11 1486 15
TRINITY_DN76115_c0_g1_i1 478 1
TRINITY_DN7612_c0_g1_i20 454 1
TRINITY_DN76130_c0_g2_i1 1033 1
TRINITY_DN7614_c0_g1_i5 3109 2
TRINITY_DN7616_c0_g1_i7 616 21
TRINITY_DN7618_c0_g2_i1 2065 2
TRINITY_DN7619_c0_g1_i6 1990 8
TRINITY_DN761_c0_g1_i4 1189 5
TRINITY_DN761_c0_g2_i6 823 1
TRINITY_DN761_c1_g1_i2 2413 2
TRINITY_DN761_c6_g1_i2 1066 1
TRINITY_DN761_c9_g1_i2 322 11
TRINITY_DN76215_c0_g1_i6 601 23
TRINITY_DN76225_c0_g1_i1 298 12
TRINITY_DN76226_c0_g1_i4 406 9
TRINITY_DN7627_c0_g1_i3 2362 26
TRINITY_DN762_c0_g1_i1 1579 2
TRINITY_DN76319_c0_g2_i1 1411 2
TRINITY_DN76337_c0_g2_i1 337 14
TRINITY_DN7633_c0_g1_i5 2722 1
TRINITY_DN76352_c0_g1_i2 544 3
TRINITY_DN7639_c0_g1_i10 3430 11
TRINITY_DN763_c0_g1_i11 1939 59
TRINITY_DN7640_c0_g4_i1 370 4
TRINITY_DN7641_c0_g1_i6 4378 71
TRINITY_DN76450_c0_g1_i4 850 2
TRINITY_DN76473_c0_g1_i1 301 9
TRINITY_DN764_c0_g1_i5 1168 1
TRINITY_DN76519_c0_g1_i2 1348 2
TRINITY_DN76555_c0_g1_i3 340 10
TRINITY_DN7655_c0_g1_i8 580 1
TRINITY_DN76595_c0_g1_i2 337 10
