transcript_BRO_F len_BRO_F n_var_BRO_F
TRINITY_DN572_c2_g1_i12 2134 27
TRINITY_DN57305_c0_g1_i5 373 4
TRINITY_DN57335_c0_g1_i1 433 13
TRINITY_DN57358_c0_g2_i1 1276 3
TRINITY_DN5735_c0_g1_i2 307 11
TRINITY_DN5738_c0_g1_i6 1417 21
TRINITY_DN573_c1_g1_i6 1624 0
TRINITY_DN5741_c0_g1_i11 1738 26
TRINITY_DN5743_c1_g1_i8 319 5
TRINITY_DN5744_c0_g1_i6 361 10
TRINITY_DN57459_c0_g1_i1 403 0
TRINITY_DN57472_c0_g4_i1 1060 0
TRINITY_DN5749_c1_g4_i1 322 0
TRINITY_DN574_c0_g1_i15 892 18
TRINITY_DN5750_c1_g1_i1 859 0
TRINITY_DN57530_c0_g1_i1 403 0
TRINITY_DN576_c0_g2_i8 1375 1
TRINITY_DN57717_c0_g1_i1 457 20
TRINITY_DN5776_c0_g1_i19 904 17
TRINITY_DN57770_c0_g1_i9 898 0
TRINITY_DN5777_c0_g1_i18 7264 0
TRINITY_DN577_c1_g1_i3 1447 0
TRINITY_DN57814_c0_g1_i2 343 9
TRINITY_DN5784_c1_g1_i12 805 22
TRINITY_DN57851_c0_g1_i1 649 2
TRINITY_DN5788_c0_g1_i1 415 0
TRINITY_DN578_c0_g5_i2 1507 0
TRINITY_DN57958_c0_g2_i3 685 1
TRINITY_DN57981_c0_g1_i4 391 7
TRINITY_DN57_c0_g1_i8 562 4
TRINITY_DN5804_c2_g1_i7 1810 15
TRINITY_DN58089_c0_g1_i2 310 8
TRINITY_DN581_c0_g1_i10 451 14
TRINITY_DN58202_c0_g1_i1 1408 0
TRINITY_DN58327_c0_g1_i14 844 4
TRINITY_DN58339_c0_g1_i2 325 0
TRINITY_DN58340_c0_g1_i1 1375 0
TRINITY_DN5836_c0_g1_i7 2629 73
TRINITY_DN583_c0_g1_i10 1900 16
TRINITY_DN5843_c0_g1_i1 2101 1
TRINITY_DN5845_c0_g2_i2 535 12
TRINITY_DN5846_c0_g1_i12 553 1
TRINITY_DN5847_c0_g2_i9 1390 0
TRINITY_DN58521_c0_g1_i2 985 0
TRINITY_DN58544_c0_g3_i1 4477 0
TRINITY_DN58544_c2_g1_i1 346 0
TRINITY_DN5854_c0_g1_i9 847 6
TRINITY_DN58555_c0_g1_i1 349 8
TRINITY_DN5855_c0_g1_i6 388 9
TRINITY_DN5855_c1_g1_i1 301 0
TRINITY_DN5859_c0_g1_i2 1954 15
TRINITY_DN5864_c1_g1_i1 1195 1
TRINITY_DN5869_c0_g1_i8 568 26
TRINITY_DN5870_c0_g1_i3 373 0
TRINITY_DN5871_c0_g1_i9 529 7
TRINITY_DN5874_c0_g1_i9 454 0
TRINITY_DN5875_c0_g1_i3 1114 18
TRINITY_DN58769_c0_g2_i1 754 0
TRINITY_DN587_c2_g1_i1 1153 0
TRINITY_DN58803_c2_g1_i1 304 5
TRINITY_DN58844_c0_g1_i3 328 10
TRINITY_DN5888_c1_g1_i7 1777 85
TRINITY_DN588_c3_g1_i3 2311 19
TRINITY_DN58901_c0_g1_i4 367 12
TRINITY_DN5890_c1_g1_i3 562 0
TRINITY_DN5890_c2_g1_i2 868 0
TRINITY_DN58912_c1_g1_i4 1417 0
TRINITY_DN5895_c0_g1_i5 1972 0
TRINITY_DN589_c1_g1_i2 1060 0
TRINITY_DN58_c0_g1_i1 418 1
TRINITY_DN5906_c0_g1_i15 3229 0
TRINITY_DN5908_c0_g2_i2 943 0
TRINITY_DN5909_c0_g1_i4 808 39
TRINITY_DN5909_c2_g1_i3 2515 1
TRINITY_DN5909_c2_g2_i2 2515 2
TRINITY_DN5910_c0_g1_i12 1321 28
TRINITY_DN5912_c1_g2_i1 3091 13
TRINITY_DN59159_c0_g1_i1 625 20
TRINITY_DN59181_c0_g1_i5 421 3
TRINITY_DN5926_c0_g1_i5 835 40
TRINITY_DN592_c0_g1_i3 2647 8
TRINITY_DN5931_c0_g1_i3 7234 13
TRINITY_DN59332_c0_g1_i13 877 2
TRINITY_DN59351_c1_g1_i3 1237 25
TRINITY_DN5937_c1_g1_i3 2563 1
TRINITY_DN59390_c0_g1_i7 352 0
TRINITY_DN593_c0_g1_i1 5572 153
TRINITY_DN5940_c1_g1_i3 2269 20
TRINITY_DN5940_c1_g2_i5 3094 25
TRINITY_DN5946_c0_g3_i1 427 9
TRINITY_DN5946_c0_g4_i3 331 1
TRINITY_DN5952_c0_g1_i6 763 11
TRINITY_DN59596_c0_g1_i3 343 0
TRINITY_DN59628_c0_g2_i1 325 0
TRINITY_DN5966_c0_g1_i24 3055 0
TRINITY_DN59688_c0_g1_i2 397 8
TRINITY_DN59700_c5_g1_i5 301 9
TRINITY_DN59870_c0_g4_i1 601 0
TRINITY_DN59903_c0_g1_i1 349 5
TRINITY_DN5991_c0_g2_i2 334 0
TRINITY_DN59989_c0_g2_i1 346 0
TRINITY_DN59992_c0_g1_i2 391 14
TRINITY_DN59995_c0_g1_i1 646 0
TRINITY_DN60006_c0_g1_i5 415 0
TRINITY_DN6010_c0_g1_i6 391 0
TRINITY_DN6010_c1_g1_i2 463 5
TRINITY_DN6011_c0_g1_i4 1921 37
TRINITY_DN60142_c0_g1_i2 334 0
TRINITY_DN6014_c0_g2_i1 349 1
TRINITY_DN601_c3_g1_i1 2338 0
TRINITY_DN6029_c0_g1_i3 1732 9
TRINITY_DN60304_c0_g1_i2 319 10
TRINITY_DN60328_c1_g2_i1 427 3
TRINITY_DN6033_c0_g1_i17 1756 72
TRINITY_DN6033_c0_g2_i1 433 4
TRINITY_DN6033_c2_g1_i3 496 16
TRINITY_DN60345_c0_g2_i2 478 0
TRINITY_DN603_c2_g1_i10 1030 42
TRINITY_DN60423_c0_g1_i5 361 1
TRINITY_DN6042_c0_g1_i14 631 4
TRINITY_DN6046_c0_g1_i1 562 16
TRINITY_DN60473_c0_g1_i7 511 0
TRINITY_DN604_c0_g2_i4 865 24
TRINITY_DN604_c1_g1_i2 2059 0
TRINITY_DN6052_c0_g1_i16 598 16
TRINITY_DN6058_c0_g1_i4 1522 33
TRINITY_DN60636_c0_g2_i2 3628 1
TRINITY_DN6067_c2_g1_i9 1576 6
TRINITY_DN60688_c0_g1_i1 943 3
TRINITY_DN60738_c0_g1_i2 436 11
TRINITY_DN60756_c0_g1_i1 967 0
TRINITY_DN6079_c0_g2_i8 424 3
TRINITY_DN60897_c0_g1_i1 343 0
TRINITY_DN608_c5_g1_i1 1333 0
TRINITY_DN60905_c1_g1_i3 418 3
TRINITY_DN6090_c0_g1_i5 1009 26
TRINITY_DN60915_c0_g1_i1 451 1
TRINITY_DN6093_c0_g1_i1 1513 1
TRINITY_DN60941_c0_g2_i6 409 6
TRINITY_DN60950_c2_g1_i1 304 0
TRINITY_DN60953_c0_g3_i3 307 0
TRINITY_DN60_c1_g2_i26 2122 4
TRINITY_DN61016_c0_g1_i1 358 9
TRINITY_DN61099_c0_g1_i4 433 2
TRINITY_DN6117_c0_g1_i11 1870 61
TRINITY_DN6117_c0_g2_i1 607 5
TRINITY_DN611_c0_g2_i1 352 0
TRINITY_DN6125_c0_g2_i2 706 1
TRINITY_DN61312_c0_g1_i1 325 0
TRINITY_DN6133_c0_g1_i8 1219 0
TRINITY_DN6137_c0_g3_i1 943 0
TRINITY_DN6140_c0_g1_i13 757 1
TRINITY_DN61413_c0_g2_i4 1531 1
TRINITY_DN6142_c0_g1_i17 826 31
TRINITY_DN6145_c0_g1_i4 397 6
TRINITY_DN6148_c0_g4_i1 1831 0
TRINITY_DN61532_c0_g2_i1 322 0
TRINITY_DN615_c0_g1_i2 406 0
TRINITY_DN61636_c0_g1_i2 370 13
TRINITY_DN61654_c0_g1_i1 448 3
TRINITY_DN61662_c0_g2_i13 388 0
TRINITY_DN6169_c0_g1_i11 706 21
TRINITY_DN616_c0_g1_i6 1474 2
TRINITY_DN61708_c0_g1_i1 442 16
TRINITY_DN6172_c0_g1_i8 3655 0
TRINITY_DN6173_c0_g1_i1 451 7
TRINITY_DN6177_c0_g1_i10 1084 6
TRINITY_DN61792_c0_g1_i1 553 16
TRINITY_DN6184_c0_g1_i2 1207 40
TRINITY_DN6188_c0_g1_i4 1312 24
TRINITY_DN618_c0_g1_i5 2392 55
TRINITY_DN618_c0_g2_i8 1033 7
TRINITY_DN6192_c0_g1_i7 481 0
TRINITY_DN6192_c1_g1_i1 1498 1
TRINITY_DN6196_c0_g1_i14 826 1
TRINITY_DN61988_c0_g1_i2 1513 0
TRINITY_DN61991_c0_g1_i2 418 0
TRINITY_DN6201_c0_g1_i4 787 0
TRINITY_DN62057_c0_g1_i2 1216 0
TRINITY_DN62073_c0_g1_i7 424 0
TRINITY_DN6207_c0_g1_i1 325 0
TRINITY_DN62161_c0_g5_i2 373 13
TRINITY_DN6216_c0_g1_i6 466 4
TRINITY_DN6217_c0_g1_i12 313 4
TRINITY_DN62255_c0_g2_i1 358 6
TRINITY_DN62259_c0_g1_i4 334 13
TRINITY_DN6225_c1_g1_i9 1204 2
TRINITY_DN6225_c3_g1_i14 448 2
TRINITY_DN6225_c5_g1_i1 514 8
TRINITY_DN6228_c0_g3_i3 1633 0
TRINITY_DN6228_c3_g1_i3 2134 0
TRINITY_DN62308_c0_g1_i3 385 9
TRINITY_DN62361_c0_g1_i1 379 0
TRINITY_DN62367_c0_g1_i12 349 0
TRINITY_DN6236_c0_g1_i2 1573 29
TRINITY_DN62376_c0_g1_i3 1036 7
TRINITY_DN62391_c0_g1_i1 379 0
TRINITY_DN62406_c0_g1_i1 334 9
TRINITY_DN6244_c0_g1_i9 394 1
TRINITY_DN6245_c0_g1_i5 904 39
TRINITY_DN6251_c0_g1_i1 643 0
TRINITY_DN6252_c0_g1_i4 772 32
TRINITY_DN6259_c0_g2_i2 310 7
TRINITY_DN62676_c0_g1_i1 304 6
TRINITY_DN6268_c0_g1_i10 307 2
TRINITY_DN62706_c0_g1_i1 337 7
TRINITY_DN6272_c2_g1_i3 565 16
TRINITY_DN6273_c3_g1_i1 1075 19
TRINITY_DN62747_c0_g1_i6 967 6
TRINITY_DN6274_c0_g1_i7 547 0
TRINITY_DN62770_c0_g2_i1 331 0
TRINITY_DN62771_c0_g1_i1 406 0
TRINITY_DN62778_c0_g5_i1 466 0
TRINITY_DN627_c1_g1_i8 694 8
TRINITY_DN627_c2_g2_i1 901 1
TRINITY_DN627_c4_g1_i4 1498 33
TRINITY_DN62829_c0_g1_i4 748 10
TRINITY_DN6288_c0_g1_i14 1342 11
TRINITY_DN6289_c0_g2_i1 337 0
TRINITY_DN62911_c0_g1_i1 472 13
TRINITY_DN6291_c0_g1_i1 967 13
TRINITY_DN6295_c0_g1_i7 1093 11
TRINITY_DN62988_c0_g2_i2 322 0
TRINITY_DN62996_c0_g2_i5 550 1
TRINITY_DN6302_c3_g1_i5 553 4
TRINITY_DN63038_c0_g1_i6 436 0
TRINITY_DN6303_c0_g1_i4 1300 2
TRINITY_DN6306_c1_g1_i6 790 1
TRINITY_DN63080_c0_g1_i1 355 5
TRINITY_DN6308_c1_g1_i2 1597 1
TRINITY_DN6310_c1_g1_i6 727 25
TRINITY_DN6323_c0_g1_i18 2986 51
TRINITY_DN632_c4_g2_i2 871 4
TRINITY_DN6331_c0_g1_i2 418 5
TRINITY_DN63330_c0_g1_i1 526 0
TRINITY_DN6338_c0_g1_i6 406 15
TRINITY_DN6339_c0_g1_i3 1759 1
TRINITY_DN63425_c0_g1_i4 403 0
TRINITY_DN6342_c0_g1_i5 1060 0
TRINITY_DN6344_c1_g1_i2 529 0
TRINITY_DN6345_c0_g1_i4 2170 69
TRINITY_DN63483_c0_g1_i1 418 0
TRINITY_DN6349_c0_g1_i9 3064 2
TRINITY_DN63503_c5_g1_i1 817 1
TRINITY_DN6359_c0_g1_i1 352 8
TRINITY_DN6360_c0_g1_i5 1213 0
TRINITY_DN6360_c1_g1_i2 1687 37
TRINITY_DN6362_c2_g1_i3 1579 32
TRINITY_DN6363_c0_g1_i13 826 12
TRINITY_DN6363_c0_g2_i2 397 0
TRINITY_DN6371_c0_g1_i6 343 1
TRINITY_DN6374_c0_g1_i5 847 29
TRINITY_DN6381_c0_g1_i7 436 1
TRINITY_DN6383_c0_g1_i2 1381 65
TRINITY_DN6386_c0_g1_i3 862 3
TRINITY_DN6386_c0_g2_i2 859 3
TRINITY_DN6387_c0_g1_i2 2179 3
TRINITY_DN63945_c0_g1_i5 481 0
TRINITY_DN63959_c0_g1_i5 364 7
TRINITY_DN6396_c0_g1_i19 586 9
TRINITY_DN6399_c0_g2_i4 835 0
TRINITY_DN639_c0_g1_i1 937 1
TRINITY_DN639_c0_g3_i1 871 0
TRINITY_DN639_c2_g1_i6 478 1
TRINITY_DN63_c0_g2_i1 967 2
TRINITY_DN6401_c0_g1_i8 385 3
TRINITY_DN64082_c0_g1_i5 403 20
TRINITY_DN6408_c2_g2_i3 364 1
TRINITY_DN640_c0_g1_i8 6070 0
TRINITY_DN6411_c0_g1_i3 4024 49
TRINITY_DN64132_c0_g2_i1 2488 0
TRINITY_DN6413_c0_g1_i7 448 5
TRINITY_DN64146_c0_g2_i8 715 0
TRINITY_DN6414_c0_g1_i2 451 13
TRINITY_DN6418_c0_g1_i3 1384 0
TRINITY_DN6419_c0_g1_i1 1117 0
TRINITY_DN641_c3_g1_i7 1594 0
TRINITY_DN64205_c0_g1_i4 445 0
TRINITY_DN6422_c0_g1_i12 898 8
TRINITY_DN64288_c0_g1_i2 370 11
TRINITY_DN6429_c0_g1_i5 349 0
TRINITY_DN6429_c1_g1_i7 2911 0
TRINITY_DN6430_c0_g1_i1 439 11
TRINITY_DN6430_c1_g1_i1 334 7
TRINITY_DN6436_c0_g1_i4 730 11
TRINITY_DN6441_c0_g2_i4 562 16
TRINITY_DN6447_c0_g1_i3 1174 23
TRINITY_DN6449_c1_g1_i14 427 7
TRINITY_DN644_c1_g2_i1 3835 44
TRINITY_DN6450_c0_g1_i4 316 10
TRINITY_DN6453_c0_g2_i1 508 1
TRINITY_DN64589_c0_g1_i3 901 0
TRINITY_DN6458_c0_g1_i2 3202 0
TRINITY_DN64604_c0_g1_i4 505 0
TRINITY_DN64632_c0_g1_i5 1084 4
TRINITY_DN64644_c0_g1_i1 382 9
TRINITY_DN64657_c0_g1_i3 427 0
TRINITY_DN64673_c0_g1_i1 343 4
TRINITY_DN64673_c1_g1_i1 445 16
TRINITY_DN64676_c1_g1_i1 937 11
TRINITY_DN6467_c0_g1_i8 2179 15
TRINITY_DN6468_c0_g1_i9 1192 5
TRINITY_DN64743_c0_g2_i1 322 2
TRINITY_DN6474_c0_g1_i7 787 0
TRINITY_DN64781_c0_g1_i1 448 0
TRINITY_DN647_c0_g1_i14 1372 38
TRINITY_DN64830_c0_g1_i4 952 15
TRINITY_DN6487_c0_g1_i3 3505 29
TRINITY_DN6487_c1_g1_i5 445 0
TRINITY_DN6487_c1_g2_i3 673 0
TRINITY_DN648_c15_g1_i1 727 0
TRINITY_DN648_c1_g1_i2 1702 18
TRINITY_DN6499_c0_g1_i6 595 15
TRINITY_DN65000_c0_g1_i1 316 0
TRINITY_DN65000_c1_g1_i2 502 15
TRINITY_DN65058_c0_g1_i2 553 0
TRINITY_DN65102_c0_g1_i3 436 8
TRINITY_DN65105_c0_g3_i3 391 3
TRINITY_DN6514_c0_g3_i1 358 1
TRINITY_DN65160_c0_g1_i9 589 2
TRINITY_DN65179_c0_g1_i15 1318 0
TRINITY_DN6518_c0_g1_i1 1927 0
TRINITY_DN6518_c0_g3_i2 1066 12
TRINITY_DN65199_c0_g1_i4 370 7
TRINITY_DN6523_c0_g1_i3 1183 56
TRINITY_DN65243_c0_g1_i5 301 8
TRINITY_DN6526_c0_g2_i10 868 0
TRINITY_DN65291_c0_g1_i4 526 3
TRINITY_DN6529_c0_g1_i3 2293 6
TRINITY_DN652_c0_g1_i2 1516 0
TRINITY_DN6533_c0_g1_i6 760 0
TRINITY_DN65356_c0_g1_i2 484 18
TRINITY_DN6539_c0_g1_i6 535 0
TRINITY_DN653_c5_g1_i4 358 4
TRINITY_DN6544_c0_g1_i2 418 3
TRINITY_DN6545_c0_g1_i7 724 11
TRINITY_DN654_c0_g1_i3 805 0
TRINITY_DN65595_c0_g1_i2 499 0
TRINITY_DN65606_c0_g1_i4 376 0
TRINITY_DN65715_c0_g1_i2 385 12
TRINITY_DN6575_c0_g4_i3 664 5
TRINITY_DN6576_c0_g1_i3 982 44
TRINITY_DN6584_c0_g1_i4 574 18
TRINITY_DN65873_c0_g1_i5 415 0
TRINITY_DN6587_c0_g1_i3 652 21
TRINITY_DN65917_c0_g1_i1 1111 17
TRINITY_DN6592_c0_g2_i6 616 3
TRINITY_DN6594_c1_g2_i3 988 0
TRINITY_DN65984_c0_g2_i1 403 0
TRINITY_DN6598_c0_g1_i1 394 3
TRINITY_DN6599_c0_g1_i5 604 14
TRINITY_DN66027_c0_g2_i2 517 21
TRINITY_DN660_c0_g1_i17 1270 37
TRINITY_DN66132_c0_g2_i1 406 0
TRINITY_DN66165_c0_g1_i4 1831 0
TRINITY_DN6616_c0_g1_i2 724 23
TRINITY_DN661_c0_g2_i2 1936 32
TRINITY_DN661_c0_g3_i7 2536 1
TRINITY_DN6620_c0_g1_i6 2767 68
TRINITY_DN6621_c1_g1_i5 1249 54
TRINITY_DN66229_c0_g1_i1 343 0
TRINITY_DN6635_c0_g1_i12 1324 13
TRINITY_DN6638_c3_g1_i6 4072 42
TRINITY_DN6639_c0_g2_i8 1300 0
TRINITY_DN663_c0_g1_i2 856 0
TRINITY_DN66418_c0_g3_i1 388 0
TRINITY_DN66425_c0_g1_i3 679 0
TRINITY_DN66474_c0_g1_i4 454 10
TRINITY_DN6649_c0_g2_i3 319 0
TRINITY_DN664_c0_g1_i11 415 13
TRINITY_DN6650_c0_g1_i23 2791 0
TRINITY_DN6657_c0_g1_i3 505 5
TRINITY_DN665_c0_g1_i2 343 0
TRINITY_DN66622_c0_g1_i1 349 10
TRINITY_DN66690_c0_g1_i4 1399 1
TRINITY_DN6669_c0_g1_i5 676 0
TRINITY_DN66702_c0_g1_i3 340 0
TRINITY_DN6670_c0_g2_i2 1159 0
TRINITY_DN66712_c0_g2_i4 5257 6
TRINITY_DN66733_c0_g1_i4 313 11
TRINITY_DN6673_c0_g4_i2 835 1
TRINITY_DN6674_c0_g1_i2 1981 4
TRINITY_DN66774_c0_g1_i1 379 13
TRINITY_DN6678_c1_g1_i6 1612 0
TRINITY_DN6679_c0_g1_i7 805 20
TRINITY_DN6684_c0_g2_i5 1621 0
TRINITY_DN6686_c0_g1_i2 1867 15
TRINITY_DN668_c0_g1_i3 841 4
TRINITY_DN669_c0_g2_i1 9724 0
TRINITY_DN669_c3_g2_i1 1228 1
TRINITY_DN67002_c0_g1_i1 346 2
TRINITY_DN67015_c0_g1_i1 355 0
TRINITY_DN6701_c0_g1_i3 1327 0
TRINITY_DN6704_c0_g1_i6 7348 4
TRINITY_DN67098_c0_g2_i1 688 0
TRINITY_DN670_c7_g1_i2 4375 0
TRINITY_DN6716_c3_g1_i2 319 6
TRINITY_DN67171_c0_g1_i1 589 0
TRINITY_DN6718_c0_g1_i15 751 10
TRINITY_DN6719_c0_g1_i16 616 30
TRINITY_DN671_c1_g1_i2 1600 50
TRINITY_DN67244_c0_g1_i2 394 0
TRINITY_DN67272_c1_g2_i1 307 5
TRINITY_DN67298_c0_g7_i1 1606 1
TRINITY_DN672_c0_g1_i10 2365 3
TRINITY_DN672_c2_g1_i7 469 7
TRINITY_DN672_c3_g1_i1 427 7
TRINITY_DN67320_c2_g1_i1 652 10
TRINITY_DN67322_c0_g2_i1 778 0
TRINITY_DN6737_c0_g1_i3 397 1
TRINITY_DN673_c1_g1_i4 850 20
TRINITY_DN673_c4_g1_i2 1507 57
TRINITY_DN674_c1_g1_i8 445 2
TRINITY_DN6750_c0_g5_i1 304 0
TRINITY_DN67624_c0_g1_i1 457 9
TRINITY_DN67639_c0_g1_i1 1828 0
TRINITY_DN6763_c0_g1_i6 646 22
TRINITY_DN676_c1_g1_i2 349 7
TRINITY_DN67705_c0_g1_i4 379 13
TRINITY_DN67786_c0_g1_i1 565 0
TRINITY_DN67804_c0_g1_i1 319 7
TRINITY_DN6782_c1_g2_i1 2050 0
TRINITY_DN67857_c1_g1_i1 328 11
TRINITY_DN6791_c0_g1_i4 361 4
TRINITY_DN67940_c0_g1_i5 481 16
TRINITY_DN6796_c1_g2_i1 2266 2
TRINITY_DN679_c1_g1_i4 553 0
TRINITY_DN67_c0_g1_i7 1144 27
TRINITY_DN6801_c1_g1_i17 346 1
TRINITY_DN6803_c0_g1_i4 580 26
TRINITY_DN6804_c2_g1_i1 334 0
TRINITY_DN68073_c0_g1_i1 724 0
TRINITY_DN68076_c1_g1_i2 1063 0
TRINITY_DN68135_c1_g1_i2 577 0
TRINITY_DN68157_c0_g2_i1 1678 0
TRINITY_DN6817_c0_g1_i4 805 0
TRINITY_DN68186_c0_g1_i1 409 1
TRINITY_DN681_c1_g2_i1 1183 0
TRINITY_DN68292_c0_g1_i6 403 19
TRINITY_DN6830_c0_g1_i10 817 0
TRINITY_DN68322_c0_g1_i3 565 0
TRINITY_DN68401_c0_g1_i1 340 0
TRINITY_DN6842_c1_g1_i1 526 8
TRINITY_DN68436_c0_g1_i1 1249 0
TRINITY_DN6845_c0_g1_i4 1912 40
TRINITY_DN68464_c0_g1_i1 322 1
TRINITY_DN68486_c0_g1_i3 355 0
TRINITY_DN684_c0_g1_i1 2431 5
TRINITY_DN68520_c0_g1_i2 358 12
TRINITY_DN68523_c0_g2_i2 541 0
TRINITY_DN68523_c0_g3_i1 730 0
TRINITY_DN68529_c3_g1_i1 307 2
TRINITY_DN68560_c0_g4_i1 877 0
TRINITY_DN6856_c0_g1_i4 2818 0
TRINITY_DN685_c0_g1_i9 367 11
TRINITY_DN68624_c0_g1_i5 673 13
TRINITY_DN6862_c0_g1_i1 640 6
TRINITY_DN68638_c0_g1_i3 331 0
TRINITY_DN68657_c0_g1_i5 2125 0
TRINITY_DN68681_c0_g1_i1 451 7
TRINITY_DN6869_c0_g1_i4 4045 12
TRINITY_DN6872_c0_g1_i1 778 0
TRINITY_DN6876_c0_g1_i1 319 0
TRINITY_DN68793_c0_g2_i3 496 3
TRINITY_DN687_c0_g1_i4 1810 10
TRINITY_DN688_c0_g1_i14 1240 1
TRINITY_DN688_c0_g2_i2 712 0
TRINITY_DN6891_c0_g2_i1 511 5
TRINITY_DN6894_c0_g1_i4 709 0
TRINITY_DN68_c0_g2_i3 472 1
TRINITY_DN69012_c0_g2_i5 442 0
TRINITY_DN6901_c0_g1_i6 589 9
TRINITY_DN6906_c0_g1_i5 1213 1
TRINITY_DN6908_c0_g1_i9 913 0
TRINITY_DN690_c0_g2_i4 652 0
TRINITY_DN69141_c0_g1_i3 1072 23
TRINITY_DN69158_c0_g1_i7 1324 0
TRINITY_DN6918_c0_g1_i8 424 2
TRINITY_DN6924_c1_g1_i6 964 0
TRINITY_DN6927_c1_g1_i2 313 4
TRINITY_DN69299_c0_g1_i2 412 1
TRINITY_DN6929_c0_g1_i8 808 9
TRINITY_DN6930_c0_g1_i14 394 16
TRINITY_DN69339_c0_g3_i2 655 3
TRINITY_DN69366_c0_g1_i5 511 0
TRINITY_DN69369_c0_g2_i1 418 0
TRINITY_DN69391_c1_g1_i1 421 0
TRINITY_DN693_c0_g1_i15 439 0
TRINITY_DN6942_c0_g1_i6 502 0
TRINITY_DN69487_c0_g1_i5 586 11
TRINITY_DN69491_c0_g3_i1 7150 0
TRINITY_DN694_c0_g1_i8 1807 0
TRINITY_DN69512_c0_g1_i17 1117 0
TRINITY_DN695_c0_g1_i9 394 7
TRINITY_DN69625_c0_g1_i6 1153 9
TRINITY_DN6962_c0_g1_i6 373 19
TRINITY_DN696_c0_g1_i9 2476 39
TRINITY_DN6970_c0_g1_i12 562 19
TRINITY_DN6978_c0_g2_i8 445 2
TRINITY_DN697_c2_g2_i1 469 12
TRINITY_DN69805_c0_g1_i1 430 9
TRINITY_DN69821_c1_g1_i3 451 0
TRINITY_DN69844_c0_g1_i2 316 0
TRINITY_DN6984_c0_g1_i6 556 2
TRINITY_DN6987_c0_g1_i1 700 0
TRINITY_DN69885_c0_g3_i1 520 6
TRINITY_DN6988_c0_g1_i12 1123 28
TRINITY_DN69920_c0_g2_i2 334 17
TRINITY_DN6993_c0_g1_i9 319 0
TRINITY_DN6996_c0_g3_i1 373 2
TRINITY_DN70072_c0_g2_i2 298 0
TRINITY_DN70171_c0_g1_i2 1093 3
TRINITY_DN70181_c0_g1_i5 478 19
TRINITY_DN701_c2_g1_i1 565 26
TRINITY_DN701_c5_g1_i2 832 19
TRINITY_DN70207_c0_g1_i4 481 0
TRINITY_DN7021_c0_g2_i7 958 42
TRINITY_DN70259_c0_g1_i2 442 0
TRINITY_DN702_c0_g1_i2 2236 1
TRINITY_DN70320_c0_g1_i1 358 0
TRINITY_DN7032_c0_g1_i8 430 18
TRINITY_DN70346_c0_g1_i4 625 24
TRINITY_DN7034_c1_g2_i1 424 0
TRINITY_DN7036_c0_g1_i2 1171 39
TRINITY_DN703_c1_g1_i7 1750 64
TRINITY_DN7050_c1_g1_i6 1282 10
TRINITY_DN7051_c0_g1_i4 853 19
TRINITY_DN70532_c0_g1_i1 535 0
TRINITY_DN7057_c0_g1_i3 457 11
TRINITY_DN7059_c0_g1_i8 1264 13
TRINITY_DN705_c0_g1_i11 2095 2
TRINITY_DN7063_c0_g1_i4 715 26
TRINITY_DN70648_c0_g2_i2 400 0
TRINITY_DN706_c0_g2_i2 1537 3
TRINITY_DN7071_c0_g1_i9 382 10
TRINITY_DN70722_c0_g1_i1 373 0
TRINITY_DN70735_c0_g1_i4 457 16
TRINITY_DN7080_c0_g1_i9 1012 36
TRINITY_DN7087_c0_g2_i2 391 1
TRINITY_DN708_c4_g1_i4 1177 2
TRINITY_DN7090_c0_g2_i2 1234 17
TRINITY_DN70982_c0_g1_i4 313 6
TRINITY_DN7102_c0_g1_i6 526 11
TRINITY_DN7102_c1_g2_i1 325 3
TRINITY_DN7104_c0_g1_i15 904 7
TRINITY_DN7108_c0_g3_i1 748 0
TRINITY_DN7112_c0_g1_i1 427 0
TRINITY_DN71165_c0_g2_i7 673 0
TRINITY_DN7116_c0_g1_i11 457 0
TRINITY_DN7129_c0_g1_i1 556 0
TRINITY_DN7129_c3_g1_i1 727 0
TRINITY_DN713_c2_g1_i4 868 0
TRINITY_DN71405_c0_g1_i1 439 11
TRINITY_DN71422_c0_g1_i2 361 6
TRINITY_DN71447_c0_g1_i1 352 7
TRINITY_DN7147_c0_g1_i9 1060 50
TRINITY_DN71482_c1_g1_i1 316 0
TRINITY_DN7152_c0_g2_i2 1411 1
TRINITY_DN715_c0_g1_i1 325 0
TRINITY_DN715_c0_g2_i1 1573 39
TRINITY_DN715_c0_g3_i7 2131 32
TRINITY_DN71603_c0_g2_i1 1240 28
TRINITY_DN7160_c0_g1_i5 2053 4
TRINITY_DN71619_c0_g1_i4 421 3
TRINITY_DN7161_c0_g1_i6 979 0
TRINITY_DN716_c1_g1_i2 1042 0
TRINITY_DN7176_c0_g1_i3 316 2
TRINITY_DN7176_c0_g2_i1 724 4
TRINITY_DN7179_c0_g1_i1 331 0
TRINITY_DN717_c0_g1_i1 1981 9
TRINITY_DN717_c1_g1_i12 1600 36
TRINITY_DN717_c2_g1_i2 1597 3
TRINITY_DN7185_c0_g1_i12 676 1
TRINITY_DN71868_c0_g1_i2 571 6
TRINITY_DN7187_c0_g1_i2 1042 0
TRINITY_DN71887_c0_g2_i2 934 0
TRINITY_DN71909_c0_g2_i2 301 8
TRINITY_DN71934_c0_g1_i1 409 0
