OG BAT_bs_omega_model BAT_bs_omega_sites BRO_bs_omega_model BRO_bs_omega_sites BGM_bs_omega_model BGM_bs_omega_sites
OG0005641 general 0 general 0 general 0
OG0005642 general 0 general 0 general 0
OG0005643 general 0 general 0 alternative 5
OG0005645 general 0 general 0 general 0
OG0005647 general 0 general 0 alternative 4
OG0005648 alternative 12 general 0 general 0
OG0005649 general 0 general 0 general 0
OG0005650 general 0 general 0 general 0
OG0005651 general 0 general 0 general 0
OG0005652 general 0 general 0 general 0
OG0005653 general 0 general 0 general 0
OG0005654 general 0 general 0 alternative 4
OG0005655 general 0 general 0 general 0
OG0005656 general 0 general 0 general 0
OG0005657 general 0 general 0 general 0
OG0005659 alternative 10 general 0 alternative 0
OG0005660 general 0 general 0 alternative 1
OG0005661 general 0 general 0 general 0
OG0005662 alternative 0 alternative 5 general 0
OG0005665 general 0 general 0 general 0
OG0005666 general 0 general 0 general 0
OG0005667 general 0 general 0 general 0
OG0005669 general 0 alternative 11 general 0
OG0005670 general 0 general 0 general 0
OG0005671 general 0 general 0 general 0
OG0005672 general 0 NA NA general 0
OG0005673 general 0 general 0 general 0
OG0005674 general 0 general 0 general 0
OG0005677 general 0 general 0 general 0
OG0005678 general 0 general 0 general 0
OG0005679 general 0 general 0 general 0
OG0005680 general 0 general 0 general 0
OG0005681 general 0 general 0 general 0
OG0005682 general 0 general 0 general 0
OG0005683 general 0 general 0 general 0
OG0005684 general 0 general 0 general 0
OG0005685 general 0 general 0 general 0
OG0005686 general 0 general 0 general 0
OG0005687 general 0 general 0 alternative 2
OG0005688 general 0 general 0 general 0
OG0005689 general 0 general 0 alternative 1
OG0005690 general 0 general 0 general 0
OG0005691 alternative 10 general 0 general 0
OG0005692 general 0 alternative 15 general 0
OG0005693 general 0 general 0 general 0
OG0005694 general 0 general 0 general 0
OG0005695 general 0 general 0 general 0
OG0005696 general 0 general 0 NA NA
OG0005697 general 0 general 0 general 0
OG0005698 general 0 general 0 general 0
OG0005699 general 0 alternative 3 alternative 0
OG0005700 general 0 general 0 general 0
OG0005701 general 0 general 0 general 0
OG0005702 general 0 general 0 general 0
OG0005703 alternative 1 general 0 general 0
OG0005706 alternative 4 general 0 general 0
OG0005707 general 0 general 0 general 0
OG0005708 general 0 general 0 alternative 1
OG0005710 general 0 general 0 alternative 7
OG0005711 general 0 alternative 6 general 0
OG0005712 general 0 general 0 general 0
OG0005713 alternative 0 general 0 general 0
OG0005714 general 0 alternative 9 general 0
OG0005715 general 0 general 0 general 0
OG0005716 general 0 general 0 general 0
OG0005717 general 0 general 0 general 0
OG0005718 general 0 general 0 general 0
OG0005720 general 0 general 0 alternative 9
OG0005721 general 0 general 0 general 0
OG0005722 general 0 general 0 general 0
OG0005723 general 0 general 0 general 0
OG0005724 general 0 alternative 3 general 0
OG0005725 general 0 general 0 general 0
OG0005726 general 0 general 0 general 0
OG0005727 general 0 general 0 general 0
OG0005728 general 0 general 0 general 0
OG0005729 general 0 general 0 general 0
OG0005730 general 0 general 0 general 0
OG0005731 general 0 general 0 general 0
OG0005732 general 0 general 0 general 0
OG0005733 general 0 general 0 general 0
OG0005734 NA NA general 0 general 0
OG0005735 general 0 general 0 general 0
OG0005736 general 0 general 0 alternative 13
OG0005737 general 0 general 0 general 0
OG0005738 general 0 alternative 22 general 0
OG0005739 general 0 general 0 alternative 0
OG0005740 general 0 general 0 general 0
OG0005741 general 0 alternative 3 general 0
OG0005743 general 0 general 0 general 0
OG0005744 general 0 general 0 general 0
OG0005745 general 0 general 0 general 0
OG0005746 general 0 general 0 general 0
OG0005747 general 0 general 0 general 0
OG0005750 general 0 alternative 4 general 0
OG0005751 general 0 general 0 alternative 13
OG0005752 alternative 17 general 0 alternative 7
OG0005754 NA NA general 0 NA NA
OG0005755 general 0 general 0 general 0
OG0005756 general 0 general 0 general 0
OG0005757 general 0 alternative 2 NA NA
OG0005758 general 0 general 0 general 0
OG0005759 general 0 general 0 general 0
OG0005760 alternative 0 general 0 alternative 1
OG0005761 general 0 alternative 2 general 0
OG0005762 alternative 2 general 0 alternative 3
OG0005763 general 0 general 0 general 0
OG0005764 general 0 alternative 6 general 0
OG0005766 general 0 general 0 general 0
OG0005767 general 0 alternative 27 general 0
OG0005768 general 0 general 0 general 0
OG0005769 general 0 general 0 general 0
OG0005770 general 0 general 0 general 0
OG0005771 general 0 general 0 general 0
OG0005772 general 0 general 0 general 0
OG0005773 general 0 alternative 1 general 0
OG0005774 general 0 alternative 2 general 0
OG0005775 general 0 general 0 general 0
OG0005776 general 0 general 0 general 0
OG0005777 general 0 general 0 general 0
OG0005778 general 0 general 0 general 0
OG0005779 alternative 8 general 0 general 0
OG0005783 general 0 general 0 general 0
OG0005784 general 0 alternative 2 alternative 3
OG0005785 general 0 general 0 general 0
OG0005786 general 0 general 0 general 0
OG0005787 general 0 general 0 general 0
OG0005788 general 0 alternative 23 general 0
OG0005789 general 0 general 0 general 0
OG0005791 general 0 general 0 general 0
OG0005792 general 0 general 0 general 0
OG0005793 general 0 general 0 general 0
OG0005794 general 0 general 0 NA NA
OG0005795 general 0 alternative 0 general 0
OG0005796 general 0 alternative 3 general 0
OG0005797 general 0 general 0 general 0
OG0005798 general 0 general 0 general 0
OG0005799 general 0 general 0 general 0
OG0005800 general 0 general 0 general 0
OG0005801 general 0 general 0 general 0
OG0005802 general 0 general 0 general 0
OG0005803 general 0 general 0 alternative 3
OG0005804 general 0 general 0 general 0
OG0005805 general 0 general 0 general 0
OG0005806 general 0 alternative 0 general 0
OG0005807 general 0 general 0 general 0
OG0005808 general 0 general 0 general 0
OG0005809 general 0 general 0 alternative 7
OG0005810 general 0 general 0 general 0
OG0005811 general 0 general 0 general 0
OG0005812 general 0 general 0 general 0
OG0005814 alternative 7 general 0 general 0
OG0005815 general 0 NA NA general 0
OG0005816 general 0 general 0 general 0
OG0005817 general 0 general 0 alternative 38
OG0005818 general 0 general 0 alternative 9
OG0005820 NA NA general 0 general 0
OG0005821 general 0 alternative 10 alternative 5
OG0005822 general 0 general 0 general 0
OG0005823 general 0 general 0 alternative 0
OG0005824 general 0 general 0 general 0
OG0005825 alternative 1 general 0 general 0
OG0005827 alternative 3 general 0 general 0
OG0005828 general 0 general 0 general 0
OG0005829 general 0 general 0 general 0
OG0005830 general 0 general 0 alternative 6
OG0005831 general 0 general 0 general 0
OG0005832 general 0 general 0 general 0
OG0005833 general 0 general 0 general 0
OG0005835 general 0 general 0 general 0
OG0005837 general 0 general 0 general 0
OG0005838 general 0 general 0 general 0
OG0005839 general 0 general 0 alternative 0
OG0005840 general 0 alternative 5 general 0
OG0005841 general 0 general 0 general 0
OG0005842 general 0 general 0 alternative 1
OG0005845 alternative 13 general 0 general 0
OG0005846 general 0 general 0 general 0
OG0005848 general 0 general 0 general 0
OG0005849 general 0 general 0 alternative 0
OG0005852 general 0 general 0 general 0
OG0005853 general 0 general 0 general 0
OG0005854 general 0 general 0 general 0
OG0005855 general 0 general 0 alternative 10
OG0005856 general 0 general 0 general 0
OG0005857 general 0 alternative 0 general 0
OG0005858 general 0 general 0 general 0
OG0005860 alternative 5 general 0 alternative 0
OG0005861 general 0 general 0 general 0
OG0005862 general 0 general 0 general 0
OG0005863 alternative 1 alternative 0 alternative 10
OG0005864 general 0 general 0 general 0
OG0005865 general 0 general 0 general 0
OG0005866 alternative 0 general 0 general 0
OG0005867 general 0 general 0 general 0
OG0005868 general 0 general 0 general 0
OG0005869 general 0 general 0 general 0
OG0005871 general 0 general 0 general 0
OG0005872 general 0 general 0 general 0
OG0005873 general 0 general 0 general 0
OG0005875 general 0 alternative 5 general 0
OG0005876 general 0 alternative 0 alternative 1
OG0005877 general 0 general 0 general 0
OG0005878 general 0 general 0 general 0
OG0005879 general 0 general 0 general 0
OG0005880 general 0 general 0 general 0
OG0005881 general 0 general 0 general 0
OG0005882 general 0 alternative 0 alternative 0
OG0005883 general 0 alternative 4 general 0
OG0005884 NA NA general 0 general 0
OG0005885 alternative 12 general 0 general 0
OG0005888 general 0 general 0 alternative 12
OG0005889 general 0 general 0 alternative 9
OG0005890 alternative 12 general 0 general 0
OG0005893 general 0 general 0 general 0
OG0005896 general 0 alternative 1 alternative 0
OG0005897 alternative 1 general 0 alternative 11
OG0005898 general 0 general 0 general 0
OG0005899 general 0 general 0 general 0
OG0005901 general 0 general 0 general 0
OG0005902 general 0 general 0 general 0
OG0005903 general 0 general 0 general 0
OG0005904 general 0 general 0 general 0
OG0005905 alternative 2 general 0 alternative 0
OG0005906 general 0 general 0 general 0
OG0005907 general 0 general 0 general 0
OG0005908 general 0 general 0 general 0
OG0005909 general 0 general 0 general 0
OG0005910 general 0 general 0 general 0
OG0005911 general 0 general 0 general 0
OG0005912 general 0 general 0 general 0
OG0005916 general 0 general 0 general 0
OG0005917 general 0 general 0 general 0
OG0005918 general 0 general 0 alternative 6
OG0005919 general 0 general 0 general 0
OG0005921 general 0 general 0 general 0
OG0005923 general 0 general 0 general 0
OG0005924 general 0 general 0 general 0
OG0005925 alternative 1 general 0 general 0
OG0005926 alternative 2 general 0 general 0
OG0005927 general 0 general 0 general 0
OG0005928 general 0 general 0 general 0
OG0005929 general 0 general 0 general 0
OG0005930 general 0 general 0 general 0
OG0005931 general 0 general 0 general 0
OG0005932 general 0 general 0 general 0
OG0005934 general 0 alternative 3 general 0
OG0005935 general 0 general 0 general 0
OG0005936 general 0 general 0 general 0
OG0005937 general 0 NA NA general 0
OG0005938 general 0 general 0 general 0
OG0005939 general 0 general 0 alternative 0
OG0005941 general 0 general 0 general 0
OG0005942 general 0 general 0 general 0
OG0005943 general 0 general 0 alternative 2
OG0005944 NA NA general 0 alternative 9
OG0005945 general 0 general 0 general 0
OG0005946 general 0 general 0 general 0
OG0005947 general 0 general 0 alternative 7
OG0005949 alternative 3 general 0 general 0
OG0005950 general 0 general 0 general 0
OG0005951 general 0 alternative 5 general 0
OG0005952 general 0 general 0 alternative 1
OG0005953 general 0 alternative 1 general 0
OG0005954 general 0 general 0 alternative 2
OG0005955 general 0 general 0 general 0
OG0005957 alternative 0 general 0 general 0
OG0005958 alternative 21 general 0 general 0
OG0005959 general 0 general 0 alternative 5
OG0005960 general 0 general 0 general 0
OG0005961 general 0 general 0 general 0
OG0005962 general 0 general 0 general 0
OG0005963 alternative 0 general 0 general 0
OG0005964 general 0 general 0 general 0
OG0005967 alternative 6 general 0 general 0
OG0005968 general 0 general 0 general 0
OG0005969 general 0 general 0 general 0
OG0005970 general 0 general 0 general 0
OG0005971 general 0 general 0 general 0
OG0005972 general 0 general 0 general 0
OG0005974 general 0 general 0 general 0
OG0005976 alternative 6 general 0 general 0
OG0005977 general 0 general 0 alternative 0
OG0005978 general 0 general 0 general 0
OG0005979 general 0 general 0 general 0
OG0005980 general 0 general 0 alternative 1
OG0005981 general 0 general 0 general 0
OG0005982 general 0 general 0 general 0
OG0005983 general 0 alternative 16 general 0
OG0005984 general 0 general 0 general 0
OG0005985 alternative 3 general 0 general 0
OG0005986 general 0 alternative 0 general 0
OG0005987 general 0 general 0 general 0
OG0005988 general 0 general 0 general 0
OG0005989 general 0 general 0 general 0
OG0005991 alternative 2 alternative 0 general 0
OG0005992 general 0 general 0 general 0
OG0005995 alternative 1 general 0 general 0
OG0005996 alternative 19 alternative 1 general 0
OG0005997 general 0 general 0 general 0
OG0005999 general 0 general 0 general 0
OG0006000 general 0 NA NA general 0
OG0006002 general 0 general 0 general 0
OG0006005 general 0 general 0 general 0
OG0006007 general 0 general 0 general 0
OG0006008 general 0 general 0 general 0
OG0006009 alternative 1 general 0 general 0
OG0006010 general 0 general 0 general 0
OG0006011 alternative 13 general 0 alternative 1
OG0006012 general 0 general 0 general 0
OG0006014 general 0 general 0 general 0
OG0006015 general 0 general 0 general 0
OG0006016 alternative 0 general 0 general 0
OG0006017 general 0 general 0 general 0
OG0006019 general 0 general 0 general 0
OG0006020 general 0 general 0 general 0
OG0006021 alternative 2 general 0 general 0
OG0006022 alternative 4 general 0 general 0
OG0006023 alternative 0 general 0 alternative 0
OG0006024 general 0 general 0 alternative 22
OG0006025 general 0 general 0 general 0
OG0006026 general 0 general 0 general 0
OG0006027 alternative 13 general 0 general 0
OG0006028 alternative 1 general 0 general 0
OG0006029 general 0 general 0 alternative 2
OG0006030 general 0 general 0 alternative 4
OG0006031 general 0 general 0 general 0
OG0006032 alternative 1 general 0 alternative 0
OG0006033 alternative 4 general 0 general 0
OG0006034 general 0 general 0 general 0
OG0006035 general 0 general 0 general 0
OG0006036 general 0 general 0 general 0
OG0006038 general 0 general 0 general 0
OG0006040 general 0 general 0 alternative 9
OG0006042 general 0 alternative 0 alternative 5
OG0006044 alternative 2 general 0 alternative 0
OG0006045 general 0 general 0 alternative 0
OG0006048 general 0 general 0 general 0
OG0006049 alternative 4 general 0 general 0
OG0006051 general 0 general 0 general 0
OG0006052 general 0 general 0 general 0
OG0006053 alternative 3 general 0 general 0
OG0006054 general 0 general 0 general 0
OG0006055 alternative 9 general 0 general 0
OG0006058 alternative 3 general 0 alternative 14
OG0006059 general 0 general 0 general 0
OG0006060 general 0 general 0 alternative 6
OG0006061 general 0 general 0 general 0
OG0006063 alternative 9 general 0 general 0
OG0006064 general 0 general 0 general 0
OG0006065 general 0 general 0 general 0
OG0006066 alternative 0 general 0 general 0
OG0006067 general 0 general 0 general 0
OG0006069 alternative 0 general 0 alternative 0
OG0006070 general 0 alternative 4 general 0
OG0006071 general 0 general 0 general 0
OG0006072 alternative 24 general 0 general 0
OG0006073 general 0 general 0 general 0
OG0006074 general 0 general 0 alternative 4
OG0006075 general 0 alternative 9 general 0
OG0006076 general 0 general 0 general 0
OG0006078 general 0 general 0 general 0
OG0006080 general 0 general 0 general 0
OG0006081 general 0 general 0 general 0
OG0006083 general 0 general 0 general 0
OG0006084 general 0 general 0 general 0
OG0006085 general 0 general 0 general 0
OG0006086 general 0 alternative 0 general 0
OG0006087 general 0 general 0 general 0
OG0006088 general 0 general 0 general 0
OG0006089 alternative 0 general 0 general 0
OG0006091 general 0 general 0 general 0
OG0006092 general 0 alternative 11 general 0
OG0006096 general 0 alternative 0 general 0
OG0006097 general 0 general 0 general 0
OG0006098 general 0 general 0 general 0
OG0006099 alternative 6 general 0 general 0
OG0006100 general 0 general 0 alternative 3
OG0006101 general 0 general 0 general 0
OG0006102 general 0 general 0 general 0
OG0006103 general 0 general 0 general 0
OG0006104 general 0 alternative 0 general 0
OG0006105 general 0 general 0 alternative 5
OG0006106 general 0 general 0 general 0
OG0006109 general 0 alternative 8 general 0
OG0006110 general 0 general 0 general 0
OG0006112 general 0 alternative 1 general 0
OG0006114 general 0 general 0 general 0
OG0006115 alternative 0 general 0 NA NA
OG0006116 general 0 alternative 1 general 0
OG0006117 general 0 general 0 general 0
OG0006120 general 0 general 0 general 0
OG0006121 general 0 general 0 general 0
OG0006122 alternative 23 general 0 general 0
OG0006123 NA NA general 0 general 0
OG0006124 general 0 general 0 alternative 1
OG0006126 alternative 20 alternative 0 general 0
OG0006127 general 0 alternative 1 general 0
OG0006129 NA NA general 0 general 0
OG0006130 alternative 1 general 0 alternative 3
OG0006132 alternative 37 general 0 general 0
OG0006134 general 0 alternative 5 general 0
OG0006135 general 0 general 0 general 0
OG0006136 general 0 alternative 1 general 0
OG0006137 general 0 general 0 alternative 15
OG0006138 alternative 10 general 0 general 0
OG0006139 general 0 general 0 general 0
OG0006140 alternative 9 general 0 general 0
OG0006141 general 0 general 0 general 0
OG0006142 general 0 general 0 general 0
OG0006143 general 0 alternative 5 general 0
OG0006144 alternative 5 general 0 general 0
OG0006147 alternative 9 general 0 general 0
OG0006148 general 0 general 0 general 0
OG0006149 general 0 general 0 general 0
OG0006151 alternative 2 general 0 general 0
OG0006152 alternative 2 general 0 general 0
OG0006154 general 0 general 0 general 0
OG0006155 general 0 general 0 general 0
OG0006156 general 0 general 0 general 0
OG0006159 general 0 alternative 20 alternative 8
OG0006160 general 0 general 0 general 0
OG0006161 alternative 1 general 0 general 0
OG0006162 alternative 3 alternative 7 general 0
OG0006163 alternative 21 general 0 general 0
OG0006164 general 0 general 0 general 0
OG0006165 general 0 general 0 general 0
OG0006166 general 0 general 0 general 0
OG0006167 general 0 general 0 general 0
OG0006169 general 0 general 0 alternative 7
OG0006171 general 0 general 0 general 0
OG0006173 general 0 general 0 alternative 0
OG0006174 general 0 general 0 alternative 0
OG0006175 general 0 general 0 general 0
OG0006176 alternative 57 general 0 general 0
OG0006178 general 0 general 0 general 0
OG0006179 general 0 general 0 general 0
OG0006180 general 0 general 0 general 0
OG0006181 general 0 alternative 92 general 0
OG0006182 alternative 1 general 0 general 0
OG0006183 general 0 general 0 general 0
OG0006184 general 0 general 0 alternative 1
OG0006185 general 0 NA NA general 0
OG0006186 general 0 general 0 general 0
OG0006187 general 0 general 0 alternative 0
OG0006188 general 0 general 0 general 0
OG0006190 general 0 general 0 general 0
OG0006191 alternative 1 alternative 1 alternative 0
OG0006192 general 0 general 0 general 0
OG0006193 general 0 NA NA general 0
OG0006194 general 0 general 0 alternative 5
OG0006195 general 0 alternative 35 alternative 11
OG0006196 general 0 general 0 general 0
OG0006197 general 0 general 0 alternative 2
OG0006198 alternative 9 general 0 general 0
OG0006199 general 0 general 0 general 0
OG0006200 general 0 general 0 alternative 10
OG0006201 alternative 11 general 0 general 0
OG0006202 general 0 alternative 8 general 0
OG0006203 general 0 general 0 general 0
OG0006204 general 0 general 0 general 0
OG0006205 general 0 general 0 general 0
OG0006206 general 0 general 0 general 0
OG0006207 general 0 general 0 general 0
OG0006208 general 0 alternative 2 general 0
OG0006209 alternative 8 general 0 general 0
OG0006210 general 0 general 0 general 0
OG0006211 NA NA general 0 NA NA
OG0006213 general 0 alternative 8 alternative 15
OG0006215 general 0 general 0 general 0
OG0006216 general 0 general 0 alternative 1
OG0006217 general 0 general 0 general 0
OG0006218 general 0 general 0 general 0
OG0006219 general 0 general 0 general 0
OG0006220 general 0 general 0 general 0
OG0006221 general 0 general 0 alternative 1
OG0006227 general 0 general 0 general 0
OG0006228 general 0 general 0 general 0
OG0006229 general 0 general 0 general 0
OG0006230 general 0 general 0 general 0
OG0006231 general 0 general 0 general 0
OG0006233 NA NA general 0 general 0
OG0006234 general 0 general 0 alternative 6
OG0006235 general 0 general 0 alternative 0
OG0006237 alternative 2 NA NA general 0
OG0006238 general 0 general 0 general 0
OG0006239 general 0 general 0 alternative 8
OG0006240 alternative 0 alternative 3 general 0
OG0006241 general 0 general 0 general 0
OG0006242 general 0 general 0 general 0
OG0006243 general 0 alternative 1 general 0
OG0006244 general 0 general 0 general 0
OG0006245 general 0 general 0 general 0
OG0006246 general 0 general 0 general 0
OG0006248 general 0 general 0 general 0
OG0006249 alternative 3 general 0 alternative 1
OG0006250 general 0 general 0 general 0
OG0006251 general 0 general 0 general 0
OG0006253 general 0 general 0 general 0
OG0006254 alternative 2 general 0 alternative 0
OG0006255 general 0 general 0 alternative 24
OG0006257 general 0 general 0 general 0
OG0006258 general 0 general 0 alternative 6
OG0006259 general 0 general 0 alternative 3
OG0006260 general 0 general 0 general 0
OG0006261 alternative 3 general 0 general 0
OG0006262 general 0 general 0 general 0
OG0006263 general 0 general 0 alternative 19
OG0006264 general 0 general 0 general 0
OG0006265 general 0 general 0 general 0
OG0006266 general 0 general 0 general 0
OG0006267 general 0 general 0 general 0
OG0006268 general 0 general 0 general 0
OG0006269 general 0 general 0 general 0
OG0006270 general 0 general 0 general 0
OG0006271 general 0 alternative 2 alternative 0
OG0006272 general 0 alternative 14 alternative 7
OG0006273 general 0 general 0 general 0
OG0006274 general 0 general 0 general 0
OG0006275 alternative 9 alternative 0 general 0
OG0006276 general 0 alternative 0 general 0
OG0006277 alternative 2 general 0 general 0
OG0006278 general 0 general 0 general 0
OG0006279 general 0 general 0 general 0
OG0006281 general 0 general 0 general 0
OG0006282 general 0 general 0 alternative 8
OG0006283 general 0 general 0 general 0
OG0006285 general 0 alternative 12 general 0
OG0006286 general 0 general 0 general 0
OG0006287 general 0 general 0 alternative 8
OG0006288 alternative 0 alternative 14 general 0
OG0006289 general 0 general 0 general 0
OG0006290 general 0 general 0 general 0
OG0006291 general 0 general 0 general 0
OG0006292 general 0 alternative 5 general 0
OG0006293 general 0 general 0 general 0
OG0006294 general 0 general 0 general 0
OG0006295 general 0 general 0 general 0
OG0006296 alternative 0 general 0 alternative 0
OG0006297 general 0 general 0 general 0
OG0006298 general 0 alternative 3 general 0
OG0006299 general 0 general 0 general 0
OG0006300 alternative 12 general 0 alternative 7
OG0006302 general 0 general 0 general 0
OG0006303 general 0 general 0 general 0
OG0006304 general 0 general 0 general 0
OG0006306 general 0 general 0 general 0
OG0006307 general 0 general 0 alternative 5
OG0006308 general 0 general 0 general 0
OG0006309 general 0 general 0 general 0
OG0006310 general 0 general 0 general 0
OG0006311 general 0 general 0 general 0
OG0006313 general 0 alternative 3 general 0
OG0006315 general 0 general 0 general 0
OG0006317 general 0 alternative 9 general 0
OG0006318 general 0 general 0 general 0
OG0006319 general 0 general 0 general 0
OG0006320 general 0 general 0 general 0
OG0006321 general 0 general 0 general 0
OG0006322 general 0 general 0 alternative 1
OG0006323 general 0 general 0 general 0
OG0006324 general 0 general 0 general 0
OG0006325 general 0 general 0 general 0
OG0006326 general 0 general 0 general 0
OG0006327 general 0 general 0 general 0
OG0006328 general 0 alternative 3 alternative 0
OG0006329 general 0 general 0 general 0
OG0006330 general 0 general 0 general 0
OG0006331 general 0 general 0 general 0
OG0006332 general 0 alternative 0 alternative 1
OG0006333 general 0 general 0 alternative 0
OG0006334 general 0 NA NA general 0
OG0006336 alternative 68 general 0 general 0
OG0006337 general 0 general 0 general 0
OG0006338 general 0 general 0 general 0
OG0006339 general 0 general 0 NA NA
OG0006340 general 0 general 0 general 0
OG0006341 general 0 general 0 general 0
OG0006342 general 0 general 0 general 0
OG0006344 general 0 general 0 general 0
OG0006345 alternative 11 general 0 general 0
OG0006346 general 0 general 0 general 0
OG0006347 general 0 alternative 17 general 0
OG0006348 general 0 general 0 general 0
OG0006349 alternative 5 general 0 alternative 22
OG0006350 general 0 general 0 general 0
OG0006351 general 0 general 0 general 0
OG0006353 alternative 6 general 0 general 0
OG0006354 general 0 general 0 alternative 4
OG0006356 general 0 general 0 general 0
OG0006357 general 0 general 0 general 0
OG0006358 general 0 general 0 general 0
OG0006359 alternative 8 general 0 general 0
OG0006360 general 0 NA NA NA NA
OG0006361 general 0 general 0 general 0
OG0006363 general 0 general 0 general 0
OG0006364 alternative 4 general 0 general 0
OG0006365 general 0 general 0 general 0
OG0006366 general 0 general 0 general 0
OG0006367 general 0 general 0 general 0
OG0006368 general 0 general 0 general 0
OG0006369 general 0 general 0 alternative 9
OG0006370 alternative 0 general 0 general 0
OG0006371 general 0 general 0 general 0
OG0006372 general 0 general 0 general 0
OG0006373 general 0 general 0 general 0
OG0006375 general 0 general 0 general 0
OG0006376 alternative 7 general 0 general 0
OG0006377 alternative 7 general 0 general 0
OG0006378 alternative 26 general 0 general 0
OG0006379 general 0 general 0 alternative 0
OG0006380 general 0 general 0 general 0
OG0006381 general 0 general 0 alternative 5
OG0006382 general 0 general 0 general 0
OG0006383 alternative 2 alternative 1 alternative 0
OG0006384 general 0 general 0 alternative 7
