OG BRO-BGM BAT-BGM BAT-BRO
OG0005653 13.06 3.01 11.39
OG0005654 2.75 1.82 3.38
OG0005655 3.96 3.08 4.82
OG0005656 1.31 1.47 1.92
OG0005659 3.51 1.78 2.61
OG0005660 1.94 0.82 1.38
OG0005661 7.78 2.48 3.04
OG0005662 2.78 1.10 3.07
OG0005663 5.77 2.71 6.21
OG0005664 6.59 3.56 7.93
OG0005665 2.18 1.41 2.53
OG0005666 1.12 0.62 1.24
OG0005667 7.09 2.41 6.87
OG0005668 13.10 48.32 35.74
OG0005669 2.96 2.96 3.86
OG0005670 4.85 1.50 4.68
OG0005671 3.14 23.21 24.81
OG0005672 5.63 2.89 8.80
OG0005673 4.23 4.20 4.02
OG0005675 2.72 1.35 2.44
OG0005676 4.92 5.67 5.84
OG0005678 1.43 0.71 1.58
OG0005679 3.05 1.03 3.02
OG0005681 0.96 0.69 1.45
OG0005683 3.82 0.97 7.45
OG0005684 6.54 1.10 6.80
OG0005685 2.19 1.27 2.35
OG0005686 2.59 1.70 2.41
OG0005687 7.29 1.54 7.82
OG0005688 0.12 0.37 0.12
OG0005689 2.41 1.00 2.34
OG0005690 2.43 1.46 2.67
OG0005691 5.04 4.32 3.59
OG0005692 7.60 2.68 7.13
OG0005693 3.66 3.94 4.43
OG0005694 2.82 1.23 2.79
OG0005695 4.27 3.29 4.52
OG0005696 3.45 7.30 4.05
OG0005697 3.85 2.78 4.36
OG0005698 2.72 1.22 2.96
OG0005699 7.87 0.98 7.75
OG0005700 4.33 3.60 5.40
OG0005701 1.97 1.24 2.44
OG0005702 5.34 2.59 6.05
OG0005703 4.36 1.60 4.59
OG0005704 1.99 1.75 2.91
OG0005705 1.36 1.22 1.75
OG0005706 2.60 1.45 2.90
OG0005707 3.51 2.10 3.77
OG0005708 3.72 2.50 3.82
OG0005709 3.46 7.70 2.11
OG0005710 8.00 1.44 8.35
OG0005711 3.18 1.30 3.39
OG0005712 2.15 1.60 4.98
OG0005713 6.06 3.98 7.25
OG0005714 3.24 1.07 3.80
OG0005715 2.51 3.45 2.75
OG0005716 8.04 3.84 7.52
OG0005717 2.76 1.48 2.88
OG0005718 2.26 0.46 2.33
OG0005719 8.40 10.42 8.83
OG0005720 22.34 9.69 nan
OG0005721 4.14 6.18 6.69
OG0005722 5.48 2.64 5.94
OG0005723 1.95 1.47 1.95
OG0005724 1.95 1.44 2.17
OG0005725 2.44 1.27 2.60
OG0005726 2.40 1.67 2.31
OG0005727 8.80 5.95 3.80
OG0005728 4.68 1.88 4.76
OG0005729 4.40 2.02 4.47
OG0005730 1.56 1.04 1.11
OG0005731 4.85 1.78 4.96
OG0005732 2.11 2.60 2.31
OG0005733 4.09 1.69 4.64
OG0005734 3.56 1.55 3.33
OG0005735 3.70 0.48 5.12
OG0005736 2.04 0.90 2.15
OG0005737 1.54 0.56 1.54
OG0005738 30.57 21.75 27.19
OG0005739 1.94 0.90 3.05
OG0005740 3.13 2.39 3.47
OG0005741 6.70 3.37 6.81
OG0005742 5.85 0.83 5.53
OG0005743 4.82 2.73 13.85
OG0005744 3.98 1.66 3.73
OG0005745 7.83 6.92 5.10
OG0005746 13.49 7.49 8.83
OG0005747 6.78 3.84 9.00
OG0005748 0.99 0.56 0.66
OG0005749 14.48 0.81 14.16
OG0005750 15.85 14.76 3.12
OG0005751 12.47 4.83 12.06
OG0005752 2.77 2.31 1.89
OG0005753 3.34 1.75 3.02
OG0005754 3.72 2.59 3.01
OG0005755 3.67 18.52 20.55
OG0005756 2.22 1.18 2.53
OG0005757 1.60 0.87 2.20
OG0005758 0.53 0.59 0.46
OG0005759 24.39 1.61 24.97
OG0005760 4.29 4.83 7.20
OG0005761 6.61 5.73 4.28
OG0005762 10.31 6.81 6.06
OG0005764 3.22 2.14 3.37
OG0005765 3.94 2.09 3.94
OG0005766 2.11 2.32 3.54
OG0005767 5.19 2.34 5.44
OG0005768 5.09 1.84 5.44
OG0005769 1.97 1.01 2.13
OG0005770 5.16 4.96 9.03
OG0005771 12.94 10.34 2.32
OG0005772 3.43 1.55 3.61
OG0005773 3.35 1.75 3.54
OG0005774 1.69 6.16 2.77
OG0005775 7.20 2.11 5.56
OG0005776 17.80 17.21 1.98
OG0005777 2.78 1.20 2.21
OG0005778 3.88 3.28 3.55
OG0005781 2.89 -0.00 3.01
OG0005782 3.96 1.36 4.16
OG0005783 6.47 5.85 2.55
OG0005784 35.16 35.97 6.36
OG0005785 8.88 0.33 7.02
OG0005786 1.77 0.36 2.02
OG0005787 4.52 1.73 4.35
OG0005788 3.83 2.87 5.07
OG0005789 1.53 0.41 1.62
OG0005790 5.62 2.50 6.75
OG0005791 3.12 2.24 3.95
OG0005792 5.53 3.56 4.03
OG0005793 2.66 1.07 2.96
OG0005794 6.32 5.83 1.17
OG0005795 3.80 2.09 4.47
OG0005796 7.04 5.52 3.06
OG0005797 3.54 1.74 3.11
OG0005798 2.72 2.88 3.65
OG0005799 4.09 1.91 3.43
OG0005800 2.92 1.82 4.23
OG0005801 5.74 4.92 7.16
OG0005802 3.53 1.86 3.16
OG0005803 1.61 1.50 1.81
OG0005804 102.37 1.81 91.50
OG0005805 2.18 1.25 2.06
OG0005806 35.67 32.81 3.99
OG0005807 2.95 2.36 3.46
OG0005808 2.65 1.79 3.84
OG0005809 1.93 1.41 1.93
OG0005810 3.52 1.54 3.72
OG0005811 1.14 0.83 1.35
OG0005812 33.74 27.24 1.24
OG0005813 7.66 1.39 7.63
OG0005814 1.84 1.02 2.71
OG0005815 1.58 1.38 1.53
OG0005816 1.23 0.57 1.15
OG0005817 2.68 2.14 2.55
OG0005818 2.02 0.90 1.91
OG0005819 10.46 8.11 13.02
OG0005820 1.81 1.50 1.50
OG0005821 4.66 1.88 4.35
OG0005822 4.51 2.41 4.21
OG0005823 1.42 1.41 1.34
OG0005824 9.58 0.50 17.39
OG0005825 8.69 21.43 2.80
OG0005826 5.24 2.85 3.85
OG0005827 1.41 0.35 1.24
OG0005828 2.24 0.65 2.15
OG0005829 4.79 6.19 5.48
OG0005830 6.05 3.18 6.98
OG0005832 2.97 1.83 3.04
OG0005833 3.02 8.30 4.54
OG0005834 3.69 1.36 3.69
OG0005835 11.48 1.17 14.92
OG0005836 3.18 1.89 3.57
OG0005838 3.24 2.37 4.46
OG0005839 5.65 2.09 5.07
OG0005840 1.73 1.38 2.44
OG0005841 1.05 1.13 1.54
OG0005842 2.35 2.05 2.49
OG0005843 62.75 2.46 65.66
OG0005844 3.12 1.47 2.80
OG0005845 4.83 1.65 5.42
OG0005846 10.91 2.23 10.47
OG0005847 1.85 0.50 1.80
OG0005848 6.14 3.26 7.00
OG0005849 1.39 0.87 1.51
OG0005850 2.47 1.16 2.40
OG0005851 8.00 0.49 7.59
OG0005852 6.32 2.19 5.39
OG0005853 2.87 1.17 2.47
OG0005855 1.72 1.14 1.72
OG0005856 4.26 1.96 4.32
OG0005857 6.66 4.38 6.88
OG0005858 0.29 0.29 2.26
OG0005859 3.15 2.39 3.10
OG0005860 3.59 2.56 4.13
OG0005861 8.79 5.59 6.32
OG0005862 2.11 1.57 2.52
OG0005863 3.82 1.76 4.76
OG0005864 5.86 3.19 6.56
OG0005865 6.72 2.47 7.57
OG0005866 2.18 1.16 2.43
OG0005867 7.34 5.31 6.89
OG0005868 4.14 2.99 4.01
OG0005869 3.20 1.22 3.25
OG0005870 5.64 3.39 3.03
OG0005871 4.99 5.18 6.86
OG0005872 1.86 0.97 1.95
OG0005873 3.92 1.91 3.36
OG0005874 2.09 0.66 2.00
OG0005875 87.08 2.26 87.97
OG0005876 9.06 0.60 9.06
OG0005877 2.26 2.78 2.33
OG0005878 38.06 36.46 5.45
OG0005879 6.24 1.36 6.19
OG0005880 2.01 1.21 2.55
OG0005881 7.64 3.01 5.49
OG0005882 4.67 2.23 4.81
OG0005883 96.50 2.48 98.83
OG0005884 2.92 2.20 2.92
OG0005885 4.22 6.70 4.99
OG0005886 1.31 1.31 1.37
OG0005887 4.17 1.53 3.99
OG0005888 2.47 2.61 2.67
OG0005890 16.93 10.62 4.46
OG0005891 4.11 2.12 3.75
OG0005892 2.37 2.52 3.42
OG0005893 4.79 1.92 5.47
OG0005894 1.13 1.13 1.13
OG0005896 3.09 1.40 3.30
OG0005897 6.32 1.88 6.29
OG0005898 4.05 1.39 3.30
OG0005899 4.52 2.63 4.26
OG0005900 5.60 2.00 5.77
OG0005902 2.48 0.98 2.70
OG0005903 2.26 4.76 3.80
OG0005904 2.80 1.68 1.86
OG0005905 3.06 1.83 2.20
OG0005906 1.74 1.16 0.58
OG0005907 3.67 2.61 4.10
OG0005908 5.52 2.70 5.71
OG0005909 2.93 5.46 2.01
OG0005910 21.14 3.82 12.59
OG0005911 19.46 18.73 2.20
OG0005912 1.06 0.92 1.46
OG0005913 2.99 1.95 3.50
OG0005914 4.09 2.20 4.66
OG0005915 2.09 1.52 2.89
OG0005916 1.56 0.83 1.35
OG0005918 1.13 0.45 0.68
OG0005919 3.65 1.80 3.86
OG0005920 11.49 4.31 11.40
OG0005921 2.95 1.26 2.89
OG0005924 10.24 0.92 10.79
OG0005925 2.22 1.46 2.08
OG0005926 3.33 1.27 2.18
OG0005927 3.74 2.47 2.14
OG0005928 3.41 1.45 3.41
OG0005929 1.53 0.83 1.25
OG0005930 21.89 33.15 6.85
OG0005931 2.46 3.30 1.60
OG0005932 10.55 1.78 11.10
OG0005933 5.15 2.70 4.98
OG0005934 2.62 1.91 1.85
OG0005935 3.23 1.52 3.38
OG0005936 7.05 4.25 10.02
OG0005937 5.54 1.13 4.66
OG0005938 1.67 2.75 3.69
OG0005939 3.78 1.85 3.95
OG0005940 7.64 7.38 6.55
OG0005941 82.40 0.93 6.56
OG0005942 6.08 3.15 6.31
OG0005944 1.59 0.19 1.57
OG0005945 5.16 3.25 2.89
OG0005946 3.34 41.11 41.10
OG0005947 4.46 2.10 4.68
OG0005948 15.38 16.14 10.96
OG0005950 4.41 2.04 4.22
OG0005951 4.30 2.60 3.76
OG0005952 2.67 0.94 3.11
OG0005953 10.28 8.73 12.85
OG0005954 2.08 1.27 2.44
OG0005955 4.19 2.35 3.28
OG0005956 6.09 2.08 6.09
OG0005957 6.33 1.83 5.82
OG0005958 3.69 1.73 4.37
OG0005959 1.90 1.27 1.69
OG0005960 0.35 0.35 0.52
OG0005961 44.08 4.54 49.37
OG0005962 5.81 3.12 5.44
OG0005963 2.64 1.17 2.91
OG0005964 10.32 6.80 10.56
OG0005965 2.26 1.77 2.33
OG0005966 1.61 0.73 1.46
OG0005967 5.32 3.23 6.32
OG0005968 2.37 1.23 2.72
OG0005969 45.92 1.14 46.30
OG0005970 3.57 2.32 4.09
OG0005971 2.46 1.79 2.29
OG0005972 14.87 1.00 15.80
OG0005973 2.94 2.09 4.42
OG0005974 2.88 1.79 3.74
OG0005975 3.26 3.47 2.98
OG0005976 0.51 0.41 0.71
OG0005977 6.03 4.74 6.09
OG0005978 2.13 3.84 4.70
OG0005979 2.93 1.45 2.60
OG0005980 3.41 1.04 3.73
OG0005981 3.06 1.09 3.12
OG0005982 5.48 1.84 5.48
OG0005983 23.51 15.18 9.15
OG0005984 3.76 2.72 3.50
OG0005986 2.19 0.52 2.26
OG0005987 4.61 2.24 4.96
OG0005988 5.16 1.47 4.60
OG0005989 7.23 1.63 6.61
OG0005990 7.38 3.54 5.35
OG0005991 1.74 0.22 1.53
OG0005992 2.72 1.34 2.13
OG0005993 2.70 1.11 2.79
OG0005994 9.52 1.94 9.83
OG0005995 25.15 7.70 40.42
OG0005996 8.69 4.68 5.52
OG0005997 1.03 0.68 1.03
OG0005998 1.17 1.17 1.23
OG0005999 3.78 3.15 5.34
OG0006000 3.96 1.44 3.88
OG0006001 7.52 1.11 0.34
OG0006002 2.27 1.15 1.79
OG0006003 5.13 3.42 4.69
OG0006004 4.16 3.04 5.03
OG0006005 2.79 2.40 2.44
OG0006006 0.98 0.42 1.25
OG0006007 5.81 2.98 4.40
OG0006008 3.16 1.39 5.24
OG0006009 8.22 16.54 13.59
OG0006010 3.70 1.26 3.97
OG0006011 5.26 1.94 5.66
OG0006012 2.86 1.60 2.68
OG0006013 0.66 0.33 0.49
OG0006014 2.52 1.50 2.69
OG0006015 2.20 1.34 2.30
OG0006017 3.57 1.51 4.62
OG0006018 5.21 1.85 5.29
OG0006019 3.12 1.26 2.72
OG0006020 0.83 1.24 1.24
OG0006021 7.65 3.38 7.51
OG0006022 4.29 2.45 4.65
OG0006023 1.88 0.82 2.27
OG0006024 10.06 5.67 10.20
OG0006025 3.13 1.97 2.56
OG0006026 12.47 2.41 14.50
OG0006027 3.41 0.89 3.68
OG0006028 3.06 1.26 3.24
OG0006029 5.61 3.71 3.43
OG0006031 10.93 10.09 9.47
OG0006032 22.48 4.04 21.82
OG0006033 7.53 6.87 44.08
OG0006034 8.32 7.57 3.38
OG0006035 5.49 1.39 6.20
OG0006036 2.31 1.86 2.87
OG0006037 4.07 2.40 5.35
OG0006038 1.18 0.67 1.35
OG0006039 38.31 19.86 39.82
OG0006040 2.97 1.40 3.53
OG0006041 1.63 1.53 1.63
OG0006042 2.98 1.28 2.71
OG0006043 1.81 0.87 2.01
OG0006044 4.13 2.71 5.20
OG0006045 4.78 1.95 5.79
OG0006046 3.25 1.19 3.25
OG0006047 1.37 0.45 1.28
OG0006048 5.17 2.71 4.74
OG0006049 2.91 0.99 3.11
OG0006050 4.62 1.62 3.76
OG0006052 4.71 1.62 3.53
OG0006053 1.29 1.11 1.00
OG0006054 2.98 3.69 77.04
OG0006055 4.09 2.06 4.09
OG0006056 19.16 18.69 2.89
OG0006057 2.33 0.74 2.23
OG0006058 19.43 85.66 1.53
OG0006059 3.90 1.96 4.14
OG0006060 3.53 1.81 3.67
OG0006061 4.51 2.26 14.34
OG0006062 2.76 0.31 2.86
OG0006063 9.69 7.97 2.50
OG0006064 6.14 5.16 2.66
OG0006065 1.63 1.16 1.39
OG0006066 5.12 1.16 5.65
OG0006067 9.48 7.75 4.24
OG0006068 1.18 0.53 1.07
OG0006069 3.33 1.01 3.33
OG0006070 6.75 1.08 0.59
OG0006071 5.23 3.89 4.96
OG0006072 2.12 0.74 2.42
OG0006073 18.85 11.26 21.79
OG0006074 33.81 41.70 48.04
OG0006075 3.72 40.85 24.25
OG0006076 3.51 1.86 2.46
OG0006078 2.93 1.38 3.45
OG0006079 7.29 1.95 9.58
OG0006080 2.80 2.13 3.40
OG0006081 2.96 2.33 3.76
OG0006082 8.16 12.00 8.66
OG0006083 3.37 3.26 4.85
OG0006084 5.13 5.54 6.96
OG0006085 6.51 5.72 1.73
OG0006086 49.93 61.81 59.68
OG0006087 4.54 1.12 4.38
OG0006088 9.25 5.55 7.31
OG0006089 3.05 2.18 2.68
OG0006090 4.04 1.72 3.76
OG0006092 3.59 1.66 3.66
OG0006093 3.05 1.54 3.30
OG0006094 1.93 1.52 1.47
OG0006095 3.04 1.95 3.46
OG0006096 7.07 1.92 7.49
OG0006097 2.60 1.13 2.27
OG0006099 2.80 1.63 2.46
OG0006100 3.92 0.96 4.20
OG0006101 5.74 2.57 3.74
OG0006102 2.86 15.13 13.48
OG0006103 2.57 4.06 3.72
OG0006104 19.77 7.59 6.54
OG0006105 0.40 0.60 0.60
OG0006106 5.20 32.34 32.34
OG0006107 2.52 0.81 1.93
OG0006108 1.96 1.01 2.56
OG0006109 2.79 1.53 2.79
OG0006110 68.22 55.41 62.41
OG0006111 2.33 1.39 3.78
OG0006112 18.15 6.04 18.55
OG0006113 3.30 1.71 3.62
OG0006114 3.41 1.24 2.71
OG0006115 4.44 3.77 0.82
OG0006116 4.02 2.80 4.00
OG0006117 1.83 1.22 1.84
OG0006118 2.66 2.07 4.16
OG0006119 2.34 2.20 1.64
OG0006120 6.35 4.48 7.19
OG0006121 1.56 0.55 1.21
OG0006122 6.59 1.72 6.92
OG0006123 3.06 1.38 2.62
OG0006124 4.80 1.25 4.82
OG0006125 5.33 3.12 4.69
OG0006127 6.40 4.72 6.85
OG0006128 4.95 1.65 5.10
OG0006129 2.73 2.73 1.98
OG0006130 4.62 1.44 14.27
OG0006131 3.15 1.53 2.88
OG0006132 1.78 1.08 1.87
OG0006133 3.09 1.71 3.20
OG0006135 120.71 29.10 3.68
OG0006136 5.56 2.37 5.62
OG0006137 2.21 1.13 2.43
OG0006138 6.17 3.57 6.29
OG0006139 3.58 2.39 3.32
OG0006140 2.63 1.49 2.82
OG0006141 2.81 2.52 3.09
OG0006142 1.68 0.86 1.79
OG0006143 3.36 1.89 3.88
OG0006144 5.87 4.04 5.27
OG0006145 2.73 71.35 72.73
OG0006146 7.10 2.11 7.50
OG0006147 4.67 3.36 4.79
OG0006148 1.13 0.66 1.09
OG0006149 2.67 1.11 3.37
OG0006150 5.32 3.96 7.75
OG0006151 1.66 0.80 1.18
OG0006152 6.98 2.16 6.44
OG0006153 1.85 1.11 1.45
OG0006154 3.38 0.98 3.38
OG0006155 2.26 1.50 3.22
OG0006156 1.12 1.17 1.62
OG0006157 4.95 3.69 4.10
OG0006158 3.38 0.71 3.14
OG0006159 4.82 1.23 4.96
OG0006160 6.81 4.37 6.81
OG0006161 2.18 1.24 2.13
OG0006162 2.91 0.90 2.80
OG0006163 31.74 22.95 3.21
OG0006164 3.34 0.79 3.04
OG0006165 5.72 9.96 8.44
OG0006166 2.35 3.07 3.70
OG0006167 6.29 2.18 6.29
OG0006168 15.73 3.82 15.73
OG0006169 3.14 1.35 3.59
OG0006170 3.90 1.02 4.23
OG0006171 0.68 1.30 1.59
OG0006172 1.62 5.20 2.38
OG0006173 2.76 3.01 4.18
OG0006174 3.29 1.92 1.93
OG0006175 4.37 9.03 11.40
OG0006176 1.88 1.51 2.14
OG0006178 2.14 10.41 8.83
OG0006179 2.52 0.83 2.26
OG0006180 109.47 0.67 18.71
OG0006181 3.01 1.77 3.06
OG0006185 2.53 1.06 3.28
OG0006186 1.70 0.51 1.77
OG0006187 7.11 6.96 1.66
OG0006189 15.67 2.22 15.26
OG0006190 3.24 82.40 4.19
OG0006191 2.12 0.89 3.68
OG0006192 -nan 2.98 2.47
OG0006193 6.39 3.95 7.32
OG0006194 3.18 1.50 3.25
OG0006195 17.61 126.48 44.57
OG0006196 4.70 1.60 5.24
OG0006197 2.54 0.96 2.31
OG0006198 3.13 2.51 1.72
OG0006199 5.55 1.83 5.64
OG0006200 4.19 1.41 3.88
OG0006201 5.92 3.93 3.36
OG0006202 13.93 13.62 16.27
OG0006203 5.06 1.39 5.16
OG0006204 3.03 1.65 3.48
OG0006205 3.88 1.14 4.01
OG0006206 3.44 2.74 3.80
OG0006207 3.94 1.54 3.82
OG0006208 1.51 0.75 1.64
OG0006209 5.62 3.93 4.56
OG0006210 15.74 23.64 13.52
OG0006211 5.76 2.91 5.25
OG0006212 1.93 1.54 3.75
OG0006213 2.53 91.01 89.29
OG0006214 9.86 19.66 12.53
OG0006215 5.34 6.93 3.49
OG0006216 2.39 1.55 2.48
OG0006217 5.86 3.28 6.85
OG0006218 1.73 1.41 1.63
OG0006219 4.32 1.24 2.79
OG0006221 47.85 5.48 57.30
OG0006222 3.52 2.02 4.10
OG0006223 2.82 1.11 2.18
OG0006224 3.32 0.59 4.03
OG0006225 3.99 2.63 3.99
OG0006226 7.43 1.42 7.11
OG0006227 1.92 0.76 2.51
OG0006229 3.34 1.33 3.27
OG0006230 4.45 1.56 4.78
OG0006231 2.54 1.97 2.87
OG0006232 9.71 8.79 57.92
OG0006233 12.20 10.88 2.46
OG0006234 5.25 1.00 5.33
OG0006235 1.82 1.76 1.99
OG0006236 1.18 1.01 1.35
OG0006237 112.81 1.84 7.98
OG0006238 5.17 6.64 4.92
OG0006239 4.59 2.28 4.89
OG0006240 1.21 7.28 13.05
OG0006241 2.76 2.00 2.59
OG0006242 1.48 0.94 1.48
OG0006243 3.88 2.89 3.63
OG0006244 4.04 1.37 3.01
OG0006245 2.21 1.66 2.58
OG0006246 7.80 6.89 2.32
OG0006247 3.14 0.77 3.14
OG0006248 1.86 0.41 1.22
OG0006249 3.10 1.55 3.24
OG0006250 1.81 1.11 1.60
OG0006251 5.29 1.18 3.85
OG0006252 3.88 3.14 3.84
OG0006253 2.23 1.02 1.96
OG0006254 3.08 1.46 3.49
OG0006256 3.75 2.96 2.08
OG0006257 5.21 2.92 6.35
OG0006258 7.49 0.92 7.72
OG0006259 3.57 0.92 3.24
OG0006260 7.22 8.93 3.93
OG0006261 1.91 0.53 2.02
OG0006262 0.83 0.77 1.02
OG0006263 6.15 5.85 8.83
OG0006264 2.97 2.02 3.90
OG0006265 0.74 1.50 0.74
OG0006266 16.38 12.92 5.42
OG0006267 22.40 2.45 22.73
OG0006268 47.86 53.09 5.02
OG0006269 8.16 4.35 9.23
OG0006270 8.67 14.17 9.38
OG0006271 4.90 1.82 4.21
OG0006272 4.50 8.03 9.64
OG0006273 7.07 1.62 7.92
OG0006274 3.50 2.57 3.50
OG0006275 4.73 3.20 4.73
OG0006276 1.64 0.81 1.99
OG0006277 1.06 0.62 1.33
OG0006278 3.82 1.99 3.99
OG0006279 6.33 8.09 7.23
OG0006280 2.41 1.10 2.41
OG0006281 10.32 18.39 8.23
OG0006282 2.42 4.72 12.25
OG0006283 3.12 2.38 2.22
OG0006284 0.87 0.63 1.37
OG0006285 1.13 0.56 0.90
OG0006287 4.11 1.73 3.90
OG0006288 2.64 1.65 2.53
OG0006289 7.24 3.24 3.86
OG0006290 3.66 2.62 5.03
OG0006291 6.12 2.48 7.05
OG0006292 3.28 2.88 4.29
OG0006293 9.61 4.15 8.10
OG0006294 12.78 1.70 17.43
OG0006295 7.51 8.98 8.67
OG0006296 3.82 2.66 4.03
OG0006297 2.70 2.16 2.94
OG0006298 2.03 1.44 1.93
OG0006299 3.38 2.79 1.61
OG0006300 7.79 7.63 2.81
OG0006301 6.21 2.67 4.70
OG0006302 13.04 11.95 6.78
OG0006303 1.51 0.80 1.51
OG0006304 2.60 0.85 2.72
OG0006305 4.08 1.55 4.36
OG0006306 3.27 2.88 4.39
OG0006307 4.84 8.44 8.38
OG0006308 2.29 0.66 2.54
OG0006309 2.48 0.61 2.79
OG0006310 5.40 5.82 8.56
OG0006311 0.47 5.26 0.47
OG0006312 2.00 1.02 2.53
OG0006313 4.55 2.10 7.04
OG0006314 8.39 7.88 2.10
OG0006315 4.59 1.19 4.46
OG0006316 99.70 2.32 24.17
OG0006317 2.61 1.62 2.55
OG0006318 4.27 2.13 4.32
OG0006320 4.00 3.17 4.17
OG0006321 7.32 3.73 6.32
OG0006322 3.17 2.90 2.59
OG0006323 5.42 2.26 5.74
OG0006324 8.27 25.21 29.73
OG0006325 3.31 1.42 4.38
OG0006326 2.86 1.20 2.99
OG0006327 5.66 0.37 5.53
OG0006328 6.24 3.08 5.34
OG0006329 2.51 1.37 1.86
OG0006330 3.74 2.07 4.31
OG0006332 47.11 1.83 63.16
OG0006333 1.86 0.89 1.91
OG0006334 3.44 2.04 3.58
OG0006335 4.22 0.95 4.40
OG0006336 3.89 1.42 4.36
OG0006337 3.76 8.61 9.46
OG0006338 4.24 1.56 2.44
OG0006339 3.05 1.68 2.86
OG0006340 8.12 7.55 2.13
OG0006341 0.85 0.45 0.78
OG0006342 2.37 0.56 2.26
OG0006343 5.96 3.45 5.96
OG0006344 2.00 0.61 2.00
OG0006345 10.81 3.00 7.26
OG0006346 5.49 4.79 3.08
OG0006347 8.47 3.68 6.10
OG0006348 21.47 2.86 22.36
OG0006349 3.89 2.06 3.47
OG0006350 2.77 2.54 2.94
OG0006351 1.81 2.73 10.65
OG0006352 13.55 16.63 3.72
OG0006353 5.40 2.65 5.96
OG0006354 7.30 2.73 7.57
OG0006355 2.67 1.80 2.53
OG0006356 1.76 1.37 1.70
OG0006357 0.96 1.10 0.96
OG0006358 3.41 1.05 2.54
OG0006359 5.29 3.06 4.33
OG0006360 6.76 5.14 8.02
OG0006361 5.82 1.60 4.92
OG0006362 1.02 12.24 2.05
OG0006363 6.23 1.65 6.13
OG0006364 7.59 6.14 5.16
OG0006365 2.78 1.48 3.33
OG0006367 3.67 2.19 3.39
OG0006368 10.63 17.49 5.71
OG0006369 8.26 2.02 9.52
OG0006370 1.49 2.25 1.94
OG0006371 1.58 6.38 5.55
OG0006372 4.30 2.93 3.62
OG0006373 1.75 1.20 1.99
OG0006374 9.82 8.65 2.04
OG0006375 13.80 4.47 12.26
OG0006376 5.06 1.06 4.99
OG0006377 1.72 1.00 2.02
OG0006378 4.24 11.91 11.91
OG0006379 3.04 2.07 3.67
OG0006380 2.74 2.11 3.14
OG0006381 2.42 1.20 2.41
OG0006382 2.53 0.64 2.53
OG0006383 3.55 1.39 2.32
OG0006384 3.34 2.37 9.96
OG0006385 2.80 1.36 2.50
OG0006386 2.92 1.64 2.39
OG0006387 1.29 1.22 1.22
OG0006388 3.72 2.18 4.18
OG0006389 51.33 5.60 52.65
OG0006390 11.52 1.57 11.92
OG0006391 6.71 2.74 6.07
OG0006392 7.22 2.68 7.62
OG0006393 4.50 2.20 4.92
OG0006394 2.36 22.70 18.93
OG0006395 45.76 36.59 5.62
OG0006396 2.72 0.98 2.23
OG0006397 4.07 1.18 4.70
OG0006398 2.87 4.44 4.32
OG0006399 1.24 0.80 1.40
OG0006400 5.70 3.81 4.67
OG0006401 5.51 2.16 5.37
OG0006402 1.59 1.22 1.84
OG0006404 4.26 2.69 4.06
OG0006405 3.14 1.23 3.37
OG0006406 5.46 5.46 7.51
OG0006407 1.41 5.77 6.82
OG0006408 1.27 0.89 1.27
OG0006409 6.98 3.27 8.14
OG0006410 7.71 2.94 8.92
OG0006411 5.90 1.91 5.06
OG0006412 3.66 2.15 2.15
OG0006413 1.74 0.49 1.64
OG0006414 2.20 2.07 2.22
OG0006415 3.24 1.25 3.09
OG0006416 2.99 1.49 3.26
OG0006417 4.61 1.94 5.03
OG0006418 5.65 3.78 6.78
OG0006419 3.95 4.03 5.34
OG0006420 5.40 2.28 5.34
OG0006421 5.15 1.62 5.31
OG0006422 6.94 1.24 7.13
OG0006423 1.84 8.49 9.37
OG0006424 8.27 5.09 5.27
OG0006425 1.17 0.52 1.30
OG0006426 2.14 0.50 2.55
OG0006427 3.68 1.84 3.34
OG0006428 6.63 2.56 5.31
OG0006429 17.61 3.05 20.36
OG0006430 4.52 7.12 8.63
OG0006431 2.03 1.01 1.69
OG0006432 5.93 1.96 6.59
OG0006433 107.63 1.32 10.43
OG0006434 0.96 -0.00 0.96
OG0006435 1.99 -0.00 1.99
OG0006436 2.97 1.71 3.36
OG0006437 21.75 20.63 9.29
OG0006438 3.31 1.34 3.18
OG0006439 9.78 6.25 12.85
OG0006440 1.06 0.53 1.51
OG0006441 5.97 1.73 6.10
OG0006442 2.38 1.27 2.31
OG0006443 1.94 1.16 1.16
OG0006444 6.86 1.09 7.22
OG0006445 20.93 7.87 2.49
OG0006446 2.97 1.64 1.89
OG0006447 2.88 3.88 5.06
OG0006448 2.98 0.98 4.52
OG0006449 6.40 4.75 4.29
OG0006450 3.84 3.23 4.85
OG0006451 14.88 13.59 4.12
OG0006452 6.71 4.48 4.16
OG0006453 6.07 3.37 6.55
OG0006454 3.33 1.53 2.82
OG0006455 4.01 1.98 4.13
OG0006456 6.99 1.38 7.39
OG0006457 4.54 1.52 4.40
OG0006458 3.52 1.43 3.39
OG0006459 1.39 0.76 1.14
OG0006460 1.64 0.48 1.64
OG0006461 2.66 1.48 3.31
OG0006462 3.38 0.93 3.28
OG0006463 6.37 3.36 4.85
OG0006464 5.44 1.81 4.35
OG0006465 4.59 2.94 3.53
OG0006466 2.04 6.84 7.20
OG0006467 4.85 2.68 5.80
OG0006468 4.78 4.12 5.06
OG0006469 10.26 6.98 7.70
OG0006470 6.23 2.22 6.15
