OG BAT_W-S BAT_S-W BRO_W-S BRO_S-W BGM_W-S BGM_S-W BGC_BAT BGC_BAT_pval BGC_BRO BGC_BRO_pval BGC_BGM BGC_BGM_pval ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
OG0005334 1.354694 4.842101 23.9173 16.33759 1.650843 4.147435 NA 0.996816 NA 0.1377114 NA 0.996816 31.84612 27.41909 31.19009 0.5163423 0.6874513 0.5163423 0.4613216 0.5558654 0.4613216 0.9795918 0.9795918 0.9795918
OG0005335 1 1 3 2 -2.409088e-16 2.281043e-15 NA 0.99998 NA 0.6770139 NA 0.99998 53.6888 52.77596 54.33879 0.1766053 0.1802075 0.1766053 0.2322637 0.2479164 0.2322637 0.5142857 0.5142857 0.5
OG0005338 4.084379 5.384399 13.55961 12.53629 7.576598 28.41454 NA 0.9998376 NA 0.8703269 NA 0.9998376 49.51657 52.08144 53.36464 0.1372173 0.1667628 0.1372173 0.4303726 0.4157408 0.4303726 0.7209302 0.7209302 0.6860465
OG0005339 4.515645 0.05996963 5.37433 3.081788 0.006125592 0.7097835 NA 0.01304981 NA 0.4112352 NA 0.9995995 61 56.28344 58.44484 0.1358023 0.1641143 0.1358023 0.28503 0.3231342 0.28503 0.3170732 0.3170732 0.3170732
OG0005340 0.4058457 3.884451 8.527308 4.629227 0.5825175 3.204402 NA 0.9997877 NA 0.2079929 NA 0.9997877 51.90526 50.33877 51.98956 0.2189952 0.2462147 0.2189952 0.3782908 0.398791 0.3782908 0.6949153 0.7457627 0.7118644
OG0005341 0.4029821 2.336813 7.833667 11.19245 11.90223 19.48254 NA 0.9991236 NA 0.9991235 NA 0.9991236 33.43254 36.97002 33.89866 0.4175915 0.4269673 0.4175915 0.4741522 0.4700748 0.4741522 0.8205128 0.7948718 0.8076923
OG0005343 1.622939 2.415332 3.069867 4.062397 0.9497021 1.942232 NA 1 NA 1 NA 1 57.12252 56.8988 56.72677 0.1215074 0.1202564 0.1215074 0.3447213 0.3483305 0.3447213 0.5802469 0.5802469 0.5802469
OG0005344 0.3721355 4.423138 21.4988 2.997764 1.082234 10.5812 NA 0.9998238 1.775696 5.850463e-05 NA 0.9998238 48.1101 45.807 49.4247 0.2135027 0.2569472 0.2135027 0.434689 0.4669425 0.434689 0.7337278 0.7633136 0.7100592
OG0005345 1.400204 4.73439 6.862419 3.203732 1.9726e-14 1.258825e-14 NA 0.9998453 NA 0.2210454 NA 0.9998452 58.43053 61 54.06198 0.1742498 0.1073169 0.1742498 0.3473853 0.3487599 0.3473853 0.3636364 0.3636364 0.3636364
OG0005346 3.800579 8.294313 26.17922 12.86396 2.408564 5.117067 NA 0.9989683 NA 0.01647544 NA 0.9989683 33.62538 34.20281 34.84099 0.4171133 0.4288879 0.4171133 0.4531785 0.4699994 0.4531785 0.8976378 0.9212598 0.9212598
OG0005348 0.124935 2.10295 6.03856 8.851486 4.1224 1.07042 NA 0.9842783 NA 0.9842783 NA 0.1235963 53.9645 54.9274 54.03909 0.1284423 0.09979969 0.1284423 0.430827 0.4314343 0.430827 0.5275229 0.5412844 0.5550459
OG0005349 4.505302 8.048249 16.60364 7.591303 3.170053 3.038055 NA 0.9996425 NA 0.02883761 NA 0.9996427 53.01433 51.84723 59.49088 0.05944108 0.168727 0.05944108 0.4419986 0.472916 0.4419986 0.7647059 0.7843137 0.7647059
OG0005350 1.997828 0.3179486 5.214346 7.195616 5.140173 0.07484551 NA 0.1341086 NA 0.9998108 NA 0.004981416 31.17878 31.91191 31.70618 0.6585348 0.625778 0.6585348 0.3992157 0.3795672 0.3992157 1 0.9672131 1
OG0005351 0.3529106 1.493754 13.62135 2.792061 0.4497552 1.620463 NA 0.9999564 NA 0.002492315 NA 0.9999685 38.30351 35.57801 36.92268 0.4356669 0.4929527 0.4356669 0.4643194 0.5171954 0.4643194 0.8319328 0.8991597 0.8823529
OG0005352 1.867917 5.184199 9.30258 6.940496 0.03533096 5.673247 NA 1 NA 0.4841974 NA 1 40.93776 36.38415 40.27328 0.3575647 0.3891819 0.3575647 0.3726733 0.4150878 0.3726733 0.8220339 0.8644068 0.8135593
OG0005353 0.006001275 0.6049311 0.0234318 0.9882546 0.0247217 3.989544 NA 0.9997211 NA 0.9997211 NA 0.9997211 60.79102 55.39045 60.61863 0.1104247 0.1256412 0.1104247 0.2877816 0.2872935 0.2877816 0.6136364 0.5909091 0.5909091
OG0005354 5.525521 12.2649 10.21739 14.07867 6.356523 9.207913 NA 0.9998089 NA 0.999806 NA 0.9999035 57.99211 56.97003 57.91273 0.05028369 0.05473471 0.05028369 0.4464839 0.4467569 0.4464839 0.4270833 0.4114583 0.4322917
OG0005356 2.020982 3.101491 34.01113 6.413582 12.21458 4.234592 NA 0.9999479 1.8773 1.730991e-06 NA 0.02695524 60.9657 59.4508 59.88703 0.05591759 0.1029488 0.05591759 0.4229889 0.4475248 0.4229889 0.625 0.6875 0.6875
OG0005357 36.26972 42.32055 88.48759 76.44101 47.1443 32.68888 NA 0.9542855 NA 0.1509926 NA 0.02466285 48.69467 48.93103 47.57325 0.1448915 0.1310674 0.1448915 0.4783917 0.475392 0.4783917 0.5423729 0.559322 0.5762712
OG0005361 0.004808871 1.999508 4.039643 3.004803 0.004808395 1.999507 NA 0.9998525 NA 0.6994064 NA 0.9998515 61 61 61 0.07708555 0.07001825 0.07708555 0.3663067 0.3714469 0.3663067 0.4805195 0.4805195 0.4805195
OG0005362 9.733093 9.709418 5.798005 4.583411 6.868397 7.448474 NA 0.9998684 NA 0.6914042 NA 0.9998684 41.76021 42.90507 49.3652 0.2015926 0.2765772 0.2015926 0.4388774 0.4182433 0.4388774 0.8095238 0.8333333 0.8333333
OG0005363 6.096018 6.08784 27.82197 23.22192 11.97232 16.41373 NA 0.9306076 NA 0.4371124 NA 1 56.97388 56.12192 57.1475 0.04770993 0.05889226 0.04770993 0.4535616 0.4578526 0.4535616 0.6862745 0.7647059 0.7647059
OG0005364 0.4841479 1.778537 5.681314 6.583655 10.22562 16.46066 NA 0.9835816 NA 0.9835605 NA 0.9835816 33.0701 32.0661 35.37562 0.5524159 0.5246379 0.5524159 0.4619566 0.5062396 0.4619566 0.9016393 0.9016393 0.9016393
OG0005365 10.60412 14.10017 62.99443 42.34177 8.094253 18.35003 NA 1 NA 0.002057419 NA 0.9999613 39.76445 38.96772 39.19925 0.3047199 0.27678 0.3047199 0.5056597 0.5007666 0.5056597 0.8494983 0.8996656 0.8628763
OG0005366 0.208392 5.927337 10.20498 9.992531 2.024952 3.812501 NA 0.9983288 NA 0.7054762 NA 0.9983285 34.10105 33.59684 33.91389 0.4643193 0.4488961 0.4643193 0.490361 0.4893544 0.490361 0.9051724 0.9051724 0.9094828
OG0005367 1.734683 6.273017 17.52155 10.34397 4.115692 4.514953 NA 1 NA 0.03117921 NA 0.9995731 36.89005 34.2527 40.22316 0.3345342 0.4820439 0.3345342 0.4777981 0.5368148 0.4777981 0.887574 0.9171598 0.887574
OG0005368 11.71245 33.00035 8.173152 22.81294 12.11014 19.468 NA 1 NA 1 NA 1 36.44013 37.42293 35.51943 0.4182937 0.4385377 0.4182937 0.4813501 0.4811839 0.4813501 0.8326848 0.844358 0.8521401
OG0005369 3.898903 5.015005 10.24819 7.504453 3.847318 4.677794 NA 0.999804 NA 0.3372871 NA 0.9998038 49.10306 45.3116 38.60384 0.4747604 0.1958653 0.4747604 0.5541004 0.4275354 0.5541004 0.85 0.9 0.8666667
OG0005370 0.9245158 3.266463 2.404122 5.438962 0.8709523 5.254403 NA 0.987048 NA 0.9870479 NA 0.987048 55.90611 57.6386 55.38016 0.08736085 0.1448917 0.08736085 0.4373263 0.4117147 0.4373263 1 1 1
OG0005371 0.1175645 2.436605 6.129914 4.988722 0.03197934 2.890788 NA 0.9997031 NA 0.6357202 NA 0.9996984 54.39527 52.84232 54.196 0.1469721 0.1442696 0.1469721 0.3981227 0.4023558 0.3981227 0.66 0.68 0.66
OG0005372 5.765611 11.24838 74.14806 70.32338 11.06793 18.56185 NA 0.9669305 NA 0.6597546 NA 0.96693 45.38664 46.15367 45.5472 0.2065781 0.187577 0.2065781 0.4804676 0.4809311 0.4804676 0.2638037 0.2760736 0.2699387
OG0005374 0.1026669 4.649893 15.98204 6.773203 4.236548 1.047758 NA 0.999968 NA 0.0278107 NA 0.09464222 48.85044 46.68357 45.83638 0.2483506 0.2616262 0.2483506 0.4181995 0.4281271 0.4181995 0.7058824 0.7058824 0.7058824
OG0005376 11.72071 11.01796 42.63073 15.37277 13.91275 6.846022 NA 0.4856899 1.436156 2.429804e-06 NA 0.01610346 41.0314 44.33308 44.53018 0.1941526 0.210864 0.1941526 0.4995365 0.5180199 0.4995365 0.7361111 0.7916667 0.7222222
OG0005377 1.02411 1.007321 7.054303 3.019597 0.02081275 4.000476 NA 0.9520082 NA 0.1648192 NA 0.9996535 55.87331 55.72208 56.13914 0.1297232 0.1218985 0.1297232 0.3785491 0.374113 0.3785491 0.6 0.5714286 0.6
OG0005378 3.327436 9.041325 31.63861 31.37833 8.886112 10.68717 NA 0.9981784 NA 0.8467271 NA 0.9981784 31.92907 31.87046 33.75377 0.4859289 0.4862515 0.4859289 0.4408479 0.4395519 0.4408479 0.9485294 0.9338235 0.9411765
OG0005379 12.53239 7.13615 15.42589 10.36946 22.9691 15.71132 NA 0.1246888 NA 0.2349918 NA 0.1535388 54.61783 54.67753 54.96711 0.08583462 0.08819427 0.08583462 0.4559561 0.4502698 0.4559561 0.6388889 0.6458333 0.6527778
OG0005380 4.55986 5.243851 15.13597 18.38176 0.3189645 1.180812 NA 0.9998038 NA 0.9998036 NA 0.9998045 27.50328 27.19556 26.34668 0.7440385 0.6398591 0.7440385 0.4654233 0.5032376 0.4654233 0.9809524 0.9904762 0.9904762
OG0005381 4.55986 5.243851 15.13597 18.38176 0.3189645 1.180812 NA 0.9998038 NA 0.9998036 NA 0.9998045 27.50328 27.19556 26.34668 0.7440385 0.6398591 0.7440385 0.4654233 0.5032376 0.4654233 0.9809524 0.9904762 0.9904762
OG0005382 7.324307 12.85084 22.27535 36.627 6.691912 7.068022 NA 0.9996842 NA 0.9996842 NA 0.9996842 58.231 58.40466 57.07111 0.04776089 0.03911751 0.04776089 0.4769849 0.4635594 0.4769849 0.390625 0.40625 0.4375
OG0005383 0.6736169 0.5628582 9.173028 3.3403 2.137156 4.123411 NA 0.8479808 NA 0.0800676 NA 0.9946737 50.57358 52.19772 50.97909 0.1731299 0.1669114 0.1731299 0.3776863 0.3961311 0.3776863 0.2380952 0.2222222 0.2380952
OG0005384 1.624657 6.210806 24.42572 9.432042 4.671919 16.18331 NA 0.9993625 NA 0.001773765 NA 0.9993625 55.92067 56.83282 55.35467 0.06655265 0.06114665 0.06655265 0.4612939 0.4795089 0.4612939 0.5149701 0.5508982 0.491018
OG0005385 5.687705 19.76886 40.19347 24.44185 6.644688 12.49623 NA 0.9998384 NA 0.02246917 NA 0.9998397 41.74311 41.24189 40.57102 0.3011531 0.2903369 0.3011531 0.4829848 0.479937 0.4829848 0.8702703 0.8810811 0.8810811
OG0005386 2.243357 5.350934 6.433178 12.61885 1.480767 1.653768 NA 0.9974092 NA 0.9974092 NA 0.9974092 38.57746 30.5576 34.07668 0.4623939 0.5571721 0.4623939 0.4415833 0.4349821 0.4415833 0.9583333 0.9583333 0.9583333
OG0005387 1.020316 3.398459 5.141917 7.021398 1.031238 7.969177 NA 0.9991219 NA 0.999122 NA 0.9991219 57.89689 57.38811 57.7497 0.04403648 0.04772992 0.04403648 0.4469572 0.4492621 0.4469572 0.5874126 0.6013986 0.5874126
OG0005389 1.198548 1.380152 1.343327 3.854477 0.1020143 0.7555695 NA 0.9997654 NA 0.9998021 NA 0.9997689 45.54767 49.45363 45.77765 0.300699 0.3069382 0.300699 0.3007473 0.3238278 0.3007473 0.9 0.85 0.85
OG0005390 0.03576809 5.021902 8.025718 5.015533 1.086223 1.047697 NA 0.9997256 NA 0.346955 NA 0.953447 46.89044 45.44786 41.98328 0.2811997 0.2408172 0.2811997 0.4038104 0.3945392 0.4038104 0.754386 0.754386 0.7719298
OG0005391 38.36927 24.6157 29.79302 19.33073 14.13269 27.54405 NA 0.01064194 NA 0.02490031 NA 0.999618 43.47325 42.40517 46.50745 0.2275025 0.3258764 0.2275025 0.4514099 0.4751815 0.4514099 0.9090909 0.9090909 0.9090909
OG0005392 1.459765 5.576701 12.41064 9.987393 1.598469 1.081688 NA 0.999879 NA 0.3642082 NA 0.620027 51.18896 37.01727 36.7145 0.3439593 0.3532502 0.3439593 0.41683 0.4194355 0.41683 0.7222222 0.7777778 0.75
OG0005393 2.546381 3.272039 74.2358 101.8771 3.768129 1.482589 NA 0.9999843 NA 0.9999842 NA 0.08243407 41.9949 61 46.9561 0.3325809 0.1508193 0.3325809 0.4745265 0.4892608 0.4745265 0.8823529 0.7058824 0.8235294
OG0005394 -8.450129e-15 -3.306145e-14 2.087571 3.063748 2.136464 6.110981 NA 1 NA 1 NA 1 61 58.54542 60.45003 0.1266797 0.1305236 0.1266797 0.3399878 0.3542065 0.3399878 0.4444444 0.4444444 0.4444444
OG0005395 0.9061169 1.611041 7.626281 10.80563 4.709714 7.69896 NA 1 NA 1 NA 1 39.85685 45.26285 45.19676 0.3203799 0.2700027 0.3203799 0.433052 0.4271634 0.433052 0.8120301 0.8120301 0.8345865
OG0005396 1.517233 0.6891596 35.51835 12.53531 6.001302 7.01826 NA 0.2380205 1.233015 0.0001113735 NA 0.9988116 37.87217 37.42897 38.31242 0.3575098 0.3793071 0.3575098 0.4656132 0.4838714 0.4656132 0.8409091 0.8409091 0.8522727
OG0005397 9.353028 13.92826 6.173696 7.684468 12.90857 18.28803 NA 0.999812 NA 0.9998117 NA 0.9998118 46.54715 40.59016 45.63583 0.2769776 0.4132543 0.2769776 0.4099357 0.4228675 0.4099357 0.7692308 0.7564103 0.7564103
OG0005398 8.96193 13.61354 31.46034 23.24604 7.2268 15.12236 NA 0.9975994 NA 0.2144284 NA 0.9975995 36.58364 36.42101 36.78039 0.3756599 0.3956622 0.3756599 0.4665242 0.4675349 0.4665242 0.9848485 0.969697 0.969697
OG0005399 3.102178 14.62361 45.49174 22.31427 4.175777 13.95384 NA 0.9733879 NA 0.003214769 NA 0.9733879 56.21308 57.44797 56.65263 0.05165861 0.04676125 0.05165861 0.4648654 0.4676729 0.4648654 0.4210526 0.4736842 0.4736842
OG0005400 3.448456 6.404297 22.95604 10.09977 75.59204 86.82734 NA 0.9958194 1.861198 0.0002747911 NA 0.9958196 38.56907 31.28088 45.13268 0.3779681 0.5531552 0.3779681 0.4210842 0.5817736 0.4210842 1 1 0.75
OG0005402 4.545684 15.5261 77.83516 33.96747 15.02115 13.19767 NA 0.9998056 0.957863 2.832408e-06 NA 0.6077224 46.96931 41.32253 44.11303 0.215669 0.2580607 0.215669 0.4631857 0.4873102 0.4631857 0.840708 0.8938053 0.8495575
OG0005403 0.9390633 2.05238 30.54476 10.194 2.990048 4.991342 NA 0.9995845 1.246113 0.0002204618 NA 0.9997052 34.80009 34.46872 35.18575 0.4299789 0.4426459 0.4299789 0.4691418 0.5028495 0.4691418 0.9526316 0.9631579 0.9315789
OG0005404 0.2262314 3.492538 18.37629 6.988901 0.1799895 4.792603 NA 0.9991779 NA 0.01133924 NA 0.9991779 53.94171 43.76069 51.29789 0.2312676 0.2991076 0.2312676 0.3660303 0.4195445 0.3660303 0.6769231 0.7692308 0.6923077
OG0005406 2.018363 3.407024 2.259256 2.241172 2.175436 2.155931 NA 0.9998022 NA 0.9747244 NA 0.9997595 32.12044 31.94862 33.8448 0.4736321 0.4928059 0.4736321 0.4500586 0.4407314 0.4500586 0.8706468 0.880597 0.8756219
OG0005407 5.486195 5.471829 19.66067 31.96903 7.023732 6.465733 NA 0.9999554 NA 0.9999554 NA 0.3337341 42.5261 46.15624 44.87427 0.2734137 0.2447531 0.2734137 0.4351892 0.4625671 0.4351892 0.8076923 0.7884615 0.8076923
OG0005408 14.47302 13.92938 22.00747 22.70966 3.349054 9.597751 NA 0.7984662 NA 0.9807223 NA 0.9872497 41.84317 40.16489 41.65031 0.2108118 0.243843 0.2108118 0.4516686 0.4767221 0.4516686 0.6956522 0.7173913 0.7173913
OG0005409 0.06011517 0.4440328 3.954221 4.707233 0.674205 5.665705 NA 0.9999654 NA 0.9999654 NA 0.9999654 51.49425 52.31825 53.733 0.1435567 0.1574102 0.1435567 0.4019615 0.4273905 0.4019615 0.7068966 0.7068966 0.6810345
OG0005412 12.02461 9.726902 52.239 29.29984 4.818788 10.11643 NA 0.4695896 0.951255 0.0006097631 NA 0.9990863 50.19534 45.93162 49.31856 0.1613579 0.2237541 0.1613579 0.4404086 0.4718934 0.4404086 0.6785714 0.7410714 0.6785714
OG0005413 0.1483881 2.708201 3.369076 4.269714 1.368964 2.934867 NA 0.9901303 NA 0.9901304 NA 0.9901303 43.20389 32.07345 41.3983 0.4150726 0.615254 0.4150726 0.4179841 0.4164104 0.4179841 0.8529412 0.8823529 0.8529412
OG0005414 0.5514289 1.772814 8.46583 7.752302 2.883603 2.611745 NA 0.9999947 NA 0.8610196 NA 0.9094226 40.70175 34.96952 35.49614 0.4624732 0.4848594 0.4624732 0.4659608 0.4805673 0.4659608 0.8717949 0.8717949 0.9102564
OG0005415 1.280236 2.465337 26.28417 19.32205 1.337781 5.994282 NA 0.9992461 NA 0.2236746 NA 0.9991615 56.36535 52.9678 52.55503 0.1442817 0.1124515 0.1442817 0.4585269 0.449884 0.4585269 0.6363636 0.6783217 0.6223776
OG0005416 0.1709088 2.787052 3.278132 10.02636 5.565487 8.713987 NA 0.9998801 NA 0.9998802 NA 0.9998803 46.8379 47.2123 45.73128 0.1966977 0.190525 0.1966977 0.4480861 0.450141 0.4480861 0.7718447 0.7621359 0.7669903
OG0005417 0.1441163 1.250034 9.60208 1.741004 2.355643 2.831015 NA 1 NA 0.002044785 NA 1 58.34415 48.98082 56.31139 0.2151388 0.2699127 0.2151388 0.375114 0.3895646 0.375114 0.7346939 0.7142857 0.755102
OG0005418 1.120223 0.001723667 1.00051 3.28786 0.1227406 2.003886 NA 0.3528685 NA 0.9997303 NA 0.9997301 53.72509 50.30738 52.85797 0.271192 0.3214615 0.271192 0.277937 0.3319319 0.277937 0.3170732 0.2682927 0.2926829
OG0005419 3.109453 1.56564 4.765931 10.05122 2.396891 4.330261 NA 0.3031328 NA 0.9997574 NA 0.9998627 28.09583 27.28023 30.64929 0.6525507 0.6234681 0.6525507 0.3165592 0.3439669 0.3165592 0.9 0.9 0.9
OG0005420 0.3214427 14.13174 24.88949 8.824518 0.1155955 4.925502 NA 1 NA 0.001442175 NA 1 29.2767 27.90507 29.15733 0.550184 0.5936397 0.550184 0.4825021 0.5089152 0.4825021 0.8932039 0.9417476 0.9029126
OG0005421 8.614858e-14 -9.124972e-15 9.87789 11.65569 0.319506 1.011195 NA 0.999414 NA 0.9994141 NA 0.9994141 30.52192 30.79914 30.56441 0.616509 0.5447251 0.616509 0.4466527 0.4304724 0.4466527 0.9805195 0.961039 0.9805195
OG0005423 1.54039 5.253417 21.09465 2.40745 0.2878316 8.740776 NA 0.9997394 2.763146 4.526745e-06 NA 0.9997237 43.14775 40.49234 43.50132 0.2836141 0.356438 0.2836141 0.4393037 0.4671538 0.4393037 0.8318584 0.8716814 0.8141593
OG0005425 4.939491 7.071315 20.07959 6.258385 6.891897 2.07069 NA 0.9775223 NA 0.006858365 NA 0.09204631 53.41336 53.29137 53.80098 0.09229998 0.09064186 0.09229998 0.4266226 0.4318588 0.4266226 0.3428571 0.3714286 0.3428571
OG0005426 0.4586161 3.045328 5.244894 6.212633 2.067512 1.104191 NA 0.9999713 NA 0.9999713 NA 0.5749777 58.56545 60.09803 59.80001 0.1307208 0.1196701 0.1307208 0.3565919 0.3399827 0.3565919 0.5972222 0.6111111 0.5972222
OG0005427 2.918324 6.779135 17.48528 16.00844 3.959133 4.683859 NA 0.9999898 NA 0.5606782 NA 0.9999899 44.48176 39.92883 42.01362 0.2721037 0.3015517 0.2721037 0.443605 0.4721105 0.443605 0.9069767 0.9069767 0.8837209
OG0005428 0.07507118 3.055804 2.054985 3.035233 1.011995 3.992806 NA 0.999604 NA 0.9999525 NA 0.9995601 56.13386 55.95646 56.17538 0.1078829 0.1183822 0.1078829 0.3722523 0.3768765 0.3722523 0.4298246 0.4210526 0.4210526
OG0005429 2.74051 3.848785 14.5634 23.66553 1.577303 6.688237 NA 0.9999068 NA 0.9999756 NA 0.999927 33.93529 35.26799 35.58393 0.4284036 0.4313544 0.4284036 0.4456181 0.4505293 0.4456181 0.9542484 0.9738562 0.9346405
OG0005431 13.77382 13.95873 16.7069 11.02971 37.34817 67.14569 NA 0.8333771 NA 0.9999813 NA 0.9998714 47.26433 41.73351 46.37393 0.1254325 0.2014297 0.1254325 0.4759745 0.4904165 0.4759745 0.8116883 0.8441558 0.8116883
OG0005432 2.412555 0.9349231 7.8598 9.037019 2.468773 3.304294 NA 0.3878281 NA 0.9980028 NA 0.9980028 55.90183 55.90029 51.32491 0.2026607 0.1096174 0.2026607 0.4718366 0.4252202 0.4718366 0.7837838 0.8108108 0.7927928
OG0005433 2.127424 4.527936 2.666587 10.75067 4.855716 0.02499428 NA 0.9989897 NA 0.9989897 NA 0.00179569 30.99643 30.18115 31.38173 0.5330984 0.5396367 0.5330984 0.4051239 0.4008705 0.4051239 0.9166667 0.8541667 0.8958333
OG0005434 4.069367 10.601 44.31292 19.85673 9.446322 14.00457 NA 0.9991549 1.009713 0.0004713849 NA 0.999155 54.54617 55.04005 54.53063 0.05115528 0.04810027 0.05115528 0.4856324 0.4855259 0.4856324 0.2434783 0.2521739 0.2434783
OG0005435 1.497376 0.7850953 6.862563 8.4208 4.900482 0.618199 NA 0.5001525 NA 0.9998522 NA 0.01370373 25.53855 28.9494 27.69497 0.6570333 0.6501435 0.6570333 0.3611116 0.3154521 0.3611116 1 1 1
OG0005436 1.91543 7.626269 25.10125 8.23528 2.491885 5.44202 NA 0.9933789 1.343144 0.0005228186 NA 0.9933789 43.39514 39.15834 35.97962 0.4259175 0.3174483 0.4259175 0.507592 0.4775584 0.507592 0.8539326 0.9101124 0.8764045
OG0005437 1.157499 3.206202 8.78885 9.662819 0.3963646 1.855219 NA 1 NA 1 NA 1 57.49823 59.82788 57.33174 0.09502444 0.08055597 0.09502444 0.4259757 0.417807 0.4259757 0.3504274 0.3589744 0.3589744
OG0005438 7.424695 5.30175 52.61087 30.4147 9.267947 7.305025 NA 0.499479 1.648402 8.726433e-05 NA 0.6709816 60.95362 52.0575 61 0.05335392 0.2558687 0.05335392 0.4305409 0.5725544 0.4305409 0.6976744 0.7209302 0.6744186
OG0005440 11.85476 7.388914 9.046155 16.29615 6.555972 8.207272 NA 0.1487084 NA 0.9997493 NA 0.9997493 55.93329 56.21085 57.50588 0.0734178 0.07917732 0.0734178 0.4433878 0.4461634 0.4433878 0.7837838 0.7567568 0.7657658
OG0005441 2.501795 6.883721 11.41271 5.728496 119.498 124.5445 NA 0.9998246 NA 0.1328122 NA 0.9998231 47.38507 46.16375 53.17902 0.08850253 0.2001526 0.08850253 0.4995109 0.4742363 0.4995109 0.8971963 0.9065421 0.8971963
OG0005442 1.622499 3.899074 10.27412 13.05139 0.04395216 4.861463 NA 0.9999707 NA 0.9999707 NA 0.9999706 48.99298 48.89209 49.25637 0.2523198 0.2701093 0.2523198 0.4140677 0.4357714 0.4140677 0.7946429 0.7946429 0.7857143
OG0005443 2.938938 5.243091 48.95572 15.17941 20.52705 22.98848 NA 0.9970513 1.242847 5.618278e-06 NA 0.9970512 34.66638 33.4236 38.08228 0.3557253 0.4519849 0.3557253 0.4464176 0.4767485 0.4464176 1 1 0.9411765
OG0005444 1.772736 2.472199 6.906078 3.224083 5.961134 4.148446 NA 0.9975299 NA 0.1963306 NA 0.4477606 51.02976 51.77115 53.64718 0.1724199 0.1299434 0.1724199 0.4024919 0.4170468 0.4024919 0.2622951 0.2622951 0.2786885
OG0005446 0.269912 0.4024453 33.6905 12.52131 46.33023 32.07668 NA 0.6635589 1.853568 2.786837e-05 NA 0.04888984 44.0143 45.09102 47.25114 0.1616299 0.2038984 0.1616299 0.449741 0.4692362 0.449741 0.9 0.9 0.85
OG0005448 0.06858744 1.248194 44.88562 1.018051 4.686666 13.51377 NA 0.9996128 3.473336 2.04281e-14 NA 0.9996128 40.71177 35.28585 41.42591 0.2601981 0.4410976 0.2601981 0.4114792 0.5714023 0.4114792 0.8461538 0.9692308 0.8615385
OG0005449 6.97039 6.21871 35.24912 13.96499 11.89322 8.188107 NA 0.6475146 1.060096 0.0003226376 NA 0.2519649 49.28078 38.67803 43.29568 0.2370045 0.3350308 0.2370045 0.5013402 0.6124944 0.5013402 0.8159509 0.8527607 0.8220859
OG0005451 1.584865 1.348989 17.17716 11.55953 3.625906 5.928296 NA 0.7466969 NA 0.1704871 NA 1 43.28291 41.9081 46.45191 0.2245534 0.2571248 0.2245534 0.4426641 0.459878 0.4426641 0.75 0.7844828 0.7672414
OG0005452 0.2095375 9.121345 8.138697 6.020028 1.233784 7.113778 NA 0.9998005 NA 0.5188999 NA 0.9998002 44.45941 40.6786 44.20575 0.2518495 0.2995712 0.2518495 0.3878438 0.3895188 0.3878438 0.7765957 0.8085106 0.787234
OG0005453 5.87346 10.7641 34.16388 25.06901 4.536544 10.45149 NA 0.9995053 NA 0.08905641 NA 0.9995053 30.69284 28.53106 29.93706 0.5166381 0.6164034 0.5166381 0.4808035 0.5241838 0.4808035 0.952381 0.9642857 0.9583333
OG0005454 2.14162 2.152162 1.779267 5.048272 2.997533 4.267161 NA 0.998722 NA 0.9987219 NA 0.9987219 52.91173 52.29913 52.44162 0.1033002 0.1074671 0.1033002 0.4899159 0.4870358 0.4899159 0.3236715 0.3140097 0.3188406
OG0005455 13.35351 14.85097 9.925218 2.84727 1.467955 5.492335 NA 0.9993193 NA 0.01960583 NA 0.9993193 48.75096 53.12849 53.18543 0.1810723 0.1902947 0.1810723 0.4143421 0.3998116 0.4143421 0.71875 0.703125 0.703125
OG0005456 0.3930558 2.680909 16.75838 21.20329 0.1521114 2.415756 NA 0.999835 NA 0.9999804 NA 0.999851 46.21603 44.17104 46.93853 0.2390128 0.2591279 0.2390128 0.4485781 0.4754298 0.4485781 0.7819549 0.8195489 0.7894737
OG0005458 0.002722529 0.9472348 1.983793 0.001487831 4.831979 1.434713 NA 0.999945 NA 0.0530176 NA 0.1253459 60.96022 61 53.32329 0.1938809 0.1964367 0.1938809 0.2885072 0.2980302 0.2885072 0.4878049 0.5121951 0.4878049
OG0005459 0.01361283 4.068156 2.948089 2.002632 1.10867 2.214008 NA 0.9999872 NA 0.6678768 NA 0.9999871 53.99941 53.80567 56.33765 0.1015155 0.1071703 0.1015155 0.4025242 0.4063774 0.4025242 0.7439024 0.7560976 0.7439024
OG0005460 5.426655 6.520282 24.41853 7.697498 1.298075 2.791094 NA 0.9995565 1.333886 0.0006663106 NA 0.9995565 45.9863 43.78222 33.10175 0.5093259 0.2052334 0.5093259 0.7345334 0.4949103 0.7345334 0.921875 0.953125 0.921875
OG0005461 1.09567 3.062137 4.222523 1.153559 3.335512 7.22304 NA 1 NA 0.2034195 NA 1 50.04247 51.32258 51.52515 0.1126071 0.1167562 0.1126071 0.4127524 0.4158127 0.4127524 0.3529412 0.3529412 0.3823529
OG0005462 1.110113 1.160695 1.000531 1.997441 0.006923956 4.003833 NA 0.9999866 NA 0.9999853 NA 0.999977 57.25271 58.52471 58.29375 0.0676932 0.06640953 0.0676932 0.4094897 0.4093785 0.4094897 0.5225225 0.5225225 0.5045045
