OG BAT_1+2_gc BAT_3rd_gc BRO_1+2_gc BRO_3rd_gc BGM_1+2_gc BGM_3rd_gc
OG0004664 49.39 73.78 49.68 76.58 49.09 74.39
OG0004665 49.39 74.02 50.66 77.70 49.24 74.77
OG0004666 52.13 78.92 51.75 78.77 50.25 76.67
OG0004668 47.48 85.74 47.84 84.93 48.52 91.34
OG0004669 46.10 50.82 47.11 54.72 53.46 61.64
OG0004670 44.35 31.12 44.78 32.42 44.41 31.01
OG0004671 47.49 79.14 47.52 78.43 46.83 76.23
OG0004672 47.12 43.71 48.39 48.12 46.53 43.64
OG0004673 52.97 95.68 52.43 97.30 52.70 94.05
OG0004674 46.67 71.33 48.34 80.12 50.00 73.28
OG0004675 54.82 67.47 59.60 74.59 54.78 68.66
OG0004678 48.82 65.88 48.67 66.37 46.93 62.20
OG0004679 43.97 73.41 44.05 76.20 43.44 74.87
OG0004681 52.20 76.35 55.47 83.64 53.83 80.85
OG0004682 51.85 81.79 52.04 76.74 53.04 89.86
OG0004683 58.60 79.44 55.64 83.07 56.97 81.08
OG0004684 49.59 81.85 51.13 80.28 50.70 81.67
OG0004685 50.70 84.91 56.96 74.89 50.40 84.13
OG0004687 45.62 29.88 45.63 28.85 45.62 30.28
OG0004688 47.49 52.06 47.81 45.72 47.49 51.94
OG0004690 52.40 70.67 51.67 70.48 51.98 70.79
OG0004691 48.04 68.24 48.24 71.21 48.43 70.20
OG0004692 51.46 74.89 51.19 75.93 53.16 76.96
OG0004693 43.64 49.37 44.03 51.89 43.72 49.84
OG0004694 54.64 96.22 54.15 94.81 54.56 94.65
OG0004696 51.12 70.82 51.24 75.83 51.38 74.89
OG0004697 38.24 38.97 38.24 39.71 37.96 39.13
OG0004698 50.16 80.57 50.16 83.06 51.06 70.21
OG0004701 57.79 87.00 57.93 85.79 58.30 85.38
OG0004703 51.87 86.70 50.80 89.36 54.12 90.21
OG0004706 43.85 61.96 45.85 66.44 45.33 65.05
OG0004707 55.51 83.46 55.64 82.68 55.51 82.68
OG0004708 54.35 80.94 55.52 85.19 54.34 80.54
OG0004709 54.12 90.98 54.75 88.48 54.14 86.46
OG0004710 46.03 67.52 46.61 67.06 49.31 64.14
OG0004711 52.19 91.97 52.85 93.14 51.97 92.99
OG0004712 44.39 40.52 44.72 40.40 44.61 40.07
OG0004713 57.71 90.71 58.46 92.28 57.01 89.89
OG0004714 54.42 91.97 53.78 92.06 54.00 92.40
OG0004715 50.86 70.31 51.74 68.65 52.35 70.02
OG0004716 57.29 78.39 51.30 61.66 53.94 69.69
OG0004718 64.01 96.12 62.76 96.09 63.59 96.12
OG0004719 45.74 94.33 43.38 93.38 44.37 93.38
OG0004720 51.70 82.41 50.82 87.00 53.02 82.25
OG0004723 58.92 90.31 59.21 92.37 59.21 91.58
OG0004724 46.95 61.83 47.66 61.72 47.33 61.83
OG0004726 51.32 50.82 47.02 34.59 46.90 36.46
OG0004727 53.48 82.23 50.20 60.08 49.51 88.35
OG0004728 52.09 79.50 50.75 80.83 51.13 80.45
OG0004729 56.40 83.44 56.19 82.87 58.26 83.95
OG0004730 48.87 72.65 48.87 72.40 49.55 76.02
OG0004731 53.19 91.79 53.48 93.05 54.24 91.84
OG0004732 51.36 65.91 56.10 74.66 51.87 68.03
OG0004734 50.00 81.25 50.99 84.21 50.19 81.48
OG0004735 46.23 45.07 45.94 45.36 45.94 44.78
OG0004736 50.25 58.78 50.39 60.77 50.28 59.58
OG0004737 54.82 87.15 54.80 90.00 54.12 85.57
OG0004738 49.92 79.51 51.06 82.32 49.50 80.96
OG0004739 61.03 87.69 62.23 82.40 60.84 85.71
OG0004742 48.52 70.44 49.01 71.92 48.51 68.81
OG0004743 51.69 79.55 51.79 80.54 53.24 86.31
OG0004744 48.81 87.65 48.73 89.01 48.52 85.89
OG0004745 52.93 82.51 52.94 84.16 52.70 82.06
OG0004746 50.00 70.18 45.51 64.45 51.28 68.80
OG0004747 51.44 84.12 51.69 84.27 52.49 82.99
OG0004748 48.32 81.56 52.45 86.41 50.26 82.56
OG0004749 47.07 46.90 42.51 47.18 45.58 39.82
OG0004750 57.20 92.22 58.56 93.39 58.17 93.00
OG0004751 48.74 65.47 49.01 65.29 47.54 56.48
OG0004752 50.93 96.27 51.55 96.89 50.73 93.48
OG0004755 55.34 72.76 54.78 73.23 57.45 73.56
OG0004756 46.93 84.12 47.09 86.01 46.93 84.28
OG0004757 47.70 83.76 47.46 86.87 51.07 83.40
OG0004758 53.53 74.39 53.31 73.73 53.63 72.75
OG0004759 46.40 70.40 46.03 71.15 43.41 56.91
OG0004760 55.81 85.56 54.75 73.21 56.83 84.71
OG0004762 46.51 80.79 51.95 72.08 42.67 77.60
OG0004763 44.25 67.06 44.25 66.67 43.86 69.07
OG0004764 51.88 92.37 51.35 96.19 51.48 93.31
OG0004765 58.33 89.66 59.09 88.24 53.47 95.83
OG0004766 59.63 66.93 57.72 75.18 56.81 72.40
OG0004767 50.07 71.57 50.37 70.48 49.93 72.22
OG0004770 58.12 73.30 58.60 77.01 59.11 72.54
OG0004771 52.61 87.73 52.35 86.95 52.24 87.34
OG0004772 48.25 63.16 48.91 68.12 48.46 63.60
OG0004774 47.04 78.70 47.55 74.62 47.25 74.31
OG0004775 58.93 91.80 59.56 92.35 59.65 92.59
OG0004776 53.85 72.59 53.75 73.08 52.30 72.65
OG0004777 49.21 87.70 50.78 89.02 49.40 89.68
OG0004778 48.42 53.41 47.06 53.24 48.53 53.97
OG0004779 48.31 40.82 47.01 34.94 47.94 39.33
OG0004781 41.75 51.94 43.19 53.47 43.06 53.21
OG0004782 44.73 81.01 44.87 80.96 44.57 82.29
OG0004784 46.71 73.66 46.30 76.13 46.71 74.07
OG0004785 53.66 94.87 53.65 96.35 54.01 96.35
OG0004786 60.95 80.67 59.16 81.08 59.27 78.27
OG0004787 52.26 97.83 53.51 95.68 57.29 94.30
OG0004788 46.17 72.41 47.12 78.95 46.33 72.52
OG0004789 49.56 75.91 46.90 85.99 46.99 83.88
OG0004790 41.41 33.85 42.50 34.87 41.41 34.10
OG0004791 51.72 90.51 60.84 72.94 49.45 85.95
OG0004792 60.26 91.75 63.28 79.34 60.69 91.67
OG0004793 41.04 73.63 41.04 72.64 41.04 73.63
OG0004794 52.27 85.28 53.41 87.12 51.14 85.98
OG0004795 49.06 53.42 49.55 54.75 49.06 53.74
OG0004796 45.52 58.18 39.49 58.37 40.50 59.06
OG0004798 51.76 70.46 54.07 73.21 57.25 79.08
OG0004799 54.60 68.07 56.04 70.03 54.64 67.77
OG0004800 51.30 66.56 51.30 69.81 51.14 68.18
OG0004801 48.51 77.41 48.11 79.84 48.39 78.57
OG0004802 53.35 72.32 53.53 71.65 52.90 68.23
OG0004803 45.41 84.23 46.62 83.86 46.63 83.55
OG0004804 47.21 58.03 47.44 59.81 47.32 58.38
OG0004805 52.02 90.68 52.66 92.19 52.19 91.88
OG0004806 48.78 57.14 53.41 71.59 56.99 73.43
OG0004807 44.89 49.78 44.03 46.77 44.89 50.22
OG0004808 47.27 82.86 45.48 78.72 46.10 78.28
OG0004809 38.94 39.42 45.21 61.64 43.65 58.55
OG0004810 45.07 95.92 44.24 94.59 38.07 92.66
OG0004811 55.61 96.26 55.93 96.30 55.56 95.93
OG0004812 51.51 72.29 51.43 73.95 50.87 71.18
OG0004813 49.66 74.43 54.65 59.60 49.65 74.42
OG0004815 41.06 71.77 46.83 80.30 42.68 70.09
OG0004816 48.99 42.98 49.32 43.33 48.85 42.81
OG0004817 54.53 76.45 56.98 65.70 54.33 75.90
OG0004818 54.13 95.05 57.14 91.33 55.60 92.54
OG0004819 45.62 78.89 46.03 80.29 45.77 79.15
OG0004822 43.21 47.44 43.33 47.95 43.21 47.44
OG0004823 52.56 70.77 52.04 70.56 56.14 72.46
OG0004824 33.76 30.26 31.96 32.91 33.03 30.63
OG0004825 52.43 67.63 55.28 80.95 52.68 70.24
OG0004826 43.94 41.41 39.29 42.38 40.78 39.72
OG0004827 49.77 82.81 49.37 82.52 48.38 79.03
OG0004828 45.51 76.96 45.18 77.56 45.26 76.63
OG0004830 43.24 44.88 42.83 45.70 42.22 48.41
OG0004831 50.64 63.99 51.44 66.13 50.96 64.31
OG0004832 42.65 50.49 43.07 50.50 43.07 50.50
OG0004833 44.39 66.59 44.85 68.19 52.84 82.98
OG0004834 50.47 71.80 50.60 66.27 50.00 66.87
OG0004835 44.04 46.56 43.74 46.17 43.81 46.10
OG0004836 46.24 52.37 46.32 54.34 46.24 53.36
OG0004838 58.84 84.35 56.23 86.89 58.62 85.83
OG0004839 49.38 81.25 48.83 93.46 48.91 80.62
OG0004841 46.77 61.94 46.52 63.93 46.52 62.44
OG0004843 43.23 56.92 43.43 57.25 43.32 57.25
OG0004844 53.99 79.82 55.07 82.26 54.10 80.49
OG0004845 44.38 84.60 44.50 87.53 45.81 90.17
OG0004846 47.53 63.74 47.53 64.84 47.27 63.04
OG0004848 56.60 88.34 52.21 86.05 56.21 89.48
OG0004849 49.42 71.38 49.47 71.15 49.65 71.55
OG0004850 47.05 64.56 47.00 65.68 42.86 56.45
OG0004851 49.15 87.50 50.00 98.20 53.42 95.55
OG0004852 60.48 93.43 59.71 92.20 58.50 86.41
OG0004854 51.62 73.15 51.65 72.91 51.65 72.25
OG0004855 47.63 51.78 45.27 53.19 46.96 53.93
OG0004857 55.31 65.34 55.42 66.50 58.03 67.97
OG0004858 43.14 33.77 43.42 36.18 43.42 33.55
OG0004859 51.52 59.72 51.75 56.07 51.41 55.97
OG0004860 54.90 58.76 56.42 58.52 54.63 57.69
OG0004861 45.08 63.89 52.70 84.30 47.32 68.69
OG0004862 46.43 63.84 45.76 65.18 44.55 58.55
OG0004863 50.17 89.42 51.04 88.20 50.11 90.17
OG0004864 50.49 59.87 50.32 62.38 49.43 67.92
OG0004865 48.14 73.97 50.10 71.56 48.80 74.67
OG0004866 51.80 58.01 51.80 59.94 52.07 58.84
OG0004867 48.05 75.38 46.37 86.46 45.64 82.31
OG0004868 47.31 60.22 47.96 62.80 47.54 56.48
OG0004869 46.54 70.48 48.34 69.97 47.59 72.59
OG0004870 45.81 60.23 45.85 60.55 45.73 59.98
OG0004871 54.02 33.93 55.41 36.04 55.36 33.04
OG0004872 43.17 53.98 42.92 53.17 43.11 49.25
OG0004874 45.55 67.65 46.07 70.49 45.65 69.43
OG0004875 48.62 67.71 50.27 70.91 48.58 68.79
OG0004876 40.45 57.54 39.29 54.68 40.55 58.39
OG0004877 47.26 63.45 47.67 69.49 47.25 65.68
OG0004878 46.86 60.99 47.31 66.37 47.31 62.33
OG0004879 50.04 58.57 50.04 59.57 50.08 59.64
OG0004882 44.96 33.75 44.97 33.58 44.96 33.50
OG0004884 60.00 96.34 60.88 97.18 59.72 97.18
OG0004885 47.21 73.77 48.06 78.45 47.44 77.97
OG0004886 40.64 48.21 40.84 47.81 40.44 48.61
OG0004887 42.22 71.26 42.71 72.02 42.22 72.46
OG0004888 45.79 59.81 51.02 65.48 48.99 63.82
OG0004889 48.02 86.63 47.54 86.27 51.70 89.81
OG0004890 43.43 67.15 43.29 68.78 43.43 66.42
OG0004891 53.21 77.09 52.30 86.22 52.19 80.58
OG0004892 53.16 71.73 48.74 59.00 55.95 73.63
OG0004893 45.72 67.87 48.05 69.48 44.48 65.84
OG0004894 47.68 70.20 48.03 75.00 47.35 71.52
OG0004895 48.54 76.73 49.00 78.47 48.69 75.96
OG0004896 46.24 89.07 46.55 89.58 46.36 89.19
OG0004897 48.65 89.53 49.01 91.02 48.65 90.79
OG0004898 45.65 82.61 45.41 83.09 47.22 79.56
OG0004900 52.78 84.69 54.10 87.54 52.61 84.69
OG0004901 51.17 68.94 50.72 75.36 51.38 67.45
OG0004903 54.84 75.88 54.21 78.32 60.05 80.00
OG0004904 44.72 31.19 44.59 30.93 44.46 31.19
OG0004905 51.13 84.96 52.38 87.47 51.62 85.79
OG0004907 46.27 77.55 57.57 72.55 46.23 78.43
OG0004908 53.15 82.12 53.32 89.03 55.42 85.43
OG0004909 56.40 93.37 57.64 92.90 56.40 93.37
OG0004910 50.29 87.21 51.66 86.74 52.36 89.62
OG0004912 50.87 94.26 50.38 93.79 54.89 90.89
OG0004913 47.65 60.00 47.94 60.59 52.11 66.39
OG0004914 47.59 84.14 39.09 68.18 48.82 84.51
OG0004916 44.52 80.24 48.65 88.96 46.22 84.34
OG0004917 48.21 64.15 49.01 64.32 48.97 64.40
OG0004919 56.25 99.13 54.62 98.90 54.06 98.75
OG0004920 50.45 80.00 50.47 79.81 51.07 78.83
OG0004921 45.67 65.80 45.67 67.53 42.83 57.34
OG0004922 55.53 91.37 56.36 91.74 57.56 91.67
OG0004923 47.27 76.86 47.48 79.02 47.29 74.37
OG0004924 41.75 70.57 41.56 68.79 40.66 65.50
OG0004925 44.34 66.51 44.37 65.89 44.37 65.42
OG0004926 45.27 81.59 45.43 84.68 45.70 84.95
OG0004927 55.59 87.50 55.85 89.09 55.75 87.56
OG0004928 59.25 88.56 60.16 90.10 59.51 88.55
OG0004929 47.59 85.77 48.24 86.27 45.63 86.51
OG0004932 44.80 70.41 44.11 72.86 44.33 70.09
OG0004933 46.63 78.10 50.71 81.98 47.41 61.34
OG0004936 50.27 36.91 51.12 41.71 51.48 42.58
OG0004937 42.97 70.27 42.70 71.89 42.97 71.89
OG0004939 51.83 90.30 52.82 92.97 51.62 91.32
OG0004940 42.62 77.38 44.24 80.47 43.05 72.54
OG0004941 60.43 93.04 60.43 93.91 60.87 95.65
OG0004942 46.90 59.29 43.44 61.48 45.61 57.39
OG0004943 46.77 47.42 45.85 48.13 46.05 47.67
OG0004944 44.59 49.73 45.30 43.59 41.44 49.10
OG0004945 46.53 63.84 47.74 67.74 50.13 58.49
OG0004946 49.54 72.60 50.22 69.60 56.37 79.62
OG0004947 43.75 53.24 43.75 54.63 43.75 54.17
OG0004948 55.11 81.77 55.11 83.70 54.83 81.77
OG0004951 53.48 92.95 54.38 92.62 53.83 92.23
OG0004952 49.35 93.18 50.00 91.30 50.00 94.62
OG0004953 44.62 62.99 48.14 70.78 46.01 66.10
OG0004954 62.02 54.81 59.91 51.72 59.91 51.72
OG0004955 52.76 85.35 52.53 82.78 53.59 86.38
OG0004957 46.55 70.72 47.04 73.36 47.04 72.37
OG0004958 47.50 79.71 48.86 79.22 47.76 79.68
OG0004959 50.38 67.23 50.46 69.05 50.30 67.53
OG0004960 48.51 78.81 48.95 84.75 48.58 78.96
OG0004961 59.22 93.55 61.27 95.42 63.58 95.66
OG0004962 42.37 55.56 42.67 56.74 42.60 55.32
OG0004963 42.62 53.54 43.36 54.94 42.33 51.99
OG0004964 51.86 63.84 52.63 67.65 52.28 63.49
OG0004965 49.13 50.12 52.77 52.17 49.00 50.37
OG0004966 57.07 93.29 57.06 93.53 57.25 93.74
OG0004967 42.15 52.07 42.15 53.72 41.74 52.07
OG0004968 42.16 49.02 41.52 47.39 41.26 47.56
OG0004969 41.20 78.40 40.48 76.38 40.48 75.59
OG0004970 44.38 68.22 45.93 68.60 44.38 67.83
OG0004971 47.60 73.08 51.22 74.47 48.08 75.00
OG0004972 50.00 86.72 53.95 86.44 52.53 91.41
OG0004973 41.75 77.19 42.15 80.67 41.97 77.88
OG0004974 42.74 32.37 43.15 32.37 43.15 33.20
OG0004975 51.71 73.60 51.37 74.73 40.62 45.00
OG0004976 43.06 46.86 44.71 52.37 42.41 46.60
OG0004977 45.38 81.03 46.71 87.12 45.37 81.74
OG0004978 47.53 74.86 47.79 79.01 47.79 74.59
OG0004981 40.62 56.73 41.03 62.50 44.50 67.00
OG0004982 57.04 85.28 57.00 80.98 56.66 78.89
OG0004983 46.39 49.19 46.66 49.92 46.09 49.57
OG0004984 46.04 63.17 45.80 66.67 45.11 57.33
OG0004985 53.61 64.79 54.95 68.99 53.21 64.99
OG0004986 53.33 85.71 53.23 85.48 53.88 87.86
OG0004987 48.26 72.39 48.38 73.50 48.49 72.85
OG0004988 51.95 96.88 51.66 97.85 52.10 94.87
OG0004989 55.70 93.54 56.23 94.44 55.92 94.42
OG0004990 50.43 49.16 48.90 47.96 50.53 49.65
OG0004992 51.82 74.45 53.67 88.42 58.72 80.00
OG0004996 48.60 65.17 48.88 66.57 48.60 64.89
OG0004998 44.79 54.72 45.49 52.58 45.06 52.58
OG0004999 47.10 83.24 47.72 84.68 47.24 84.38
OG0005000 47.39 77.92 47.60 79.04 47.60 78.60
OG0005001 42.41 37.19 42.35 37.43 42.24 34.85
OG0005003 53.50 89.34 53.53 88.02 53.54 90.83
OG0005005 40.28 61.11 40.28 65.48 39.88 63.49
OG0005006 50.51 84.62 53.36 88.38 51.92 91.13
OG0005007 42.79 41.33 42.76 41.05 42.74 41.44
OG0005008 52.85 86.59 52.86 88.57 50.26 86.29
OG0005009 58.42 94.30 58.66 95.35 58.24 94.59
OG0005010 52.26 94.76 52.38 95.64 52.27 93.45
OG0005011 48.82 86.39 48.82 84.62 48.53 85.96
OG0005012 48.80 48.72 53.90 50.84 49.41 50.44
OG0005013 49.49 67.81 49.49 68.89 49.29 67.74
OG0005014 54.85 87.75 54.34 87.82 54.78 88.92
OG0005015 46.06 62.83 44.58 58.13 44.88 57.16
OG0005017 37.47 39.34 38.56 38.26 36.52 37.45
OG0005018 55.45 86.36 57.52 85.84 55.91 89.09
OG0005019 48.39 62.37 48.99 66.44 48.39 61.29
OG0005020 48.13 87.17 42.59 87.58 48.13 87.92
OG0005022 50.61 70.22 50.41 71.58 51.11 77.23
OG0005023 41.25 40.02 41.11 39.42 41.25 40.02
OG0005026 50.07 85.41 50.27 88.65 50.07 86.68
OG0005027 45.19 51.73 45.29 52.50 45.29 51.73
OG0005028 43.37 41.33 44.80 40.48 41.13 38.03
OG0005029 45.54 64.68 43.38 62.90 44.75 65.70
OG0005031 53.14 89.94 53.48 91.96 54.09 91.36
OG0005032 60.80 89.98 62.11 91.71 60.45 90.06
OG0005034 38.84 32.14 39.44 31.09 38.30 30.30
OG0005035 53.26 93.31 52.54 94.22 52.82 93.66
OG0005036 51.76 85.71 52.65 85.71 51.58 88.65
OG0005039 46.30 54.81 47.04 58.52 46.67 55.56
OG0005041 54.36 91.28 55.81 87.74 54.84 91.61
OG0005042 45.76 60.73 51.89 70.45 46.29 60.00
OG0005044 52.39 61.19 51.78 55.08 51.78 54.82
OG0005045 51.85 86.14 52.31 84.09 54.43 91.87
OG0005050 44.46 38.19 44.74 38.01 44.17 37.03
OG0005051 58.00 92.79 58.43 95.38 59.00 90.52
OG0005052 52.28 68.48 52.67 67.11 52.79 70.76
OG0005053 51.74 76.28 52.11 80.97 51.66 76.89
OG0005054 50.80 83.53 53.05 88.80 50.80 83.94
OG0005055 54.83 83.81 55.01 85.37 54.06 84.01
OG0005056 46.82 63.35 48.10 76.09 48.10 73.37
OG0005057 47.87 93.80 48.84 93.82 47.04 93.68
OG0005058 64.18 92.91 62.08 94.61 63.11 96.72
OG0005060 52.52 89.26 53.52 89.66 51.03 88.71
OG0005061 47.99 60.17 45.13 51.26 48.27 60.81
OG0005062 49.88 43.30 50.24 42.82 49.88 43.30
OG0005063 50.60 84.13 50.50 87.31 50.47 84.11
OG0005064 58.31 96.10 58.20 94.77 58.77 96.69
OG0005065 52.20 85.71 51.49 90.59 51.95 86.04
OG0005066 42.44 38.76 42.28 38.08 42.44 38.76
OG0005067 49.75 81.34 50.00 93.27 49.64 92.34
OG0005069 59.23 89.20 60.63 88.50 61.21 96.14
OG0005070 48.78 79.56 54.00 82.50 48.59 85.20
OG0005071 51.22 79.90 50.45 78.09 48.90 75.82
OG0005072 57.43 60.69 57.52 61.59 57.43 60.90
OG0005073 47.72 81.92 48.18 83.42 47.64 82.38
OG0005074 58.22 75.11 57.69 76.92 58.15 75.33
OG0005077 42.31 44.91 42.71 46.88 42.63 44.31
OG0005078 52.12 78.12 48.36 63.39 52.23 78.12
OG0005079 49.23 82.74 49.78 81.52 50.45 83.56
OG0005080 43.11 77.33 44.44 73.86 42.80 73.20
OG0005082 44.20 50.62 44.83 52.46 45.06 55.56
OG0005083 46.15 81.75 47.04 83.39 45.84 82.25
OG0005084 55.95 81.32 54.62 77.63 54.09 79.53
OG0005085 53.77 86.99 54.71 87.50 53.06 90.54
OG0005086 53.50 76.47 52.42 82.42 54.70 83.76
OG0005088 59.14 96.95 61.52 94.59 62.36 96.47
OG0005089 63.57 94.51 62.08 92.75 63.37 93.92
OG0005090 53.92 90.34 54.43 89.62 54.63 92.03
OG0005092 50.00 77.29 50.29 79.59 49.31 72.02
OG0005093 56.23 69.47 54.58 70.23 54.55 70.03
OG0005094 50.61 67.88 51.82 70.30 51.52 68.48
OG0005096 58.25 90.26 60.06 92.14 59.16 93.51
OG0005099 47.29 28.86 47.26 28.24 48.15 27.57
OG0005100 44.08 76.12 44.32 76.63 43.99 75.33
OG0005102 51.76 90.45 52.40 91.03 51.76 91.67
OG0005104 55.63 72.30 56.43 76.11 56.37 75.17
OG0005106 44.72 56.85 45.08 58.10 45.04 57.36
OG0005108 47.19 60.27 47.96 60.78 49.86 62.91
OG0005109 54.41 69.73 54.79 73.56 54.60 72.80
OG0005110 54.87 87.10 55.86 88.27 55.56 88.24
OG0005111 44.55 33.33 44.99 39.60 43.85 39.65
OG0005112 51.23 73.99 51.13 61.65 51.35 76.91
OG0005113 45.38 63.08 45.96 63.13 45.20 62.12
OG0005114 60.96 89.69 61.31 90.16 67.32 92.16
OG0005115 46.44 85.02 49.06 91.39 47.76 87.36
OG0005116 43.84 77.54 42.19 68.44 46.18 75.80
OG0005117 52.11 78.06 51.51 74.54 51.65 77.58
OG0005119 59.39 94.50 60.00 93.97 58.68 95.14
OG0005120 46.46 34.85 46.57 35.51 46.46 34.68
OG0005121 45.67 67.00 45.71 70.42 45.76 68.20
OG0005122 50.25 76.99 50.69 81.98 44.42 52.91
OG0005123 45.56 64.65 48.05 73.68 45.10 61.26
OG0005124 44.20 83.92 43.55 84.74 43.41 84.34
OG0005125 53.68 92.21 53.31 92.15 53.36 93.29
OG0005127 44.94 89.51 45.31 92.97 45.44 89.71
OG0005128 51.38 91.54 50.81 90.84 51.55 92.57
OG0005129 45.21 82.53 45.03 77.05 45.05 75.51
OG0005130 47.93 75.60 49.86 82.14 47.93 76.63
OG0005131 55.05 91.04 56.12 91.04 55.13 91.17
OG0005132 43.07 77.14 44.06 80.03 43.38 76.46
OG0005133 49.16 87.87 48.95 87.66 49.27 87.87
OG0005134 52.13 86.41 51.19 88.66 50.77 87.52
OG0005136 49.36 71.37 49.57 70.09 45.67 62.04
OG0005137 56.97 78.18 57.53 80.84 56.67 78.18
OG0005138 47.36 68.66 47.30 69.43 48.87 67.62
OG0005139 44.27 58.78 44.32 59.40 43.51 58.78
OG0005140 50.24 91.04 51.71 91.29 51.77 90.62
OG0005141 39.68 30.69 39.68 28.57 39.42 29.63
OG0005142 45.58 61.56 48.20 71.13 45.03 61.22
OG0005143 57.34 90.12 59.19 95.32 57.92 91.25
OG0005145 52.44 84.28 54.19 92.49 51.41 81.03
OG0005146 54.90 93.71 55.59 92.31 58.04 88.69
OG0005147 48.68 74.28 49.04 75.60 48.58 74.32
OG0005149 52.83 88.68 48.76 82.16 49.07 82.16
OG0005150 59.16 87.99 59.13 88.62 59.13 87.16
OG0005152 48.00 55.71 47.88 56.19 48.00 55.63
OG0005153 57.13 97.06 57.21 96.63 57.68 95.84
OG0005154 53.05 89.85 50.98 87.45 52.79 90.36
OG0005155 50.45 86.17 52.07 91.22 48.99 85.51
OG0005156 52.96 87.76 53.97 90.89 53.31 91.63
OG0005157 49.86 70.36 50.71 71.23 55.26 76.15
OG0005159 43.61 69.06 43.85 72.07 43.85 71.51
OG0005160 42.27 41.41 42.39 42.39 42.37 41.64
OG0005162 50.38 86.33 50.92 86.96 52.02 83.23
OG0005163 45.16 55.58 45.24 57.77 45.20 55.14
OG0005164 54.81 85.68 55.13 89.09 54.92 87.02
OG0005165 50.83 77.31 48.46 85.96 47.84 83.36
OG0005166 39.71 65.14 40.29 64.57 39.81 66.02
OG0005167 46.40 58.50 45.24 55.67 45.36 56.50
OG0005168 52.28 90.66 51.08 87.85 52.50 87.95
OG0005169 53.10 66.94 51.14 66.19 50.29 63.32
OG0005170 53.61 62.25 54.36 58.72 53.78 58.14
OG0005171 45.80 39.60 45.22 39.29 45.42 39.68
OG0005172 45.37 62.86 44.47 60.07 44.08 56.94
OG0005174 51.10 51.43 51.01 52.00 49.34 58.97
OG0005175 53.97 68.41 54.19 69.33 56.00 68.80
OG0005176 54.17 69.35 53.42 70.42 52.58 70.76
OG0005177 51.60 78.44 52.10 81.24 51.60 79.96
OG0005178 50.33 75.16 54.44 71.77 49.59 67.77
OG0005179 48.39 78.62 48.62 82.99 48.39 80.00
OG0005180 51.32 64.91 51.54 66.67 51.54 65.79
OG0005181 47.88 67.44 48.80 68.51 48.00 66.86
OG0005182 49.34 79.74 52.42 84.14 49.78 78.60
OG0005183 52.74 75.81 47.76 63.67 62.75 56.35
OG0005184 50.70 78.99 52.31 81.54 50.56 79.05
OG0005185 48.14 55.83 51.83 67.38 49.69 59.26
OG0005186 46.20 55.07 49.36 60.58 51.84 48.62
OG0005187 42.45 59.84 42.94 68.14 42.54 59.84
OG0005188 54.88 57.29 55.12 62.86 54.78 62.08
OG0005189 56.58 94.68 60.69 97.59 55.50 94.37
OG0005191 50.98 75.92 48.59 70.22 50.36 70.63
OG0005192 58.90 73.11 60.41 73.61 59.07 72.59
OG0005193 46.71 60.24 46.85 62.39 46.85 60.09
OG0005194 59.30 89.26 57.08 82.13 54.37 90.29
OG0005195 42.82 88.56 40.15 77.54 43.09 88.56
OG0005196 44.72 52.78 44.11 53.58 44.79 53.12
OG0005197 49.31 76.94 50.14 79.94 49.44 75.56
OG0005198 59.20 91.57 61.30 95.02 58.42 84.54
OG0005200 44.33 64.54 45.04 67.02 44.86 65.60
OG0005202 43.79 60.91 43.79 61.41 43.71 60.74
OG0005203 43.80 62.31 44.14 64.84 43.75 64.06
OG0005204 42.38 72.82 42.57 74.54 42.48 74.44
OG0005205 59.29 80.43 56.15 77.65 58.78 79.60
OG0005206 50.41 54.40 51.32 80.79 50.30 54.71
OG0005207 50.68 93.20 52.56 91.03 54.23 91.01
OG0005210 49.24 59.52 49.73 60.24 50.54 60.86
OG0005211 48.04 51.76 47.05 55.91 47.91 53.14
OG0005212 45.11 85.75 44.71 85.00 44.57 85.56
OG0005213 48.87 73.24 48.87 74.38 48.98 74.38
OG0005214 46.88 58.75 46.98 61.77 46.82 58.97
OG0005215 51.32 94.32 53.25 95.94 52.04 96.99
OG0005216 56.81 70.34 56.88 70.95 57.81 72.85
OG0005217 52.60 67.35 53.33 69.77 53.38 67.50
OG0005218 56.06 87.89 56.91 89.70 54.49 87.71
OG0005219 43.49 67.56 43.90 68.18 43.60 67.36
OG0005221 52.37 85.18 51.20 83.98 52.37 84.25
OG0005224 42.83 32.52 42.48 32.17 43.01 32.52
OG0005225 57.24 90.50 56.59 91.30 56.29 92.37
OG0005227 50.81 60.29 53.51 65.00 53.00 66.25
OG0005229 49.57 66.52 50.22 70.43 49.78 68.70
OG0005230 53.98 85.84 50.53 82.98 49.47 77.37
OG0005231 53.66 86.56 54.37 93.80 53.93 92.13
OG0005233 48.51 58.93 49.59 65.29 49.62 60.15
OG0005234 42.00 75.00 44.22 63.01 42.50 76.00
OG0005235 50.69 89.45 50.68 92.24 50.91 88.69
OG0005236 45.39 74.27 46.12 74.27 46.06 80.00
OG0005237 49.24 53.80 49.93 56.25 49.36 54.86
OG0005238 42.80 29.60 42.80 31.20 42.80 27.20
OG0005239 47.13 61.26 51.77 85.16 46.93 61.65
OG0005242 50.11 81.28 50.69 84.17 50.34 82.80
