OG BRO-BGM BAT-BGM BAT-BRO PHY-BAT PHY-BRO PHY-BGM
OG0004629 4.95 1.65 5.10 30.67 34.99 31.36
OG0004630 4.62 1.44 14.27 24.42 34.46 21.75
OG0004631 1.78 1.08 1.87 20.85 21.44 20.89
OG0004633 6.17 3.57 6.29 97.34 100.86 96.65
OG0004634 2.63 1.49 2.82 19.77 19.83 19.71
OG0004635 3.32 1.70 3.51 30.41 44.08 20.60
OG0004637 3.36 1.89 3.88 21.93 21.46 21.85
OG0004638 5.87 4.04 5.27 41.43 41.75 40.46
OG0004639 2.73 1.00 2.72 18.77 19.93 18.98
OG0004640 5.32 3.96 7.75 41.72 45.00 44.57
OG0004641 1.66 0.80 1.18 15.54 14.45 15.61
OG0004642 2.26 1.50 3.22 18.02 18.02 18.02
OG0004643 1.12 1.17 1.62 19.63 18.85 19.11
OG0004644 6.81 4.37 6.81 62.25 62.71 61.10
OG0004645 2.18 1.24 2.13 39.49 38.50 39.83
OG0004646 86.84 3.61 85.87 14.68 70.34 15.22
OG0004647 6.29 2.18 6.29 58.72 59.14 59.14
OG0004648 15.73 3.82 15.73 20.57 53.36 25.27
OG0004649 3.90 1.02 4.23 31.85 31.26 31.45
OG0004650 2.76 3.01 4.18 29.55 30.17 29.98
OG0004651 3.29 1.92 1.93 26.57 20.33 28.65
OG0004652 4.37 9.03 11.40 33.82 27.54 26.80
OG0004653 2.14 10.41 8.83 19.93 13.75 14.68
OG0004654 4.06 5.47 5.25 23.81 23.55 23.30
OG0004656 90.74 0.67 17.38 25.38 42.29 24.52
OG0004658 1.70 0.51 1.77 20.65 20.53 22.43
OG0004659 3.24 82.40 4.19 21.27 21.71 21.94
OG0004661 4.70 1.60 5.24 24.60 24.60 24.81
OG0004662 3.13 2.51 1.72 14.14 13.74 15.67
OG0004663 5.92 3.93 3.36 26.55 27.77 25.96
OG0004664 3.03 1.65 3.48 18.64 21.13 17.03
OG0004665 3.94 1.54 3.82 29.46 31.57 29.91
OG0004666 5.62 3.93 4.56 30.41 31.13 28.98
OG0004668 1.93 1.54 3.75 24.75 24.51 23.49
OG0004669 5.34 6.93 3.49 35.85 32.77 30.20
OG0004670 2.39 1.55 2.48 19.02 17.35 19.36
OG0004671 5.86 3.28 6.85 23.69 27.66 25.31
OG0004672 4.32 1.24 2.79 28.52 28.56 28.61
OG0004673 3.52 2.02 4.10 20.02 18.62 20.50
OG0004674 3.32 0.59 4.03 29.03 26.55 32.02
OG0004675 7.43 1.42 7.11 45.20 45.08 44.97
OG0004676 1.92 0.76 2.51 83.63 84.05 83.63
OG0004678 3.34 1.33 3.27 21.01 28.48 28.71
OG0004679 2.54 1.97 2.87 31.58 31.95 32.01
OG0004681 5.25 1.00 5.33 19.81 19.83 19.09
OG0004682 112.81 1.84 7.98 43.58 46.75 38.96
OG0004683 5.17 6.64 4.92 41.09 39.44 36.22
OG0004684 4.59 2.28 4.89 20.76 23.62 21.52
OG0004685 1.21 7.28 13.37 18.09 30.04 20.41
OG0004687 1.48 0.94 1.48 22.20 22.51 22.82
OG0004688 3.14 0.77 3.14 16.66 107.63 17.39
OG0004690 2.23 1.02 1.96 28.15 28.89 29.42
OG0004691 3.08 1.46 3.49 20.38 20.04 19.87
OG0004692 3.57 0.92 3.24 28.60 30.87 29.44
OG0004693 1.91 0.53 2.02 15.62 15.62 15.98
OG0004694 6.15 5.85 8.83 45.34 44.30 44.69
OG0004696 2.97 2.02 3.90 22.64 23.13 23.03
OG0004697 0.74 1.50 0.74 29.22 29.22 29.58
OG0004698 16.38 12.92 5.42 27.07 28.24 37.84
OG0004701 8.16 4.35 9.23 42.28 43.48 43.04
OG0004703 3.50 2.57 3.50 26.18 26.18 28.50
OG0004705 4.73 3.20 4.73 32.69 31.45 32.69
OG0004706 1.64 0.81 1.99 19.15 18.40 19.15
OG0004707 1.06 0.62 1.33 26.61 26.61 25.97
OG0004708 3.82 1.99 3.99 37.81 38.19 37.22
OG0004709 6.33 8.18 7.13 24.38 22.54 19.95
OG0004710 3.12 2.38 2.22 32.17 31.81 29.88
OG0004711 4.11 1.73 3.90 17.42 18.16 17.36
OG0004712 2.64 1.65 2.53 30.30 31.16 30.73
OG0004713 6.12 2.48 7.05 106.95 108.15 103.48
OG0004714 3.28 2.88 4.29 22.46 21.47 22.06
OG0004715 9.61 4.15 8.10 47.25 45.65 46.89
OG0004716 12.78 1.70 17.43 18.09 28.98 18.17
OG0004717 7.51 8.98 8.67 35.67 33.29 33.38
OG0004718 2.70 2.16 2.94 24.74 23.60 23.98
OG0004719 2.03 1.44 1.93 8.27 8.18 7.92
OG0004720 3.38 2.79 1.61 11.63 10.78 13.52
OG0004723 1.51 0.80 1.51 38.42 39.61 38.42
OG0004724 4.08 1.55 4.36 33.68 33.45 32.08
OG0004726 0.47 5.26 0.47 14.44 14.44 14.92
OG0004727 101.24 2.32 27.11 34.05 34.70 28.24
OG0004728 4.27 2.13 4.32 112.81 111.52 114.11
OG0004729 4.00 3.17 4.17 18.29 19.04 17.19
OG0004730 7.32 3.73 6.32 33.75 33.75 33.42
OG0004731 3.17 2.90 2.59 30.41 30.41 30.41
OG0004732 3.31 1.42 4.38 32.50 30.37 29.52
OG0004734 5.66 0.37 5.53 20.71 21.13 20.29
OG0004735 2.51 1.37 1.86 35.68 35.19 36.18
OG0004736 1.86 0.89 1.91 23.77 15.85 16.33
OG0004737 3.44 2.04 3.58 47.56 47.04 47.19
OG0004738 4.22 0.95 4.40 19.12 19.12 19.12
OG0004739 4.24 1.56 2.44 29.73 29.73 29.73
OG0004742 3.05 1.68 2.86 24.35 23.44 23.81
OG0004743 8.12 7.55 2.13 21.86 22.68 23.10
OG0004744 2.37 0.56 2.26 17.03 17.23 16.88
OG0004745 2.00 0.61 2.00 16.55 16.17 15.98
OG0004746 12.50 0.61 7.26 13.83 11.45 17.48
OG0004747 4.22 0.85 4.10 19.79 19.54 20.38
OG0004748 21.47 2.86 22.36 20.06 36.12 19.82
OG0004749 1.81 2.73 10.65 29.20 37.97 28.65
OG0004750 5.40 2.65 5.96 33.24 35.54 33.65
OG0004751 1.76 1.37 1.70 17.74 17.66 17.12
OG0004752 3.41 1.05 2.54 16.74 16.74 18.61
OG0004755 7.59 6.14 5.16 32.68 31.99 40.85
OG0004756 2.78 1.48 3.33 24.67 25.65 25.03
OG0004757 10.63 17.49 5.71 16.24 14.58 20.34
OG0004758 1.49 2.25 1.94 26.95 26.85 26.85
OG0004759 9.82 8.65 2.04 17.06 18.34 23.14
OG0004760 15.94 4.47 13.72 41.82 35.22 42.41
OG0004762 5.06 1.06 4.99 33.92 45.69 27.36
OG0004763 1.72 1.00 2.02 15.66 15.66 15.80
OG0004764 2.42 1.20 2.41 27.94 28.30 28.30
OG0004765 3.34 2.37 9.96 44.50 43.28 33.82
OG0004766 2.92 1.64 2.39 22.25 23.29 23.13
OG0004767 3.72 2.18 4.18 51.56 51.94 50.45
OG0004770 7.22 2.68 7.62 51.50 50.98 51.50
OG0004771 2.72 0.98 2.23 16.65 17.65 16.86
OG0004772 4.07 1.18 4.70 22.61 23.43 23.02
OG0004774 1.24 0.80 1.40 36.15 33.53 33.85
OG0004775 5.50 1.93 6.29 31.75 34.78 31.64
OG0004776 5.70 3.81 4.67 24.41 26.60 24.63
OG0004777 5.51 2.16 5.37 25.54 25.86 26.29
OG0004778 3.14 1.23 3.37 34.39 32.49 34.14
OG0004779 5.46 5.46 7.51 33.51 31.29 31.02
OG0004780 7.71 2.94 8.92 32.06 33.09 33.35
OG0004781 1.74 0.49 1.64 19.16 17.98 18.44
OG0004782 2.20 2.07 2.22 20.65 21.17 21.35
OG0004784 3.24 1.25 3.09 19.92 20.28 20.28
OG0004785 2.99 1.49 3.26 26.82 27.05 27.58
OG0004786 4.61 1.94 5.03 39.57 40.67 40.98
OG0004787 5.65 3.78 6.78 20.77 23.20 60.82
OG0004788 5.15 1.62 5.31 23.00 24.89 23.12
OG0004789 1.84 7.42 8.15 134.99 24.47 23.67
OG0004790 1.17 0.52 1.30 16.80 16.80 17.20
OG0004791 31.03 2.54 24.71 19.46 36.33 19.04
OG0004792 18.11 3.05 21.15 26.47 102.37 26.65
OG0004793 2.03 1.01 1.69 14.88 15.70 14.68
OG0004794 5.93 1.96 6.59 47.23 48.76 47.17
OG0004795 2.97 1.71 3.36 36.54 35.86 36.19
OG0004796 3.31 1.34 3.18 31.58 98.44 95.74
OG0004798 6.71 4.48 4.16 35.57 36.56 43.33
OG0004799 6.07 3.37 6.55 51.52 50.84 50.79
OG0004800 4.01 1.98 4.13 26.20 28.39 27.45
OG0004801 6.99 1.38 7.39 24.31 25.07 24.69
OG0004802 3.52 1.43 3.39 22.74 23.17 23.17
OG0004803 1.39 0.76 1.14 24.35 24.07 24.49
OG0004804 1.64 0.48 1.64 17.65 17.65 17.49
OG0004805 2.66 1.48 3.31 15.65 17.41 15.65
OG0004806 6.37 3.36 4.85 27.55 24.41 18.85
OG0004807 5.44 1.81 4.35 56.89 57.92 55.58
OG0004808 4.59 2.94 3.53 24.85 28.08 27.34
OG0004809 2.04 6.84 7.20 67.35 21.60 21.60
OG0004810 4.78 4.12 5.06 19.51 18.63 21.68
OG0004811 6.23 2.22 6.15 29.62 31.23 29.81
OG0004812 1.35 1.24 1.62 13.67 13.05 13.52
OG0004813 23.83 0.54 24.74 17.57 127.45 17.15
OG0004815 4.09 0.83 2.52 14.55 18.26 18.49
OG0004816 4.07 2.40 4.22 43.84 44.58 44.08
OG0004817 11.71 2.46 11.01 30.36 47.03 31.65
OG0004818 6.41 1.67 10.61 25.21 28.82 25.14
OG0004819 2.63 0.83 2.63 17.02 17.31 17.21
OG0004822 1.56 0.52 1.56 18.14 18.14 18.25
OG0004823 0.34 -0.00 0.34 10.84 10.84 10.84
OG0004824 6.89 1.37 7.83 34.66 57.37 35.30
OG0004825 2.66 1.82 3.17 24.08 27.98 24.60
OG0004826 56.85 5.71 60.25 53.77 38.31 53.85
OG0004827 7.37 15.88 1.84 20.80 20.11 30.08
OG0004828 2.56 1.27 2.78 23.44 24.81 22.99
OG0004830 2.15 1.07 2.65 17.11 18.15 16.77
OG0004831 3.52 1.19 3.64 32.39 33.45 32.74
OG0004832 2.72 0.33 3.06 18.63 19.94 19.07
OG0004833 17.03 14.68 1.86 25.83 27.09 37.46
OG0004834 3.25 2.50 4.82 19.76 19.62 20.19
OG0004835 3.73 2.41 3.82 21.48 21.58 21.86
OG0004836 1.88 1.05 2.05 23.71 24.06 24.23
OG0004837 5.23 2.63 3.48 41.34 42.89 44.49
OG0004838 2.34 1.44 2.45 123.51 116.37 125.12
OG0004839 5.52 2.66 3.85 13.06 13.89 14.71
OG0004841 2.19 1.34 2.62 28.92 28.65 29.49
OG0004843 1.11 1.01 1.15 22.34 22.25 22.16
OG0004844 2.90 1.42 3.22 21.80 22.40 21.40
OG0004845 2.36 1.96 3.09 20.50 20.61 20.10
OG0004846 1.30 1.49 1.49 18.25 19.21 18.97
OG0004848 4.69 3.40 5.79 32.20 34.85 32.99
OG0004849 3.65 2.15 3.45 37.90 33.30 34.96
OG0004850 4.48 3.12 3.13 18.85 19.15 19.15
OG0004851 6.68 12.78 10.73 20.92 20.09 19.81
OG0004852 4.20 9.43 4.53 22.03 24.13 22.43
OG0004854 2.93 3.32 4.87 29.74 26.81 27.88
OG0004855 5.77 1.60 5.63 22.87 19.77 23.73
OG0004857 5.92 4.73 2.88 26.38 25.64 27.84
OG0004858 1.79 1.79 1.34 22.48 22.19 21.89
OG0004859 3.12 10.21 11.84 45.66 53.28 51.24
OG0004860 3.45 1.14 3.23 23.18 21.19 22.92
OG0004861 9.98 1.15 9.98 24.79 34.22 24.45
OG0004862 2.90 1.05 3.05 21.49 22.29 21.29
OG0004863 3.40 2.25 3.50 17.28 16.97 17.68
OG0004864 4.30 4.03 1.42 10.65 10.99 10.31
OG0004865 9.96 4.34 8.42 41.19 44.20 42.90
OG0004866 2.73 1.30 2.92 38.37 38.53 37.90
OG0004867 2.69 2.30 3.20 23.61 23.12 25.14
OG0004868 6.58 5.22 2.56 22.44 23.12 26.17
OG0004869 6.54 3.40 6.43 26.40 27.80 27.12
OG0004870 1.44 1.22 1.68 19.19 18.96 18.44
OG0004871 1.22 1.21 2.15 36.81 36.32 35.83
OG0004872 6.13 3.88 2.94 66.16 66.60 65.72
OG0004874 2.30 1.72 2.45 18.48 18.03 18.30
OG0004875 6.53 1.42 4.72 26.59 29.39 27.63
OG0004876 1.24 0.78 0.91 10.49 10.60 10.39
OG0004877 2.74 1.87 3.48 21.92 22.49 21.92
OG0004878 2.29 1.52 2.91 17.13 17.13 17.13
OG0004879 2.43 1.31 2.08 13.97 12.41 13.19
OG0004882 0.93 0.34 0.59 20.11 20.44 20.00
OG0004884 7.78 2.78 7.78 39.94 42.23 39.46
OG0004885 2.93 3.33 3.91 24.99 26.35 24.64
OG0004886 1.75 1.21 1.89 34.41 34.41 34.20
OG0004887 1.72 0.91 1.82 25.03 26.50 25.46
OG0004888 4.20 0.32 2.23 35.25 40.64 40.26
OG0004889 12.16 10.77 2.87 16.23 15.21 25.47
OG0004890 2.15 1.31 1.65 17.76 17.70 18.17
OG0004891 2.77 1.51 3.54 27.75 28.13 27.02
OG0004892 10.24 5.26 10.25 36.85 36.52 37.85
OG0004893 8.87 8.60 3.39 26.14 25.58 33.55
OG0004894 2.03 2.26 2.03 13.61 13.61 14.14
OG0004895 4.01 1.61 3.94 22.50 22.34 22.43
OG0004896 2.88 1.07 2.92 20.01 20.47 20.47
OG0004897 2.20 1.52 2.45 13.26 13.12 13.39
OG0004898 15.88 13.14 2.63 18.85 20.11 29.36
OG0004900 4.29 1.66 4.64 22.90 23.05 23.50
OG0004901 2.63 1.36 2.33 22.81 21.97 22.49
OG0004903 3.47 1.80 2.53 36.80 37.88 40.60
OG0004904 1.92 0.69 1.74 28.15 28.28 28.28
OG0004905 3.96 2.21 4.22 21.97 23.00 20.71
OG0004907 3.41 1.32 3.88 18.75 24.79 18.95
OG0004908 12.16 1.12 3.17 15.03 13.04 22.84
OG0004909 5.67 1.85 4.85 26.26 29.54 26.14
OG0004910 2.91 2.26 3.59 131.48 128.68 135.14
OG0004912 2.02 1.75 2.81 31.46 34.01 13.80
OG0004913 7.02 6.52 1.09 23.88 23.75 31.73
OG0004914 1.54 0.46 1.54 19.30 17.48 19.07
OG0004916 2.20 1.54 3.66 22.46 112.81 22.99
OG0004917 5.22 3.48 3.76 37.10 37.42 36.88
OG0004919 1.53 0.39 1.66 23.71 23.99 23.99
OG0004920 8.25 4.98 7.44 34.72 34.95 35.56
OG0004921 4.33 3.87 1.76 15.92 16.46 19.98
OG0004922 3.87 2.01 3.25 18.32 17.54 16.30
OG0004923 1.90 1.23 2.04 18.27 18.27 18.73
OG0004924 5.14 4.30 2.05 17.78 17.63 22.24
OG0004925 1.60 0.95 0.95 28.51 27.58 28.51
OG0004926 1.36 2.65 3.31 16.83 16.37 16.52
OG0004927 2.67 1.26 2.48 16.36 16.56 16.49
OG0004928 4.54 2.35 4.51 31.09 32.24 30.41
OG0004929 1.60 0.66 1.88 21.28 21.61 20.05
OG0004932 2.03 0.94 2.03 16.17 16.93 16.65
OG0004933 29.92 125.19 2.32 26.20 29.92 42.50
OG0004936 1.62 1.05 1.15 38.43 38.13 38.74
OG0004937 1.65 1.83 2.02 23.66 23.41 23.91
OG0004939 3.71 1.68 4.12 26.40 27.44 26.72
OG0004940 12.71 0.77 1.66 24.77 39.92 25.68
OG0004941 4.21 2.08 3.90 19.60 21.53 19.98
OG0004942 7.07 1.50 8.01 38.82 37.85 39.33
OG0004943 6.00 3.53 5.95 39.35 41.36 38.38
OG0004944 9.81 0.55 10.14 23.16 33.49 22.92
OG0004945 5.37 4.13 5.25 93.13 97.32 108.22
OG0004946 20.14 13.77 7.39 43.81 46.55 49.90
OG0004947 0.62 0.31 0.62 15.06 14.68 14.68
OG0004948 3.21 2.92 3.69 31.25 31.39 31.53
OG0004951 2.48 1.58 2.77 17.42 25.30 17.64
OG0004952 4.92 1.42 4.92 28.71 32.78 27.81
OG0004953 3.70 1.35 3.85 35.05 33.82 34.87
OG0004954 1.17 0.58 0.58 17.13 13.63 13.63
OG0004955 5.92 3.01 5.24 26.86 27.51 27.29
OG0004957 2.57 1.56 3.03 25.49 24.53 24.53
OG0004958 5.19 0.70 5.45 22.18 23.54 22.41
OG0004959 1.44 0.82 1.28 22.40 23.40 22.07
OG0004960 3.58 1.21 3.79 25.02 23.81 24.44
OG0004961 2.15 1.24 2.51 29.77 33.03 31.26
OG0004962 2.65 1.77 2.65 27.54 28.50 27.68
OG0004963 2.41 1.35 1.25 27.63 27.56 27.63
OG0004964 3.52 1.05 3.30 33.80 34.58 34.02
OG0004965 2.56 0.50 2.83 18.58 22.46 18.36
OG0004966 5.19 2.99 5.48 24.05 24.73 24.24
OG0004967 2.96 2.39 3.54 34.51 34.08 34.95
OG0004968 3.74 0.83 2.33 23.08 24.27 24.49
OG0004969 1.08 1.91 3.02 24.59 24.59 23.48
OG0004970 3.86 1.57 4.27 19.44 19.27 18.93
OG0004971 5.37 0.98 5.71 44.08 35.83 44.08
OG0004972 4.17 12.03 10.27 32.95 30.34 29.01
OG0004973 1.71 1.13 2.02 12.75 12.37 12.18
OG0004974 0.84 1.40 1.12 18.85 18.31 18.49
OG0004975 23.60 24.90 3.46 27.75 25.98 62.29
OG0004976 5.20 1.77 4.31 45.71 49.41 44.89
OG0004977 6.00 0.73 5.90 29.98 29.98 29.98
OG0004978 3.02 0.74 3.02 23.51 23.51 23.26
OG0004981 1.36 1.70 1.84 16.20 16.20 19.07
OG0004982 7.96 4.58 5.72 34.19 34.80 33.84
OG0004983 2.46 1.55 2.74 37.23 37.01 37.86
OG0004984 2.57 0.90 2.70 16.21 16.49 16.77
OG0004985 1.98 0.52 2.09 17.89 20.84 17.70
OG0004986 14.28 2.14 14.03 30.17 31.48 29.84
OG0004987 3.98 1.17 3.73 24.62 25.06 24.62
OG0004988 6.72 5.86 3.06 7.80 8.49 8.49
OG0004989 2.73 1.36 2.95 15.76 15.71 15.72
OG0004990 2.95 1.35 3.16 49.73 49.37 49.74
OG0004992 32.06 110.77 19.16 38.15 29.96 53.85
OG0004996 2.00 1.33 1.61 21.41 21.85 21.56
OG0004998 2.11 0.65 2.13 24.49 23.09 23.97
OG0004999 4.18 1.41 4.28 20.27 20.90 20.52
OG0005000 1.33 0.44 1.48 21.53 21.92 21.92
OG0005001 1.00 0.89 0.84 17.52 17.26 35.97
OG0005002 23.07 41.09 23.73 49.90 17.03 26.19
OG0005003 1.98 0.98 2.12 20.45 20.86 20.45
OG0005005 3.53 2.16 4.23 19.28 18.76 18.59
OG0005006 8.99 2.61 8.53 40.90 44.55 38.27
OG0005007 2.48 1.02 2.71 24.39 24.23 24.70
OG0005008 2.62 1.04 2.64 19.64 20.09 17.75
OG0005009 2.67 0.82 1.84 33.22 33.76 33.63
OG0005010 4.76 3.19 4.12 9.31 9.63 99.40
OG0005011 1.20 0.20 1.40 18.72 17.69 18.46
OG0005012 30.70 1.79 30.13 107.32 115.27 106.86
OG0005013 2.34 1.09 1.78 14.66 14.82 14.54
OG0005014 3.30 3.05 3.24 22.73 22.80 22.94
OG0005015 2.99 0.95 2.33 27.95 33.44 32.77
OG0005017 1.52 7.13 4.78 35.34 34.79 35.34
OG0005018 2.80 3.12 4.08 39.69 40.22 38.63
OG0005019 6.10 1.27 6.34 14.46 20.02 14.68
OG0005020 1.48 1.14 1.60 19.97 14.82 20.08
OG0005022 2.98 1.23 2.65 12.57 13.67 12.94
OG0005023 2.54 0.86 2.54 25.71 30.51 25.19
OG0005026 2.26 0.98 2.82 83.33 82.40 82.40
OG0005027 1.36 0.90 1.62 16.21 16.73 16.21
OG0005028 90.38 8.63 9.57 21.81 37.76 25.45
OG0005029 3.19 2.40 2.70 26.62 28.68 30.41
OG0005031 5.15 1.38 5.34 29.93 27.76 29.93
OG0005032 6.72 2.12 8.52 33.63 38.57 33.63
OG0005034 7.50 2.70 7.53 68.47 68.97 68.47
OG0005035 2.33 1.01 2.63 15.76 15.11 15.54
OG0005036 13.98 1.69 11.97 17.55 30.73 17.21
OG0005039 1.76 2.02 2.02 21.73 21.38 21.04
OG0005041 5.38 2.75 6.59 35.64 34.46 35.55
OG0005042 13.03 2.53 13.64 29.45 24.71 27.61
OG0005044 2.50 2.33 4.00 13.81 13.17 12.76
OG0005045 10.93 5.07 8.05 21.00 26.17 20.51
OG0005050 0.88 0.78 0.79 19.35 19.29 19.74
OG0005051 17.43 29.33 14.79 43.14 48.86 67.08
OG0005052 29.67 3.37 28.77 38.55 52.79 36.44
OG0005053 3.25 1.17 3.57 27.00 26.90 27.33
OG0005054 5.57 1.83 5.78 33.03 33.05 32.13
OG0005055 4.75 4.68 2.03 34.34 33.41 34.87
OG0005056 2.41 2.03 3.16 31.94 25.84 26.10
OG0005057 2.28 0.66 3.04 21.90 22.97 21.72
OG0005058 3.44 8.31 5.18 21.06 20.20 20.88
OG0005060 2.14 1.58 2.50 16.03 17.62 16.89
OG0005061 5.12 1.95 5.25 54.91 54.91 51.50
OG0005062 1.62 0.56 1.37 17.33 17.33 17.33
OG0005063 2.35 1.35 2.35 20.46 20.58 20.82
OG0005064 5.53 2.26 5.13 32.71 37.39 33.06
OG0005065 3.74 1.86 4.62 21.83 22.01 27.45
OG0005066 1.44 0.52 1.97 17.43 18.10 17.60
OG0005067 3.45 14.58 14.04 38.06 24.84 24.21
OG0005069 6.85 2.40 7.45 38.39 40.64 38.47
OG0005070 6.55 1.78 12.24 35.93 32.78 32.23
OG0005071 4.48 4.25 5.44 23.33 22.34 23.33
OG0005072 3.13 1.65 3.48 21.16 21.93 21.16
OG0005073 2.51 1.51 2.58 12.72 13.24 12.85
OG0005074 2.16 0.75 1.69 23.93 24.93 24.51
OG0005077 3.56 2.18 3.78 45.13 45.65 46.18
OG0005078 7.68 0.90 7.89 21.15 22.30 21.15
OG0005079 7.26 3.78 6.58 26.64 28.10 27.48
OG0005080 1.78 1.50 1.33 13.14 15.54 13.14
OG0005082 5.43 2.38 3.03 33.82 33.55 32.31
OG0005083 3.80 1.66 4.00 26.08 27.30 26.58
OG0005084 3.09 1.01 3.09 35.60 33.52 34.04
OG0005085 2.33 2.33 3.77 20.35 19.45 20.35
OG0005086 14.54 10.80 3.30 22.63 21.53 28.71
OG0005088 4.17 2.60 4.26 115.51 124.64 114.81
OG0005089 4.74 2.30 4.91 29.52 29.74 28.25
OG0005090 6.47 2.39 6.01 42.42 42.99 41.91
OG0005092 6.44 11.95 4.79 34.14 31.18 32.07
OG0005093 1.94 0.79 2.07 31.21 32.69 28.95
OG0005094 3.32 1.44 3.32 39.45 42.79 39.86
OG0005096 5.83 5.83 8.54 28.75 110.35 -nan
OG0005099 0.37 0.62 0.39 10.71 10.71 10.71
OG0005100 2.43 0.60 2.43 18.25 18.65 18.15
OG0005102 3.17 1.41 3.06 11.90 12.29 12.29
OG0005104 4.17 2.80 4.21 44.46 43.33 44.84
OG0005106 2.48 1.25 2.65 28.46 28.37 28.37
OG0005108 4.62 2.66 2.81 26.84 26.89 27.28
OG0005109 2.87 1.55 3.41 115.64 123.22 117.09
OG0005110 2.00 1.55 2.23 16.90 16.90 16.90
OG0005111 1.58 1.37 1.47 21.64 26.95 25.17
OG0005112 8.27 1.51 9.40 29.19 44.08 29.62
OG0005113 4.71 1.91 3.52 24.65 23.93 25.13
OG0005114 3.24 1.10 2.91 14.06 14.68 16.66
OG0005115 5.46 3.07 7.09 33.38 35.77 33.77
OG0005116 9.56 2.22 2.22 21.23 20.44 28.82
OG0005117 3.69 2.46 2.22 20.63 19.20 20.99
OG0005118 4.39 2.54 6.40 25.20 24.03 24.22
OG0005119 1.53 0.12 1.75 18.85 19.26 18.92
OG0005120 1.94 1.08 2.05 29.64 29.58 29.47
OG0005121 2.19 1.27 2.32 18.97 18.97 18.60
OG0005122 18.44 5.57 3.47 19.49 20.94 18.63
OG0005123 3.14 1.14 3.14 23.81 23.73 23.51
OG0005124 6.26 4.39 6.65 34.43 33.39 33.70
OG0005125 2.21 1.85 3.23 24.97 25.28 24.58
OG0005127 4.09 4.23 4.74 16.82 16.15 16.74
OG0005128 4.62 2.53 5.14 111.38 112.81 107.25
OG0005129 3.88 3.88 5.96 28.33 28.17 27.34
OG0005130 2.83 1.28 3.19 54.04 53.26 54.59
OG0005131 3.95 2.17 4.65 27.92 27.92 27.58
OG0005132 2.75 2.42 3.71 14.78 13.93 14.17
OG0005133 1.41 1.06 1.55 25.99 26.09 25.40
OG0005134 2.99 1.25 3.60 21.84 17.45 17.28
OG0005136 9.55 8.73 3.51 27.83 27.21 28.89
OG0005137 3.54 1.85 2.90 27.92 25.58 28.52
OG0005138 2.16 0.83 2.34 19.84 19.59 18.72
OG0005139 3.68 3.41 1.82 22.22 21.53 24.67
OG0005140 2.91 1.29 2.34 15.53 15.53 16.29
OG0005141 1.25 0.53 1.43 35.80 35.80 35.51
OG0005142 1.92 1.05 1.75 16.38 16.98 16.50
OG0005143 5.32 0.98 5.56 31.47 32.55 31.15
OG0005145 5.52 1.19 4.75 17.30 16.20 17.72
OG0005146 10.84 6.11 5.10 23.52 26.80 34.92
OG0005147 2.87 0.97 2.75 15.61 15.53 15.27
OG0005149 2.61 4.12 5.70 75.41 75.19 76.34
OG0005150 1.73 0.91 1.62 13.55 12.89 13.22
OG0005151 59.04 57.99 5.08 41.72 37.79 80.64
OG0005152 1.37 1.04 1.37 17.26 17.43 17.48
OG0005153 2.69 1.45 2.22 15.64 16.86 15.40
OG0005154 2.15 1.46 2.01 17.70 15.01 18.25
OG0005155 10.23 8.07 8.17 47.42 45.62 48.11
OG0005156 2.75 3.27 4.03 18.51 17.51 16.93
OG0005157 1.25 1.50 2.32 29.13 27.49 31.47
OG0005159 0.94 0.94 1.90 16.95 16.71 16.95
OG0005160 2.87 1.94 2.94 38.15 37.02 36.84
OG0005161 84.94 83.65 7.64 30.34 30.89 79.35
OG0005162 5.63 3.54 4.26 22.78 22.18 26.65
OG0005163 1.92 0.85 1.71 16.84 16.44 16.91
OG0005164 3.28 1.59 3.52 13.29 12.85 13.29
OG0005165 4.60 8.76 10.83 36.30 30.35 29.93
OG0005166 3.80 3.02 2.33 21.10 21.86 19.81
OG0005167 1.43 0.68 1.26 22.51 22.17 22.85
OG0005168 6.83 4.86 4.23 36.67 35.27 70.53
OG0005169 3.24 1.41 2.99 79.81 44.08 44.08
OG0005170 1.98 1.78 2.98 26.79 20.29 19.33
OG0005171 2.04 1.76 2.17 32.28 31.03 32.49
OG0005172 2.80 1.14 2.73 20.03 25.95 25.74
OG0005174 2.40 0.85 2.04 38.69 38.15 38.69
OG0005175 2.08 1.26 2.27 19.93 20.66 20.47
OG0005176 7.05 3.15 4.68 22.37 25.24 23.59
OG0005177 3.21 1.83 3.56 26.42 26.62 27.03
OG0005178 2.20 1.78 2.20 18.01 19.02 18.41
OG0005179 2.34 0.93 2.82 17.58 18.06 17.19
OG0005180 1.48 1.04 1.93 20.40 19.62 19.62
OG0005181 3.66 2.02 3.05 30.90 31.03 30.73
OG0005182 11.62 4.56 11.62 32.75 39.12 31.40
OG0005183 12.24 39.84 4.16 58.12 112.81 132.14
OG0005184 6.03 2.91 6.71 26.20 26.60 26.39
OG0005185 7.94 1.67 7.72 41.15 43.02 40.54
OG0005186 5.50 1.43 6.26 40.44 39.90 39.35
OG0005187 0.74 0.33 0.74 13.37 13.01 13.37
OG0005188 3.74 2.60 3.42 105.37 103.97 99.92
OG0005189 6.57 3.50 6.27 44.39 37.63 43.77
OG0005191 9.24 2.76 3.96 19.44 20.42 18.65
OG0005192 4.66 1.96 4.84 50.99 50.34 49.69
