OG ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
OG0007604 54.09656 54.24069 55.0442 0.14006 0.09733521 0.14006 0.3558173 0.395019 0.3558173 0.5205479 0.5205479 0.5205479
OG0007605 55.59847 48.95446 50.9893 0.1491763 0.165281 0.1491763 0.3936308 0.40713 0.3936308 0.6507937 0.7063492 0.6746032
OG0007606 59.19366 58.84263 59.38156 0.03208805 0.03557496 0.03208805 0.4534694 0.4566605 0.4534694 0.4711864 0.5050847 0.4779661
OG0007607 47.72213 45.12077 49.53945 0.1631704 0.2035717 0.1631704 0.4578967 0.4651544 0.4578967 0.7296588 0.7585302 0.7322835
OG0007608 58.84207 58.44553 57.31153 0.07609619 0.06515772 0.07609619 0.4063545 0.4121836 0.4063545 0.58 0.58 0.5733333
OG0007609 55.6028 50.74449 52.36484 0.118066 0.1236049 0.118066 0.439028 0.440455 0.439028 0.6256983 0.6368715 0.6256983
OG0007610 54.47189 61 55.26354 0.1209839 0.09771631 0.1209839 0.4020375 0.359178 0.4020375 0.6106195 0.6283186 0.6106195
OG0007611 43.24958 41.56591 45.29184 0.2224592 0.2769794 0.2224592 0.4463455 0.4634032 0.4463455 0.7535211 0.7711268 0.7535211
OG0007612 29.67773 29.63475 30.4838 0.5572688 0.552544 0.5572688 0.3572432 0.437149 0.3572432 0.9327731 0.9327731 0.9327731
OG0007613 44.48699 52.01641 52.71775 0.07139517 0.08771484 0.07139517 0.4745146 0.4734904 0.4745146 0.8010204 0.8163265 0.7908163
OG0007614 33.2267 32.82894 30.0235 0.5872712 0.5230252 0.5872712 0.3939121 0.4033551 0.3939121 0.8972603 0.9589041 0.9315068
OG0007615 43.03636 46.11862 42.30208 0.2387274 0.2352988 0.2387274 0.4319053 0.4262865 0.4319053 0.7952756 0.7716535 0.7874016
OG0007616 39.06199 36.10272 39.09476 0.3178166 0.394956 0.3178166 0.4536189 0.4688759 0.4536189 0.8456973 0.9080119 0.8575668
OG0007617 45.43764 61 45.24122 0.3415663 0.07169875 0.3415663 0.4584451 0.519668 0.4584451 0.5526316 0.5789474 0.5526316
OG0007618 47.84104 57.00686 51.78362 0.3143371 0.2842185 0.3143371 0.3894684 0.3351339 0.3894684 0.4 0.3 0.3
OG0007619 34.07676 29.80838 29.36178 0.674734 0.5933552 0.674734 0.4177896 0.4230785 0.4177896 0.9393939 0.9393939 0.959596
OG0007620 34.07676 29.80838 29.36178 0.674734 0.5933552 0.674734 0.4177896 0.4230785 0.4177896 0.9393939 0.9393939 0.959596
OG0007621 47.20409 36.29332 46.73409 0.192129 0.3957344 0.192129 0.4288029 0.534405 0.4288029 0.8915663 0.9277108 0.9096386
OG0007622 56.6101 60.60694 55.4807 0.1951212 0.1699111 0.1951212 0.2059722 0.2018233 0.2059722 0.4705882 0.4509804 0.4509804
OG0007623 36.97236 35.20989 34.53605 0.5001393 0.5218154 0.5001393 0.4354546 0.4158877 0.4354546 0.8716216 0.8918919 0.8851351
OG0007624 32.21882 28.18663 33.60488 0.4790939 0.6782784 0.4790939 0.3662582 0.3193724 0.3662582 1 1 1
OG0007625 28.19797 29.0663 28.04395 0.7342115 0.61462 0.7342115 0.3265882 0.3273879 0.3265882 1 0.9807692 1
OG0007626 42.16224 59.67005 58.77066 0.08397603 0.07780149 0.08397603 0.421093 0.4260346 0.421093 0.8648649 0.8648649 0.8378378
OG0007627 32.74032 45.65611 46.03921 0.2103928 0.2273884 0.2103928 0.4449151 0.4489541 0.4449151 0.8969072 0.9329897 0.9020619
OG0007629 58.39329 58.74271 59.97323 0.05369609 0.04645638 0.05369609 0.431893 0.4372476 0.431893 0.5980861 0.6124402 0.5885167
OG0007630 58.73791 59.37678 60.85849 0.08909954 0.08864859 0.08909954 0.3356327 0.3450238 0.3356327 0.4534884 0.4651163 0.4651163
OG0007631 34.65282 34.27489 31.72467 0.4330774 0.3952033 0.4330774 0.4453903 0.4409432 0.4453903 0.8458333 0.8875 0.875
OG0007632 29.80854 31.92233 31.2084 0.5893682 0.5741235 0.5893682 0.3943943 0.4040484 0.3943943 0.9916667 0.9666667 0.9833333
OG0007633 34.65782 35.71381 31.98778 0.6300734 0.5069649 0.6300734 0.3352297 0.3709725 0.3352297 0.8787879 0.8484848 0.8939394
OG0007634 28.83433 31.75994 35.62078 0.5039578 0.6304608 0.5039578 0.3067762 0.284052 0.3067762 0.9666667 0.9666667 0.9666667
OG0007635 31.73979 32.66328 33.06926 0.6032504 0.6167107 0.6032504 0.3720058 0.3784864 0.3720058 0.9565217 0.9347826 0.9565217
OG0007636 32.27099 30.1161 31.82647 0.5864545 0.639534 0.5864545 0.4370339 0.4545665 0.4370339 0.9095238 0.9761905 0.9428571
OG0007637 35.96968 34.80742 35.61581 0.3761508 0.4425434 0.3761508 0.4619469 0.5010987 0.4619469 0.8963731 0.880829 0.9170984
OG0007638 45.0333 41.88926 43.14249 0.2437787 0.2675003 0.2437787 0.4534837 0.454286 0.4534837 0.7427386 0.7261411 0.7344398
OG0007639 55.67265 56.75261 56.34356 0.07769535 0.2126772 0.07769535 0.4389215 0.5814475 0.4389215 0.3030303 0.3181818 0.3030303
OG0007640 55.67265 56.75261 56.34356 0.07769535 0.2126772 0.07769535 0.4389215 0.5814475 0.4389215 0.3030303 0.3181818 0.3030303
OG0007642 51.04499 49.2779 50.26091 0.2520765 0.2511326 0.2520765 0.3384786 0.3335724 0.3384786 0.6962025 0.7088608 0.6835443
OG0007643 40.92837 39.50391 40.39767 0.3624063 0.3891907 0.3624063 0.3854048 0.3818208 0.3854048 0.808 0.816 0.808
OG0007644 55.43877 56.44343 55.75159 0.07740364 0.06126022 0.07740364 0.4607451 0.462044 0.4607451 0.5957447 0.5930851 0.5930851
OG0007645 34.22254 30.45707 35.87505 0.3800687 0.5596606 0.3800687 0.4794961 0.48374 0.4794961 0.9106383 0.9361702 0.9191489
OG0007646 47.50958 47.4967 54.34212 0.3362765 0.357329 0.3362765 0.1844071 0.2569777 0.1844071 0.7027027 0.7297297 0.7027027
OG0007647 53.41367 51.9577 50.56074 0.1415311 0.1203648 0.1415311 0.4131093 0.4147178 0.4131093 0.6271186 0.6440678 0.6440678
OG0007648 30.46831 34.67483 27.09487 0.6998207 0.4288799 0.6998207 0.5262608 0.4834435 0.5262608 0.9799197 0.8674699 0.9919679
OG0007649 34.43818 34.26247 34.98584 0.4138235 0.4220302 0.4138235 0.454438 0.4632859 0.454438 0.9191617 0.9191617 0.9071856
OG0007650 55.93367 51.30267 56.83154 0.06754405 0.103686 0.06754405 0.4333232 0.4459557 0.4333232 0.6451613 0.6895161 0.625
OG0007651 48.31026 47.58122 47.44525 0.1862047 0.181413 0.1862047 0.452224 0.4541063 0.452224 0.7384615 0.7476923 0.7538462
OG0007652 47.39769 48.97739 45.32504 0.1903305 0.1479806 0.1903305 0.3578533 0.366214 0.3578533 0.3495146 0.3203883 0.3495146
OG0007653 57.49058 57.93862 57.53434 0.02944061 0.02673542 0.02944061 0.4874433 0.4878023 0.4874433 0.3991881 0.4086604 0.402571
OG0007654 61 49.98685 61 0.07544707 0.1421785 0.07544707 0.3941399 0.4842211 0.3941399 0.5445545 0.5742574 0.5346535
OG0007655 58.96812 57.58384 58.94049 0.08982847 0.09638284 0.08982847 0.4005932 0.4024396 0.4005932 0.4893617 0.4822695 0.4822695
OG0007656 56.49512 56.80647 56.72532 0.05770134 0.06219821 0.05770134 0.4618834 0.4645576 0.4618834 0.5382353 0.5588235 0.5558824
OG0007657 35.49132 30.9354 35.03857 0.394771 0.4991489 0.394771 0.422634 0.4578479 0.422634 0.8103448 0.8965517 0.8275862
OG0007658 49.70345 45.10331 37.25317 0.4552567 0.2562562 0.4552567 0.6042942 0.49543 0.6042942 0.76 0.8 0.88
OG0007659 31.97997 34.15858 33.0114 0.4248437 0.4225587 0.4248437 0.4725217 0.477755 0.4725217 0.9363296 0.9363296 0.9400749
OG0007660 45.19513 45.65957 45.66301 0.2305642 0.2033598 0.2305642 0.4733951 0.4679644 0.4733951 0.816568 0.8757396 0.8461538
OG0007661 61 61 61 0.1692507 0.1691412 0.1692507 0.1641151 0.1684459 0.1641151 0.3170732 0.3170732 0.3170732
OG0007662 37.18481 37.22713 31.95787 0.5601236 0.392393 0.5601236 0.4433583 0.3677512 0.4433583 0.9833333 0.9666667 1
OG0007663 53.92668 46.75643 53.06129 0.127749 0.1760271 0.127749 0.2994701 0.3069292 0.2994701 0.7627119 0.779661 0.7118644
OG0007664 47.46102 41.82882 53.73345 0.2337001 0.3024341 0.2337001 1.190556 0.4835287 1.190556 0.6111111 0.6666667 0.2777778
OG0007665 37.09195 32.40876 36.82006 0.4857593 0.5082628 0.4857593 0.2233426 0.3607301 0.2233426 0.9230769 0.9230769 0.9076923
OG0007666 41.54734 37.14415 38.04801 0.3332974 0.3464212 0.3332974 0.3546528 0.3619723 0.3546528 0.8055556 0.8194444 0.8125
OG0007667 50.91731 54.72809 59.47928 0.2021266 0.199144 0.2021266 0.4182502 0.4753676 0.4182502 0.5897436 0.6410256 0.5897436
OG0007668 57.069 54.1394 54.98242 0.0796876 0.1042185 0.0796876 0.4492794 0.3858617 0.4492794 0.3055556 0.3240741 0.3055556
OG0007669 37.83822 33.46246 35.05549 0.3851031 0.4509469 0.3851031 0.4922916 0.5409684 0.4922916 0.9137255 0.9529412 0.9215686
OG0007670 50.52644 49.3452 52.01909 0.153002 0.1715099 0.153002 0.4437919 0.4184072 0.4437919 0.6470588 0.6666667 0.6176471
OG0007671 43.13913 36.00315 28.7084 0.5814209 0.3353672 0.5814209 0.4734195 0.4657185 0.4734195 0.8604651 0.872093 0.872093
OG0007672 36.67012 34.48611 39.03905 0.328082 0.3937302 0.328082 0.4389551 0.4407719 0.4389551 0.8806584 0.8930041 0.8641975
OG0007673 60.01626 59.79534 60.37064 0.08022852 0.08038554 0.08022852 0.3712304 0.3724568 0.3712304 0.557047 0.5771812 0.5637584
OG0007674 50.25504 55.84021 50.11597 0.2177059 0.178533 0.2177059 0.2120725 0.2186171 0.2120725 0.5087719 0.5263158 0.5087719
OG0007675 37.52631 37.6759 38.06039 0.3027621 0.2853348 0.3027621 0.4601767 0.4815343 0.4601767 0.8317073 0.8536585 0.8414634
OG0007676 53.0664 51.54217 53.0511 0.07959439 0.0824396 0.07959439 0.4665576 0.468352 0.4665576 0.3343558 0.3389571 0.3374233
OG0007677 50.96467 61 51.32614 0.09985643 0.0844449 0.09985643 0.4817187 0.5863876 0.4817187 0.4 0.4666667 0.4190476
OG0007678 51.93404 55.05348 51.62542 0.1442301 0.120646 0.1442301 0.3874994 0.3911202 0.3874994 0.6956522 0.6884058 0.7028986
OG0007679 39.17781 40.4475 36.2459 0.2705539 0.1903207 0.2705539 0.3971316 0.4421419 0.3971316 0.7032258 0.7806452 0.7290323
OG0007680 58.06994 54.92485 56.59363 0.1077308 0.1143742 0.1077308 0.382024 0.3884647 0.382024 0.6453901 0.6595745 0.6453901
OG0007681 53.09801 49.12486 53.03029 0.1179662 0.1521026 0.1179662 0.4629276 0.4687727 0.4629276 0.6898148 0.7199074 0.6805556
OG0007682 51.47057 49.97255 57.04984 0.06419693 0.09409986 0.06419693 0.4534087 0.5118609 0.4534087 0.2674419 0.2790698 0.2674419
OG0007683 28.80345 30.19194 29.9636 0.6621706 0.6413844 0.6621706 0.2858788 0.3983347 0.2858788 0.9705882 0.9803922 0.9803922
OG0007684 35.89465 33.86959 37.61143 0.3645235 0.4193657 0.3645235 0.3619606 0.3944169 0.3619606 0.7755102 0.8877551 0.7857143
OG0007685 61 61 61 0.1228999 0.1309756 0.1228999 0.2039088 0.2080959 0.2039088 0.4418605 0.4418605 0.4186047
OG0007686 40.87144 40.16063 42.25121 0.2930764 0.3245331 0.2930764 0.4179447 0.4226586 0.4179447 0.8506787 0.8642534 0.8642534
OG0007687 49.32731 48.46674 48.84745 0.163486 0.1640128 0.163486 0.4498072 0.4552023 0.4498072 0.6057971 0.6173913 0.6028986
OG0007688 37.4435 43.09753 46.16438 0.298977 0.2973482 0.298977 0.2551317 0.4154263 0.2551317 0.2857143 0.2857143 0.2857143
OG0007689 33.8932 31.71482 28.97888 0.6058837 0.5548008 0.6058837 0.4489726 0.4201418 0.4489726 0.9112903 0.9032258 0.9354839
OG0007690 60.23064 54.37553 58.83512 0.1627241 0.135952 0.1627241 0.4113073 0.4461678 0.4113073 0.5538462 0.5846154 0.5538462
OG0007691 34.81479 34.97175 35.0047 0.3333945 0.393614 0.3333945 0.4138832 0.4502627 0.4138832 0.8604651 0.8837209 0.8430233
OG0007692 40.27577 39.93539 40.7611 0.3510614 0.359127 0.3510614 0.4150247 0.4279718 0.4150247 0.8513514 0.8513514 0.8513514
OG0007693 35.72029 32.2446 32.23152 0.6563104 0.6648493 0.6563104 0.2365891 0.2193104 0.2365891 0.9574468 0.9361702 0.9574468
OG0007694 42.79984 42.1599 41.47702 0.3885149 0.3582937 0.3885149 0.3757061 0.3880117 0.3757061 0.7536232 0.7318841 0.7536232
OG0007695 57.87417 58.74499 58.40889 0.08005149 0.07496872 0.08005149 0.3958031 0.4108364 0.3958031 0.4915254 0.5310734 0.5084746
OG0007696 37.60461 34.11096 37.87428 0.3722364 0.6417325 0.3722364 0.4592684 0.4571311 0.4592684 0.9672131 0.9344262 0.9508197
OG0007697 46.73524 54.99438 53.22245 0.0952295 0.08925976 0.0952295 0.4063977 0.4223448 0.4063977 0.7307692 0.8269231 0.7692308
OG0007698 40.91223 45.07455 39.51057 0.2794066 0.1962119 0.2794066 0.4799915 0.4902555 0.4799915 0.8186158 0.849642 0.8281623
OG0007699 53.12426 54.13829 53.43277 0.1086291 0.1070749 0.1086291 0.4559226 0.4554213 0.4559226 0.6676056 0.6732394 0.6704225
OG0007700 42.61308 49.10606 53.60454 0.1483692 0.1563466 0.1483692 0.515421 0.4442857 0.515421 0.7058824 0.7352941 0.6960784
OG0007701 54.33123 51.54963 54.66603 0.1445699 0.1770536 0.1445699 0.3622882 0.3784652 0.3622882 0.6568627 0.6960784 0.6470588
OG0007702 27.09881 28.86574 26.86312 0.6794667 0.6124183 0.6794667 0.3961042 0.4178757 0.3961042 0.9930556 0.9583333 0.9930556
OG0007703 29.26873 31.21188 31.06965 0.6343089 0.636821 0.6343089 0.2861513 0.3032429 0.2861513 0.96 0.92 0.9
OG0007704 50.62401 45.52167 56.61137 0.07682183 0.1966238 0.07682183 0.4680169 0.4796331 0.4680169 0.7307692 0.7692308 0.7307692
OG0007705 57.62803 48.11632 55.09541 0.2188238 0.2562224 0.2188238 0.2826265 0.3199361 0.2826265 0.6769231 0.7230769 0.6923077
OG0007706 28.44888 45.35045 47.11107 0.2255115 0.3495461 0.2255115 0.4484663 0.5326772 0.4484663 0.8636364 0.6363636 0.8636364
OG0007707 55.70594 51.98894 49.87258 0.1464151 0.1295962 0.1464151 0.4537123 0.4481819 0.4537123 0.25 0.25 0.2352941
OG0007708 47.74856 50.12643 60.76891 0.1204758 0.1269232 0.1204758 0.3121214 0.4169886 0.3121214 0.2173913 0.2391304 0.2391304
OG0007709 53.54279 52.24571 53.31838 0.06176446 0.06794186 0.06176446 0.4674748 0.4764393 0.4674748 0.5793451 0.6095718 0.5969773
OG0007710 41.15985 38.95184 38.70227 0.343373 0.3205075 0.343373 0.4406993 0.452946 0.4406993 0.7572016 0.8353909 0.7695473
OG0007711 61 61 61 0.09119809 0.07571309 0.09119809 0.3312462 0.3277582 0.3312462 0.4777778 0.4666667 0.4777778
OG0007712 59.7335 50.6271 50.24896 0.3022697 0.1695252 0.3022697 0.3721421 0.3623477 0.3721421 0.7524752 0.7920792 0.7722772
OG0007713 53.28665 49.76475 52.7421 0.09893391 0.142447 0.09893391 0.4760375 0.4748265 0.4760375 0.3135593 0.3347458 0.3008475
OG0007714 50.78997 45.24614 49.96714 0.1066251 0.1574123 0.1066251 0.4724371 0.486807 0.4724371 0.7130802 0.7974684 0.7151899
OG0007715 48.50176 45.5437 46.49452 0.2126629 0.2909774 0.2126629 0.441473 0.3907264 0.441473 0.7848101 0.7341772 0.7594937
OG0007716 53.39799 54.19678 54.3752 0.07119615 0.07756948 0.07119615 0.475458 0.4760238 0.475458 0.5869219 0.5948963 0.585327
OG0007717 46.20802 43.07711 41.48135 0.3067491 0.2946828 0.3067491 0.2825738 0.2746497 0.2825738 0.7564103 0.7692308 0.7692308
OG0007718 40.15033 39.95258 38.69934 0.3212454 0.3282678 0.3212454 0.4220193 0.4201306 0.4220193 0.7676056 0.8098592 0.7676056
OG0007719 55.60809 56.08087 53.99501 0.115329 0.1023171 0.115329 0.4349052 0.4377929 0.4349052 0.6111111 0.6333333 0.6222222
OG0007720 46.43346 43.69658 46.84331 0.1589482 0.215061 0.1589482 0.4799922 0.4881655 0.4799922 0.7351275 0.8101983 0.7492918
OG0007721 47.60467 42.65322 46.89714 0.3656237 0.3680214 0.3656237 0.167928 0.2014448 0.167928 0.6851852 0.6851852 0.6666667
OG0007722 45.00047 44.0588 45.78387 0.1921672 0.1962523 0.1921672 0.4186221 0.4200799 0.4186221 0.2758621 0.2758621 0.2873563
OG0007723 34.45502 34.0063 33.84172 0.4260712 0.4204192 0.4260712 0.461519 0.4648171 0.461519 0.9061728 0.9135802 0.9135802
OG0007724 48.37754 46.97205 48.27167 0.1608639 0.1726915 0.1608639 0.4373905 0.435714 0.4373905 0.7435897 0.7619048 0.7435897
OG0007725 61 53.19785 59.90507 0.08734768 0.1502852 0.08734768 0.3651942 0.3787126 0.3651942 0.6019417 0.6213592 0.6407767
OG0007726 55.06171 58.02506 54.89135 0.1534367 0.1058435 0.1534367 0.3750351 0.3869667 0.3750351 0.7217391 0.7217391 0.7217391
OG0007727 56.98315 57.9553 57.94055 0.02879681 0.02469255 0.02879681 0.4893261 0.4898904 0.4893261 0.4848101 0.5113924 0.4658228
OG0007728 59.95581 59.98183 59.23077 0.04709005 0.04496347 0.04709005 0.4296724 0.4293339 0.4296724 0.4136126 0.4031414 0.4031414
OG0007729 39.44119 38.03466 42.59033 0.2541709 0.3362249 0.2541709 0.4653631 0.465484 0.4653631 0.8181818 0.842246 0.8342246
OG0007730 51.62996 52.14411 51.78344 0.07332705 0.07219341 0.07332705 0.4808533 0.4808993 0.4808533 0.3135776 0.325431 0.3178879
OG0007731 50.72383 61 51.44677 0.1349141 0.09034304 0.1349141 0.4395132 0.486739 0.4395132 0.6551724 0.6666667 0.6666667
OG0007732 46.17463 42.34007 44.34512 0.2704801 0.2954794 0.2704801 0.3869298 0.3998258 0.3869298 0.7745665 0.7745665 0.7861272
OG0007733 57.00947 46.17187 58.92261 0.1753195 0.4000768 0.1753195 0.2889816 0.4743925 0.2889816 0.7560976 0.804878 0.7317073
OG0007734 59.48139 54.9484 52.4003 0.1888687 0.1905711 0.1888687 0.2723539 0.2723281 0.2723539 0.4117647 0.3529412 0.372549
OG0007735 49.37534 47.01622 46.00522 0.2172901 0.1891503 0.2172901 0.4591642 0.4615639 0.4591642 0.7264438 0.7841945 0.7568389
OG0007736 46.05148 44.79763 43.09183 0.2536184 0.2224765 0.2536184 0.4613903 0.4634738 0.4613903 0.7947977 0.8034682 0.8034682
OG0007737 53.63814 55.75089 54.60605 0.1188328 0.06981336 0.1188328 0.3983202 0.4494811 0.3983202 0.6545455 0.6727273 0.6
OG0007738 35.94611 43.62842 52.71688 0.2387006 0.2879829 0.2387006 0.40349 0.3980987 0.40349 0.8679245 0.8679245 0.8490566
OG0007741 39.06083 35.69653 38.40308 0.4765606 0.4286151 0.4765606 0.5033959 0.4472275 0.5033959 1 1 1
OG0007742 39.48417 39.65124 43.97785 0.3129501 0.4156362 0.3129501 0.364488 0.4064519 0.364488 0.8333333 0.5 0.5
OG0007743 32.39449 36.3876 32.69241 0.524062 0.4692193 0.524062 0.3870902 0.3646595 0.3870902 0.8631579 0.8736842 0.8736842
OG0007744 56.71773 57.34898 57.08139 0.04099701 0.03721257 0.04099701 0.4634446 0.4637162 0.4634446 0.3958333 0.4027778 0.3958333
OG0007745 59.16375 58.57276 60.32217 0.07170125 0.08140808 0.07170125 0.3953144 0.397533 0.3953144 0.6341463 0.6463415 0.6280488
OG0007747 31.15739 30.52245 36.91393 0.5765903 0.5980407 0.5765903 0.4361759 0.4630148 0.4361759 0.9245283 0.9056604 0.8490566
OG0007748 43.84437 50.58613 51.38639 0.2522742 0.2055562 0.2522742 0.3421969 0.3926648 0.3421969 0.4285714 0.5714286 0.4285714
OG0007750 46.2721 43.26059 43.23935 0.2411367 0.2513111 0.2411367 0.4371445 0.4356434 0.4371445 0.7209302 0.7674419 0.7325581
OG0007751 58.28951 52.77097 53.41001 0.1585666 0.2061344 0.1585666 0.3998436 0.389169 0.3998436 0.6233766 0.6363636 0.5974026
OG0007752 32.8672 33.58185 34.17311 0.4571355 0.4148213 0.4571355 0.4321761 0.4378433 0.4321761 0.9156118 0.8860759 0.9156118
OG0007753 36.9025 32.76621 37.74429 0.4841179 0.5633282 0.4841179 0.3158545 0.3490038 0.3158545 0.954023 0.9655172 0.954023
OG0007754 46.88411 45.18887 47.16095 0.1644953 0.1867034 0.1644953 0.4796673 0.4809107 0.4796673 0.7503338 0.7730307 0.7610147
OG0007755 36.18071 34.0773 34.99657 0.3896166 0.4168779 0.3896166 0.4580546 0.4671445 0.4580546 0.8806366 0.8965517 0.8806366
OG0007756 51.26857 55.78209 51.06781 0.1361974 0.1874738 0.1361974 0.4437234 0.494558 0.4437234 0.6823529 0.6705882 0.6705882
OG0007757 29.66926 30.93849 30.02704 0.4902427 0.5271824 0.4902427 0.3398037 0.3451474 0.3398037 0.9090909 0.9480519 0.9480519
OG0007758 31.12431 27.21774 30.77718 0.5685446 0.7273655 0.5685446 0.2931128 0.2321156 0.2931128 0.9423077 1 0.9423077
OG0007759 45.09395 38.91085 43.68557 0.3356637 0.3650474 0.3356637 0.5060172 0.447667 0.5060172 0.9714286 0.9714286 0.8857143
OG0007760 48.57676 46.76689 52.51579 0.178837 0.324053 0.178837 0.4294796 0.4046305 0.4294796 0.7195122 0.7682927 0.7195122
OG0007761 32.06262 36.36904 35.26474 0.4706328 0.4643167 0.4706328 0.3942706 0.3510662 0.3942706 0.975 0.9875 0.9875
OG0007762 54.76988 53.64513 55.75609 0.05309216 0.06762461 0.05309216 0.4903453 0.4885941 0.4903453 0.6145299 0.6350427 0.6145299
OG0007763 56.91031 60.87122 57.5772 0.06233163 0.08153319 0.06233163 0.4186264 0.4047064 0.4186264 0.3409091 0.3409091 0.3409091
OG0007764 40.26955 39.49142 41.75673 0.2804317 0.2854166 0.2804317 0.4488402 0.4571951 0.4488402 0.7190083 0.7603306 0.6942149
OG0007765 38.45136 36.03154 38.23686 0.3285263 0.3569865 0.3285263 0.2716427 0.2863905 0.2716427 0.8292683 0.8536585 0.8170732
OG0007766 39.64549 38.27645 41.04002 0.3151694 0.3704591 0.3151694 0.433417 0.4441962 0.433417 0.84689 0.8755981 0.8373206
OG0007767 45.40503 47.27467 46.53215 0.2394296 0.2428186 0.2394296 0.4007193 0.4002829 0.4007193 0.7096774 0.6935484 0.7311828
OG0007768 46.73381 47.8517 52.81138 0.07545333 0.1238692 0.07545333 0.4850841 0.4766183 0.4850841 0.6068702 0.6431298 0.6068702
OG0007769 35.22482 38.71965 35.07435 0.4693278 0.3803119 0.4693278 0.4291926 0.4492014 0.4291926 0.9037433 0.9358289 0.9197861
OG0007770 56.06437 52.10974 53.56182 0.1183009 0.1472535 0.1183009 0.4227965 0.4240844 0.4227965 0.7105263 0.7631579 0.7302632
OG0007771 52.93897 46.48166 53.13841 0.1920415 0.2714349 0.1920415 0.4070588 0.4307544 0.4070588 0.6766917 0.7894737 0.6466165
OG0007772 36.5716 44.26337 35.94143 0.3691843 0.2462473 0.3691843 0.4815393 0.5148528 0.4815393 0.88125 0.84375 0.875
OG0007773 50.13656 35.93502 32.58105 0.4715892 0.3760481 0.4715892 0.4796497 0.4427512 0.4796497 0.8571429 0.9285714 0.8809524
OG0007774 50.48362 48.12454 50.73859 0.1257967 0.1633082 0.1257967 0.4249958 0.4363329 0.4249958 0.6592179 0.6592179 0.6480447
OG0007775 54.73497 55.81868 57.18137 0.1087232 0.1025024 0.1087232 0.3636456 0.3894364 0.3636456 0.3796296 0.3981481 0.3518519
OG0007776 60.67408 61 59.95766 0.03578098 0.02489007 0.03578098 0.4273164 0.4439384 0.4273164 0.4836957 0.4782609 0.4945652
OG0007777 43.81078 41.63814 42.80233 0.2923191 0.3106909 0.2923191 0.4413354 0.444741 0.4413354 0.8116438 0.859589 0.8219178
OG0007778 59.27388 57.4921 59.45497 0.07497722 0.09620997 0.07497722 0.4280423 0.4362167 0.4280423 0.4262295 0.420765 0.431694
OG0007779 50.99206 47.73025 49.27927 0.1443291 0.1534531 0.1443291 0.4409362 0.4486181 0.4409362 0.7670807 0.7857143 0.7670807
OG0007780 52.92762 53.54364 52.30361 0.1202211 0.1272496 0.1202211 0.4251617 0.4233979 0.4251617 0.2980132 0.3112583 0.2980132
OG0007781 57.49863 58.97847 55.94915 0.1040961 0.08588146 0.1040961 0.3446735 0.3422394 0.3446735 0.6052632 0.5964912 0.6052632
OG0007782 46.10969 44.60248 45.42339 0.2415193 0.2716467 0.2415193 0.4192071 0.4253129 0.4192071 0.7438017 0.785124 0.7479339
OG0007783 52.06147 52.44519 51.01967 0.1538629 0.1353035 0.1538629 0.3597828 0.3719413 0.3597828 0.7266187 0.7266187 0.7266187
OG0007784 27.01115 31.82755 31.27456 0.4657471 0.4511252 0.4657471 0.4417287 0.4371653 0.4417287 0.9955357 0.9464286 0.9508929
OG0007785 44.44898 42.77606 46.23709 0.1604968 0.2432934 0.1604968 0.4664016 0.4670526 0.4664016 0.7810219 0.7883212 0.8029197
OG0007786 35.90511 34.77618 36.87827 0.3805219 0.3774409 0.3805219 0.4459308 0.4563227 0.4459308 0.8755556 0.8844444 0.88
OG0007787 39.60197 35.4017 34.66038 0.4308031 0.4229757 0.4308031 0.4436839 0.4876414 0.4436839 0.9022989 0.9252874 0.9252874
OG0007788 51.37098 55.54553 61 0.1390951 0.1286349 0.1390951 0.270447 0.280623 0.270447 0.5245902 0.5245902 0.5245902
OG0007789 35.12076 33.47134 35.78847 0.4263699 0.5519387 0.4263699 0.3695548 0.3933031 0.3695548 0.9230769 0.9230769 0.9076923
OG0007790 55.04321 52.39331 57.86983 0.1089868 0.1315363 0.1089868 0.393402 0.4273597 0.393402 0.5819672 0.6311475 0.5901639
OG0007791 49.52026 44.36009 41.15299 0.3145075 0.2688671 0.3145075 0.3556685 0.3783765 0.3556685 0.8375 0.8125 0.8
OG0007792 35.5358 35.84018 45.66482 0.4128489 0.5268347 0.4128489 0.5075307 0.440751 0.5075307 0.9090909 0.8863636 0.8181818
OG0007793 51.89314 48.24074 50.85277 0.15495 0.1920882 0.15495 0.4181214 0.4309883 0.4181214 0.6758242 0.7362637 0.6758242
OG0007794 55.36607 56.10368 55.54201 0.08891973 0.07587007 0.08891973 0.4243688 0.4290247 0.4243688 0.5075377 0.5427136 0.5326633
OG0007795 55.5896 53.31477 54.34332 0.1004958 0.1096239 0.1004958 0.410068 0.4159537 0.410068 0.576 0.552 0.536
OG0007796 52.32155 52.58037 52.30412 0.08160615 0.07511692 0.08160615 0.466502 0.4666978 0.466502 0.3439364 0.3558648 0.3479125
OG0007797 51.91002 54.11 49.84182 0.1291745 0.08466395 0.1291745 0.4740148 0.4548069 0.4740148 0.3134328 0.3134328 0.3432836
OG0007798 46.88311 41.92415 35.72707 0.6437026 0.3269925 0.6437026 0.5002841 0.4316045 0.5002841 0.9423077 0.9423077 0.9615385
