OG BAT_3_utr_gc BAT_5_utr_gc BRO_3_utr_gc BRO_5_utr_gc BGM_3_utr_gc BGM_5_utr_gc
OG0004681 33.97 NA 35.61 28.81 32.44 37.83
OG0004682 36.84 35.04 44.85 34.62 31.05 47.16
OG0004683 39.95 37.06 NA 50.00 34.53 34.23
OG0004684 27.74 21.43 38.57 20.78 40.78 27.80
OG0004685 36.92 60.55 47.69 NA 39.99 61.02
OG0004687 24.79 31.65 35.25 32.05 24.95 33.22
OG0004688 28.96 28.06 40.91 29.71 28.91 31.21
OG0004690 37.58 45.01 36.23 35.76 34.45 34.50
OG0004691 34.39 35.90 34.07 37.38 33.06 33.81
OG0004692 30.67 24.29 31.32 29.45 32.29 41.73
OG0004693 33.39 33.45 32.82 36.17 32.95 34.13
OG0004694 28.93 74.90 30.92 54.66 31.01 52.63
OG0004696 27.55 NA 29.57 NA 29.31 38.07
OG0004697 28.77 32.20 28.56 30.42 28.67 28.80
OG0004698 31.67 32.71 32.86 32.54 31.85 42.98
OG0004701 31.07 NA 53.60 43.82 44.24 45.93
OG0004703 39.56 30.42 31.54 44.00 43.86 31.50
OG0004706 27.69 33.29 26.55 29.68 27.42 30.77
OG0004707 31.56 55.53 36.85 65.38 31.28 47.67
OG0004708 28.57 40.69 28.42 40.75 31.81 43.60
OG0004709 39.08 48.47 35.39 66.31 40.26 60.38
OG0004710 29.88 30.29 31.93 28.57 41.90 31.02
OG0004711 37.53 33.61 38.67 35.49 37.41 34.00
OG0004712 31.97 31.21 33.33 40.50 33.42 40.97
OG0004713 42.20 41.80 37.54 30.11 45.35 32.51
OG0004714 30.22 NA 44.60 NA 29.15 56.69
OG0004715 27.66 73.08 31.35 32.00 26.82 28.49
OG0004716 32.76 27.56 44.25 30.04 27.82 34.96
OG0004718 50.86 75.23 32.40 62.50 36.01 75.18
OG0004719 36.16 67.35 34.86 70.31 33.33 65.47
OG0004720 28.66 37.10 33.24 53.94 35.67 33.80
OG0004723 37.73 50.49 37.83 44.65 37.89 46.95
OG0004724 35.24 30.32 36.31 30.00 35.35 29.71
OG0004726 26.13 NA 28.36 29.62 25.82 57.04
OG0004727 44.79 41.50 54.54 32.53 53.28 45.51
OG0004728 25.39 30.89 33.37 26.88 24.43 32.63
OG0004729 NA 36.17 NA 61.77 35.89 62.52
OG0004730 29.28 33.48 30.53 31.35 30.42 29.97
OG0004731 49.42 69.70 35.60 60.23 54.05 63.24
OG0004732 36.38 29.39 35.23 50.12 35.01 29.00
OG0004734 32.88 33.21 32.99 36.69 32.81 35.18
OG0004735 31.66 31.52 31.90 28.93 31.49 30.91
OG0004736 NA 39.84 44.28 37.83 30.10 39.16
OG0004737 40.00 49.22 37.78 40.70 34.67 31.93
OG0004738 38.25 27.75 39.52 27.57 41.28 26.87
OG0004739 40.94 NA 34.81 NA 52.02 NA
OG0004742 28.68 30.24 29.30 23.26 28.70 24.74
OG0004743 29.13 27.21 29.65 27.66 32.62 39.60
OG0004744 36.76 35.61 41.79 25.00 38.16 29.08
OG0004745 37.63 70.24 35.40 71.00 35.50 53.64
OG0004746 36.08 39.58 37.62 36.48 35.76 34.33
OG0004747 28.21 35.63 29.35 35.95 29.22 37.99
OG0004748 24.56 34.63 25.00 42.12 25.15 30.77
OG0004749 32.97 31.08 35.26 38.51 33.73 36.83
OG0004750 44.00 70.73 44.26 63.33 41.34 65.00
OG0004751 33.98 36.73 31.18 33.60 42.66 33.23
OG0004752 39.33 41.77 36.83 51.98 43.04 46.64
OG0004755 27.16 60.61 35.47 NA 36.68 69.14
OG0004756 24.31 51.52 26.43 54.84 40.90 43.64
OG0004757 29.75 41.73 28.64 70.48 37.74 62.89
OG0004758 31.93 34.10 32.96 39.58 32.23 31.85
OG0004759 37.07 36.70 50.79 35.60 21.62 27.97
OG0004760 36.71 71.63 48.80 32.08 34.09 33.69
OG0004762 40.84 73.24 37.08 59.68 NA 73.77
OG0004763 31.53 31.11 31.68 33.68 33.27 28.76
OG0004764 36.10 38.60 NA 37.75 33.40 40.99
OG0004765 40.30 NA 49.10 NA 54.10 71.31
OG0004766 31.72 72.46 31.41 48.04 30.90 33.55
OG0004767 33.11 62.11 32.69 54.03 32.94 55.70
OG0004770 27.68 29.72 29.72 38.29 26.87 43.26
OG0004771 33.46 62.53 32.88 57.95 32.64 63.49
OG0004772 32.82 41.41 32.39 35.61 31.97 32.83
OG0004774 34.71 41.83 34.67 27.13 32.23 32.15
OG0004775 33.10 37.04 34.90 40.27 42.56 38.24
OG0004776 32.45 70.21 35.16 70.06 32.59 53.96
OG0004777 35.44 35.34 37.83 34.12 35.20 32.07
OG0004778 31.84 29.25 33.79 31.43 32.67 30.36
OG0004779 42.59 34.31 34.13 36.53 39.67 31.99
OG0004781 31.83 39.83 32.10 32.81 32.06 28.57
OG0004782 34.99 37.96 36.59 39.65 37.77 36.83
OG0004784 29.31 44.95 29.23 28.76 29.42 39.37
OG0004785 62.50 47.20 37.00 49.24 33.47 48.48
OG0004786 43.59 70.64 NA 70.48 NA 60.44
OG0004787 33.86 30.81 48.07 46.39 46.75 28.44
OG0004788 40.39 38.55 41.31 39.23 40.32 38.82
OG0004789 45.00 54.72 30.77 55.12 30.79 55.37
OG0004790 38.64 36.10 38.98 40.03 38.52 45.00
OG0004791 23.17 65.22 31.33 64.22 41.26 49.43
OG0004792 47.11 77.40 71.30 NA 80.00 75.35
OG0004793 35.63 30.25 36.04 32.35 33.41 29.73
OG0004794 36.88 32.52 35.83 33.52 41.95 35.44
OG0004795 36.14 32.29 27.86 26.91 36.52 38.58
OG0004796 NA NA NA 27.17 30.32 33.26
OG0004798 42.31 33.51 31.59 32.10 53.63 52.59
OG0004799 30.20 6.06 31.86 NA 30.35 36.97
OG0004800 29.75 32.05 30.17 36.98 31.10 34.36
OG0004801 31.46 41.73 33.44 28.82 35.54 44.59
OG0004802 29.92 60.38 31.68 36.94 30.36 43.44
OG0004803 29.17 31.92 30.02 31.96 30.17 31.88
OG0004804 34.21 33.89 33.67 36.64 33.51 32.13
OG0004805 36.22 53.33 38.09 50.51 35.68 51.38
OG0004806 42.24 26.92 35.99 37.88 42.77 38.34
OG0004807 27.30 30.11 30.53 32.59 34.29 32.83
OG0004808 NA 55.14 32.44 68.18 39.34 33.42
OG0004809 60.95 32.52 24.67 36.60 28.82 30.39
OG0004810 30.97 62.53 31.87 66.29 39.59 31.02
OG0004811 33.10 52.09 28.50 60.98 42.37 52.13
OG0004812 33.84 38.07 39.07 51.33 33.22 34.14
OG0004813 31.69 35.53 35.36 42.08 32.39 34.24
OG0004815 37.84 47.85 37.97 31.95 43.93 32.31
OG0004816 33.16 29.37 35.75 32.04 32.18 32.34
OG0004817 37.00 32.53 52.83 36.80 36.39 39.57
OG0004818 35.19 40.40 45.10 NA 38.99 27.31
OG0004819 29.82 28.57 29.44 37.50 30.16 37.68
OG0004822 31.56 30.08 31.51 36.26 33.09 39.87
OG0004823 31.91 46.02 31.74 46.18 31.53 NA
OG0004824 35.87 39.13 31.67 50.91 34.86 44.65
OG0004825 28.57 41.08 34.38 34.77 28.55 60.02
OG0004826 NA 41.77 32.63 36.36 31.03 NA
OG0004827 34.54 40.79 35.93 38.64 37.32 50.92
OG0004828 33.89 NA 30.76 NA 32.85 NA
OG0004830 29.19 34.38 34.58 31.82 29.13 27.88
OG0004831 34.11 32.24 30.37 34.41 29.59 32.58
OG0004832 27.88 29.79 28.13 31.25 27.87 28.02
OG0004833 31.08 32.94 30.81 33.13 31.22 30.08
OG0004834 31.87 34.21 29.87 29.66 33.57 30.11
OG0004835 31.21 30.32 30.99 27.80 30.96 30.83
OG0004836 28.32 22.99 29.07 26.21 28.37 31.18
OG0004838 36.70 41.90 35.84 35.92 36.49 38.20
OG0004839 33.83 41.67 33.54 NA 33.66 38.59
OG0004841 32.76 25.43 30.76 26.70 29.91 27.12
OG0004843 26.62 30.67 28.61 27.78 29.43 32.67
OG0004844 36.56 34.78 36.98 35.41 36.73 35.73
OG0004845 32.40 37.25 37.50 34.04 32.47 32.14
OG0004846 37.04 37.39 37.82 36.67 38.12 43.11
OG0004848 38.05 65.71 64.04 77.86 37.66 63.64
OG0004849 51.14 NA 47.89 26.16 51.56 57.14
OG0004850 35.06 29.41 40.85 26.26 30.91 65.25
OG0004851 53.68 66.67 NA 57.14 35.87 64.18
OG0004852 25.94 59.96 36.39 84.62 25.95 35.03
OG0004854 29.15 32.27 30.08 26.11 31.72 25.97
OG0004855 38.66 42.80 28.16 41.70 40.84 NA
OG0004857 27.36 34.18 26.99 33.51 NA 38.51
OG0004858 30.11 30.47 30.90 36.11 31.96 31.46
OG0004859 34.37 52.25 31.40 55.56 27.99 54.35
OG0004860 28.99 35.66 31.30 36.14 34.90 38.20
OG0004861 23.53 44.19 29.59 32.11 34.21 31.89
OG0004862 32.10 34.50 33.62 34.29 31.91 NA
OG0004863 33.31 34.63 46.14 31.64 33.76 28.86
OG0004864 34.29 36.29 35.21 37.55 33.65 50.87
OG0004865 22.46 61.47 28.40 58.92 28.56 43.70
OG0004866 31.47 29.06 33.38 39.24 29.92 32.35
OG0004867 32.54 NA NA 65.75 32.86 62.80
OG0004868 27.07 32.51 29.27 29.36 33.18 29.63
OG0004869 31.33 41.82 33.30 32.48 38.76 35.92
OG0004870 34.40 28.45 35.25 30.83 34.87 28.70
OG0004871 26.29 30.23 27.58 38.02 29.76 26.87
OG0004872 30.99 33.54 33.05 33.25 34.31 38.58
OG0004874 36.77 31.50 34.20 32.19 33.70 30.69
OG0004875 32.29 32.98 35.14 34.13 35.16 32.17
OG0004876 34.42 45.75 33.76 35.12 33.46 47.24
OG0004877 30.72 25.61 30.77 28.52 31.75 25.00
OG0004878 31.41 43.85 30.91 34.72 33.23 43.13
OG0004879 30.76 34.41 32.20 32.73 28.77 33.50
OG0004882 27.02 22.09 33.57 33.33 25.65 34.88
OG0004884 34.80 43.04 29.66 29.83 44.79 40.92
OG0004885 31.51 26.49 33.08 43.45 29.95 39.57
OG0004886 30.39 30.52 28.55 30.60 28.60 35.37
OG0004887 32.59 24.84 36.68 22.73 34.38 28.22
OG0004888 29.29 39.30 34.99 42.56 32.29 39.55
OG0004889 46.19 29.94 47.60 33.67 47.38 36.65
OG0004890 33.10 39.92 33.71 45.14 32.56 35.69
OG0004891 30.46 42.73 28.61 50.06 40.44 61.15
OG0004892 20.29 65.53 43.56 57.89 19.46 71.74
OG0004893 30.63 58.02 35.03 63.46 35.75 62.50
OG0004894 39.02 33.88 39.63 34.55 34.91 28.50
OG0004895 35.13 39.42 36.31 40.70 33.46 36.15
OG0004896 37.52 52.48 57.19 52.03 36.73 43.40
OG0004897 44.56 49.01 36.98 31.99 35.83 49.01
OG0004898 34.94 30.38 33.69 28.28 26.89 31.48
OG0004900 33.95 32.61 31.46 34.04 32.93 38.86
OG0004901 44.19 32.36 53.36 32.45 33.40 31.13
OG0004903 29.07 35.71 30.56 24.04 33.78 NA
OG0004904 32.78 26.90 34.86 25.29 33.04 30.20
OG0004905 38.63 33.59 38.86 30.83 36.82 32.06
OG0004907 38.11 37.80 36.73 36.97 35.44 31.34
OG0004908 36.61 52.23 31.65 37.74 41.56 36.64
OG0004909 45.13 38.46 56.25 58.28 38.32 46.69
OG0004910 37.80 71.08 39.24 41.78 38.72 36.80
OG0004912 NA 62.61 NA 66.77 NA 73.66
OG0004913 35.85 33.04 36.40 33.70 34.86 41.06
OG0004914 28.11 79.31 28.27 35.48 27.61 59.13
OG0004916 27.33 33.09 44.98 42.25 34.21 44.81
OG0004917 29.04 35.10 26.84 35.47 38.97 37.97
OG0004919 NA 64.75 50.67 76.05 35.99 76.71
OG0004920 33.93 37.58 32.83 30.35 31.50 37.28
OG0004921 33.02 28.67 30.41 22.45 31.93 29.04
OG0004922 27.42 53.76 26.70 57.82 27.20 62.39
OG0004923 31.98 36.64 31.17 34.50 31.16 32.54
OG0004924 35.68 20.72 35.16 33.58 34.03 20.54
OG0004925 36.25 36.67 37.05 35.62 35.20 36.70
OG0004926 29.58 37.57 33.18 39.75 33.74 34.87
OG0004927 46.58 73.13 45.73 69.43 34.14 70.26
OG0004928 39.27 37.62 36.04 37.85 40.58 38.00
OG0004929 32.00 63.29 31.71 64.84 NA 65.71
OG0004932 30.55 33.97 27.41 33.75 31.08 27.36
OG0004933 54.92 47.49 39.66 38.50 43.56 37.04
OG0004936 34.79 43.43 32.94 49.79 32.32 45.77
OG0004937 31.05 26.53 36.97 28.30 30.36 26.13
OG0004939 35.00 31.16 34.78 31.08 33.46 31.49
OG0004940 29.00 39.41 28.74 31.49 28.36 35.84
OG0004941 49.23 60.00 31.76 61.32 31.62 60.87
OG0004942 33.52 31.10 36.89 25.71 37.88 29.47
OG0004943 35.71 27.37 44.86 29.37 37.62 28.83
OG0004944 30.79 32.31 32.59 30.39 32.75 40.10
OG0004945 26.75 38.75 27.25 34.01 23.22 28.29
OG0004946 27.60 26.47 26.40 28.04 36.31 31.54
OG0004947 31.78 43.90 31.35 35.40 31.97 33.18
OG0004948 75.53 34.97 32.01 30.23 33.52 38.16
OG0004951 42.09 51.48 39.59 75.76 37.33 64.14
OG0004952 NA 44.33 NA 30.21 49.01 48.73
OG0004953 38.00 30.43 36.15 37.16 38.73 31.53
OG0004954 31.88 31.32 31.60 40.53 31.57 40.18
OG0004955 0.00 63.87 30.28 61.60 33.65 83.78
OG0004957 32.49 35.13 32.56 29.14 32.55 37.91
OG0004958 30.03 32.96 33.85 30.22 29.99 27.13
OG0004959 31.28 41.07 30.04 40.48 34.81 43.42
OG0004960 31.37 26.28 31.55 28.06 31.33 27.96
OG0004961 25.93 NA 26.88 NA 33.54 63.64
OG0004962 23.73 29.66 25.97 29.60 22.36 26.73
OG0004963 27.03 40.78 30.79 35.91 27.64 34.20
OG0004964 27.44 29.81 27.50 30.45 31.87 30.45
OG0004965 30.29 28.57 30.23 33.92 30.45 28.51
OG0004966 33.70 67.11 34.61 58.72 31.56 69.06
OG0004967 29.65 33.97 29.26 34.82 30.32 34.09
OG0004968 32.07 37.50 33.99 NA 27.14 NA
OG0004969 34.77 35.58 35.21 44.64 34.64 39.40
OG0004970 33.01 29.54 34.47 33.33 35.49 28.70
OG0004971 29.74 33.26 32.58 32.64 28.72 35.40
OG0004972 43.36 43.55 39.23 27.01 36.52 37.85
OG0004973 31.51 37.54 30.75 38.17 31.71 33.12
OG0004974 30.39 33.91 29.62 34.66 29.72 37.20
OG0004975 NA 35.11 NA 48.62 36.70 42.58
OG0004976 31.46 32.66 33.80 32.43 33.00 32.20
OG0004977 31.37 36.67 35.66 38.46 27.41 33.46
OG0004978 35.94 33.83 34.90 40.31 32.67 38.62
OG0004981 35.23 NA 34.52 47.37 36.96 32.50
OG0004982 29.55 45.35 31.29 31.34 34.00 34.00
OG0004983 30.57 32.92 31.99 31.76 30.59 38.55
OG0004984 32.28 31.15 30.52 29.79 34.88 30.54
OG0004985 29.70 33.26 29.18 32.86 28.33 34.40
OG0004986 50.00 62.16 45.33 NA 50.43 72.55
OG0004987 33.68 27.37 32.68 27.37 33.82 26.85
OG0004988 36.08 53.41 35.27 59.26 36.81 62.63
OG0004989 NA 73.61 NA 71.12 NA 72.60
OG0004990 NA 30.35 31.71 52.69 NA 39.68
OG0004992 35.29 32.77 32.67 26.45 31.32 37.98
OG0004996 34.45 32.86 34.36 33.81 35.32 33.88
OG0004998 27.04 38.27 29.01 26.18 28.24 28.02
OG0004999 26.98 31.38 29.11 31.18 27.37 29.18
OG0005000 35.49 36.08 34.49 36.32 36.65 35.18
OG0005001 26.87 29.98 26.82 32.22 38.69 29.52
OG0005003 30.51 50.95 33.02 69.35 32.34 49.75
OG0005005 34.23 34.00 33.21 52.87 34.79 31.68
OG0005006 34.84 NA 33.73 30.34 33.41 44.63
OG0005007 33.69 27.87 31.98 26.98 31.78 28.93
OG0005008 34.72 37.20 36.73 36.15 35.98 47.82
OG0005009 33.66 77.42 34.05 77.14 34.44 77.22
OG0005010 NA 36.52 41.29 33.25 39.23 31.67
OG0005011 38.79 36.00 38.17 35.97 39.46 35.67
OG0005012 29.61 54.21 30.15 48.25 31.05 NA
OG0005013 33.13 36.62 37.66 35.14 37.14 38.41
OG0005014 38.26 33.33 37.71 54.48 36.45 53.45
OG0005015 39.88 25.33 30.84 24.84 34.37 26.40
OG0005017 31.55 33.23 36.06 27.56 29.41 33.00
OG0005018 36.02 64.58 36.09 60.42 37.20 63.92
OG0005019 35.40 28.30 31.01 26.32 27.20 27.54
OG0005020 51.56 31.59 50.54 41.98 52.43 27.83
OG0005022 34.96 35.02 35.12 34.06 35.10 35.03
OG0005023 31.03 36.11 31.92 35.52 32.25 29.88
OG0005026 37.06 51.77 35.29 54.48 35.18 48.35
OG0005027 29.26 36.21 31.94 43.33 31.30 25.53
OG0005028 35.17 32.35 34.53 NA 30.39 43.80
OG0005029 35.72 35.83 44.86 34.39 39.45 36.90
OG0005031 37.69 28.57 39.94 35.61 36.92 36.75
OG0005032 30.90 55.94 30.71 56.96 31.21 77.51
OG0005034 30.98 31.43 47.98 31.20 31.43 32.49
OG0005035 34.56 56.77 35.13 NA 34.33 55.56
OG0005036 29.45 30.56 39.98 32.22 30.10 39.58
OG0005039 27.33 38.71 29.53 34.72 28.50 37.79
OG0005041 62.25 56.63 68.23 59.72 33.48 60.80
OG0005042 30.18 31.90 31.74 34.49 30.35 28.95
OG0005044 32.60 33.54 34.33 32.88 34.56 34.06
OG0005045 35.40 25.56 51.78 25.26 35.21 42.99
OG0005050 31.73 37.90 32.73 38.19 31.81 33.41
OG0005051 35.29 NA 39.13 NA 36.09 37.28
OG0005052 33.89 28.72 39.26 34.91 38.16 28.02
OG0005053 32.54 56.97 48.44 57.50 33.42 57.84
OG0005054 34.96 34.08 37.43 32.29 36.55 38.53
OG0005055 32.16 61.35 30.71 57.29 38.70 61.19
OG0005056 35.76 20.30 39.24 32.38 38.95 34.54
OG0005057 43.09 NA 33.93 NA 44.91 71.43
OG0005058 32.77 51.50 33.34 43.68 34.48 NA
OG0005060 30.56 33.33 30.57 34.90 30.59 34.58
OG0005061 30.91 32.29 52.52 31.67 28.23 32.24
OG0005062 31.12 34.90 31.06 31.16 31.02 33.95
OG0005063 38.27 34.94 35.27 36.59 35.83 34.22
OG0005064 31.72 66.67 33.67 68.39 31.78 68.16
OG0005065 29.99 44.97 35.82 37.37 37.55 38.04
OG0005066 31.62 35.90 30.44 31.57 31.76 30.95
OG0005067 44.55 57.58 41.56 58.97 42.61 44.03
OG0005069 33.87 38.37 60.85 40.54 28.64 41.28
OG0005070 32.96 33.04 43.32 32.23 32.41 54.99
OG0005071 34.42 30.52 37.07 33.50 33.67 41.42
OG0005072 31.12 28.61 31.61 29.00 33.39 30.31
OG0005073 34.00 38.13 31.56 37.09 35.39 36.58
OG0005074 31.76 42.42 31.85 46.35 33.12 35.56
OG0005077 29.68 37.58 27.67 34.27 31.05 36.99
OG0005078 30.33 32.42 33.44 32.74 30.59 33.51
OG0005079 38.80 34.19 37.95 36.49 36.53 35.50
OG0005080 32.89 36.72 35.66 33.31 37.82 36.47
OG0005082 31.14 36.32 32.93 36.57 33.54 33.73
OG0005083 25.60 61.27 26.21 62.77 26.32 50.72
OG0005084 31.27 66.67 37.07 66.08 36.53 63.24
OG0005085 37.74 67.31 37.69 NA 36.90 66.67
OG0005086 NA 36.00 NA 36.92 34.48 39.53
OG0005088 61.07 NA 64.47 49.41 32.19 56.94
OG0005089 36.76 71.27 NA 72.03 NA 66.24
OG0005090 33.63 69.82 33.10 64.00 33.38 70.83
OG0005092 36.31 39.23 35.78 72.44 42.33 74.47
OG0005093 37.93 33.16 34.46 60.20 32.94 46.35
OG0005094 36.00 35.00 36.15 36.00 34.33 35.41
OG0005096 39.26 68.68 48.78 50.85 50.22 76.67
OG0005099 30.98 44.53 30.29 33.58 31.36 28.99
OG0005100 28.99 31.87 29.51 NA 28.98 38.01
OG0005102 37.45 38.12 35.60 44.55 37.58 37.86
OG0005104 30.93 33.93 37.49 31.21 36.99 35.27
OG0005106 30.13 36.15 31.73 41.07 34.19 32.41
OG0005108 34.88 33.33 31.54 30.89 33.79 40.47
OG0005109 31.08 30.29 30.70 28.97 32.55 32.02
OG0005110 51.35 42.41 62.78 52.00 41.07 41.68
OG0005111 29.63 29.57 29.12 32.79 29.14 32.93
OG0005112 32.58 35.83 35.65 38.18 30.44 31.00
OG0005113 28.13 NA 25.93 NA 24.21 NA
OG0005114 32.82 66.67 33.11 52.22 33.26 NA
OG0005115 32.07 32.25 34.05 32.69 43.45 35.95
OG0005116 30.95 42.65 38.26 28.02 37.05 38.98
OG0005117 33.45 35.06 32.18 34.12 37.34 32.94
OG0005119 39.89 75.00 39.05 66.36 39.41 76.16
OG0005120 34.08 24.13 33.63 25.59 33.89 29.22
OG0005121 38.60 28.63 36.74 40.09 36.89 33.33
OG0005122 33.00 59.38 36.50 60.61 35.71 28.64
OG0005123 29.65 41.77 34.41 34.29 30.25 28.00
OG0005124 45.79 34.78 40.50 70.72 54.68 54.95
OG0005125 31.86 42.11 33.33 NA 30.43 29.23
OG0005127 35.25 40.88 33.22 60.52 33.65 36.69
OG0005128 42.39 65.00 38.60 65.56 39.35 67.90
OG0005129 33.31 36.04 32.23 34.00 33.17 30.54
OG0005130 38.03 34.50 42.00 35.88 34.97 34.87
OG0005131 43.62 44.30 36.22 43.48 48.72 45.10
OG0005132 30.77 32.55 35.75 33.80 30.72 38.83
OG0005133 33.24 63.79 32.36 66.13 32.70 65.53
OG0005134 31.80 NA 32.15 61.70 31.23 55.56
OG0005136 39.36 32.29 38.88 33.94 51.83 37.59
OG0005137 29.80 36.26 29.62 40.78 29.45 36.85
OG0005138 31.67 29.53 32.08 40.13 33.29 44.94
OG0005139 29.61 24.00 28.89 14.94 30.17 24.62
OG0005140 NA 76.60 NA 74.34 NA 76.60
OG0005141 31.03 28.03 30.65 31.44 31.27 30.63
OG0005142 34.02 NA 32.21 33.52 31.59 26.09
OG0005143 33.68 NA 34.23 NA 35.38 NA
OG0005145 49.45 NA 32.49 29.60 33.68 NA
OG0005146 34.86 42.48 33.96 41.94 34.41 32.11
OG0005147 33.95 40.68 34.21 45.34 32.59 41.27
OG0005149 38.75 NA 43.02 47.81 35.17 36.08
OG0005150 32.82 46.58 32.91 50.19 33.65 48.27
OG0005152 31.63 38.17 31.12 31.46 30.87 33.16
OG0005153 36.67 52.53 46.88 50.84 36.85 51.25
OG0005154 35.97 74.83 38.93 38.77 41.15 74.17
OG0005155 38.58 35.00 37.40 40.91 41.15 34.52
OG0005156 32.40 71.27 30.49 67.54 31.69 71.38
OG0005157 34.97 NA 32.34 NA 34.97 NA
OG0005159 28.97 34.23 30.41 33.70 28.83 30.43
OG0005160 35.69 44.44 23.48 42.55 33.56 43.89
OG0005162 38.70 33.72 35.87 31.55 32.02 46.70
OG0005163 30.55 32.97 30.11 32.62 31.11 26.72
OG0005164 35.62 26.98 37.49 37.50 34.43 37.71
OG0005165 38.50 35.92 28.91 54.67 30.53 46.01
OG0005166 27.62 31.31 28.19 27.76 31.78 29.71
OG0005167 28.64 40.88 30.92 36.04 29.24 37.69
OG0005168 34.05 35.49 32.96 NA 29.50 38.54
OG0005169 33.54 40.61 29.96 33.77 29.31 32.84
OG0005170 30.88 NA 33.08 77.19 34.86 43.56
OG0005171 26.85 31.87 21.26 32.74 27.13 35.60
OG0005172 27.85 32.93 26.96 30.66 26.88 32.00
OG0005174 31.20 28.53 29.84 30.59 28.55 47.07
OG0005175 23.53 30.71 24.67 40.79 22.83 32.36
OG0005176 35.05 37.23 32.07 39.56 30.80 35.90
OG0005177 31.09 35.51 32.39 49.06 30.89 34.37
OG0005178 32.63 40.87 34.85 40.15 36.69 21.15
OG0005179 33.45 37.19 31.31 24.51 30.67 26.91
OG0005180 32.91 34.33 32.46 34.16 32.46 35.17
OG0005181 36.06 30.24 39.29 34.97 35.15 29.29
OG0005182 33.62 32.00 34.07 29.39 37.80 29.80
OG0005183 30.18 39.80 46.62 31.24 52.59 39.36
OG0005184 39.58 29.86 35.85 48.06 35.83 30.85
OG0005185 21.38 33.14 23.03 28.57 28.47 29.67
OG0005186 35.40 29.94 37.62 39.50 36.01 38.60
OG0005187 32.73 30.73 34.11 30.43 34.43 32.39
OG0005188 25.33 36.24 31.24 33.46 30.01 33.47
OG0005189 28.89 39.02 NA 35.90 29.95 35.00
OG0005191 29.16 43.09 30.57 37.30 28.29 35.16
OG0005192 33.21 49.44 37.66 52.08 37.59 47.10
OG0005193 NA 30.18 34.00 33.87 34.00 28.17
OG0005194 35.84 35.76 33.74 29.10 37.02 51.89
OG0005195 37.92 35.64 36.76 37.86 35.57 36.59
OG0005196 31.45 27.25 31.45 36.26 32.44 35.12
OG0005197 34.38 34.07 32.49 38.07 30.36 23.53
OG0005198 46.60 33.61 41.88 36.14 41.26 30.76
OG0005200 30.28 39.68 28.79 34.31 33.95 28.99
OG0005202 32.86 31.76 38.39 31.22 33.39 32.68
OG0005203 39.60 35.24 37.88 34.84 37.08 34.19
OG0005204 32.04 51.60 32.59 68.75 32.08 70.03
OG0005205 39.19 49.25 41.23 52.74 NA 50.29
OG0005206 31.73 24.30 39.65 24.79 34.40 28.27
OG0005207 37.56 63.33 36.32 NA 35.47 46.39
OG0005210 30.45 25.53 31.65 29.59 29.96 32.84
OG0005211 28.37 28.38 29.19 29.14 29.14 24.55
OG0005212 37.09 44.28 41.64 42.78 38.66 44.12
OG0005213 36.69 31.71 36.55 26.59 36.75 23.28
OG0005214 28.78 31.30 29.73 30.08 32.23 29.85
OG0005215 31.20 35.97 34.36 35.37 32.10 41.20
OG0005216 NA 33.65 31.04 29.38 34.09 32.03
OG0005217 37.66 32.73 30.52 30.56 37.75 29.37
OG0005218 31.61 51.56 32.03 54.00 32.28 68.45
OG0005219 33.26 25.25 27.99 25.00 34.67 30.63
OG0005221 42.16 63.30 54.64 36.22 41.73 61.74
OG0005224 32.82 29.08 33.80 29.08 32.09 30.68
OG0005225 42.88 63.59 42.85 62.96 31.36 NA
OG0005227 37.88 35.26 41.85 28.62 35.49 34.33
OG0005229 28.01 30.54 26.61 29.11 28.65 31.85
OG0005230 32.62 45.09 32.72 33.26 31.05 27.85
OG0005231 33.09 25.00 36.28 38.10 35.54 37.33
OG0005233 34.97 40.87 37.05 45.01 39.18 37.04
OG0005234 23.97 35.98 23.65 26.57 23.71 35.77
OG0005235 37.24 50.00 32.39 30.94 37.42 36.89
OG0005236 30.63 29.75 28.33 35.11 31.58 32.12
OG0005237 25.35 43.16 36.99 42.75 32.86 35.13
OG0005238 29.38 34.23 33.13 33.33 28.67 33.80
OG0005239 26.24 34.55 33.36 33.75 28.33 30.22
OG0005242 36.79 30.22 38.57 29.12 38.13 34.45
OG0005243 32.60 51.56 33.50 52.86 32.06 59.43
OG0005244 NA 46.67 39.17 NA 55.92 NA
OG0005245 34.12 40.70 29.48 34.03 27.56 36.09
OG0005248 32.12 36.47 30.41 32.98 34.88 36.47
OG0005249 35.18 34.23 34.47 52.72 38.63 41.77
OG0005251 33.57 NA 32.00 NA 44.36 NA
OG0005252 34.74 39.41 27.46 70.24 28.05 45.24
OG0005253 26.72 31.19 30.54 31.33 33.29 32.95
OG0005255 29.96 33.79 28.30 37.27 37.30 28.73
OG0005256 31.89 67.69 30.21 60.00 34.47 65.81
OG0005258 35.94 38.51 36.88 44.97 39.27 37.30
OG0005259 42.47 44.03 37.07 65.95 34.87 42.36
OG0005260 31.98 31.54 NA 62.67 41.18 44.90
OG0005261 28.66 41.12 29.62 27.46 29.19 39.96
OG0005263 32.83 30.66 31.61 28.96 17.08 31.32
OG0005264 35.11 39.32 31.04 39.71 35.29 37.88
OG0005265 36.95 44.66 38.45 50.00 37.32 48.61
