sp transcript logFC pval sp transcript logFC pval sp transcript logFC pval sp transcript logFC pval OG branch transcript dNdS t dN dS branch transcript dNdS t dN dS branch transcript dNdS t dN dS branch transcript OTUs dNdS t dN dS contig_BGM 1+2GC% 3rdGC% totGC% contig_BRO 1+2GC% 3rdGC% totGC% contig_BGM 1+2GC% 3rdGC% totGC% OG BAT_W-S BAT_S-W BRO_W-S BRO_S-W BGM_W-S BGM_S-W BGC_BAT BGC_BRO BGC_BGM ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
BGM_M TRINITY_DN20403_c0_g1 119.542090462478 4.23725908552977e-41 BAT TRINITY_DN6492_c0_g1 88.1565674407353 9.27007203591649e-20 BRO TRINITY_DN767_c1_g2 135.89942686515 5.63216663382691e-31 BGM TRINITY_DN20403_c0_g1 58.7464637973334 9.31862467204308e-23 OG0005363 BAT OG0005363.ref.mafft.n 0.2771 0.016 0.0031 0.0113 BRO OG0005363.ref.mafft.n 0.2771 0.018 0.0034 0.0122 BGM OG0005363.ref.mafft.n 0.2771 0.017 0.0032 0.0114 BGM_BAT OG0005363.ref.mafft.n 2 0.2771 0.013 0.0025 0.0089 TRINITY_DN6492_c0_g1_i4.p1 50.52 59.82 53.62 TRINITY_DN767_c1_g2_i1.p1 50.77 60.87 54.13 TRINITY_DN20403_c0_g1_i9.p1 50.13 59.79 53.40 OG0005363 6.095731 6.087592 27.82197 23.22191 11.97232 16.41374 NA NA NA 56.97388 56.12192 57.1475 0.04770993 0.05889226 0.04770993 0.4535616 0.4578526 0.4535616 0.6862745 0.7647059 0.7647059
BGM_M TRINITY_DN5134_c0_g1 46.2636486492516 1.18212370087362e-17 BAT TRINITY_DN6953_c0_g1 60.4495400887954 0.050830157026497 BRO TRINITY_DN4212_c0_g1 115.812272909138 2.43341054634005e-05 BGM TRINITY_DN5134_c0_g1 30.3788828971011 0.0423070621726578 OG0005364 BAT OG0005364.ref.mafft.n 58.6523 0.000 0.0000 0.0000 BRO OG0005364.ref.mafft.n 0.0607 0.013 0.0014 0.0227 BGM OG0005364.ref.mafft.n 0.3876 0.052 0.0142 0.0365 BGM_BAT OG0005364.ref.mafft.n 2 0.0149 0.011 0.0003 0.0229 TRINITY_DN6953_c0_g1_i3.p1 55.21 92.49 67.64 TRINITY_DN4212_c0_g1_i3.p1 55.33 92.49 67.72 TRINITY_DN5134_c0_g1_i1.p2 49.49 89.45 63.07 OG0005364 0.4859411 1.784866 5.689469 6.5909 10.23233 16.46322 NA NA NA 33.0701 32.0661 35.37562 0.5524159 0.5246379 0.5524159 0.4619566 0.5062396 0.4619566 0.9016393 0.9016393 0.9016393
BGM_M TRINITY_DN25061_c0_g1 235.898163082742 0.314954678564434 BAT TRINITY_DN7519_c0_g1 234.258092626116 0.10336963764736 BRO TRINITY_DN15509_c0_g3 190.399646728612 8.94234004529922e-19 BGM TRINITY_DN25061_c0_g1 195.134168874625 4.4820391450703e-05 OG0005365 BAT OG0005365.ref.mafft.n 0.0306 0.014 0.0007 0.0236 BRO OG0005365.ref.mafft.n 0.0306 0.038 0.0020 0.0640 BGM OG0005365.ref.mafft.n 0.0306 0.008 0.0004 0.0130 BGM_BAT OG0005365.ref.mafft.n 2 0.0306 0.007 0.0003 0.0112 TRINITY_DN7519_c0_g1_i5.p1 48.50 83.78 60.26 TRINITY_DN15509_c0_g3_i3.p1 47.70 84.19 59.89 TRINITY_DN25061_c0_g1_i12.p1 47.00 85.27 59.79 OG0005365 10.60359 14.09943 62.99432 42.34171 8.093939 18.34965 NA NA NA 39.76445 38.96772 39.19925 0.3047199 0.27678 0.3047199 0.5056597 0.5007666 0.5056597 0.8494983 0.8996656 0.8628763
BGM_M TRINITY_DN32786_c0_g1 299.95058470506 1.70241545394717e-17 BAT TRINITY_DN763_c0_g1 225.873122208184 1.9689853651525e-07 BRO TRINITY_DN96_c0_g5 325.567745164377 3.68714328872739e-21 BGM TRINITY_DN32786_c0_g1 243.23055868772 9.09722592286622e-09 OG0005366 BAT OG0005366.ref.mafft.n 0.0565 0.006 0.0005 0.0091 BRO OG0005366.ref.mafft.n 0.0565 0.030 0.0027 0.0473 BGM OG0005366.ref.mafft.n 0.0565 0.007 0.0006 0.0110 BGM_BAT OG0005366.ref.mafft.n 2 0.0565 0.008 0.0007 0.0124 TRINITY_DN763_c0_g1_i1.p1 52.45 91.11 65.34 TRINITY_DN96_c0_g5_i1.p1 52.81 91.47 65.70 TRINITY_DN32786_c0_g1_i17.p1 52.72 91.29 65.58 OG0005366 0.2084646 5.927499 10.20502 9.992516 2.024963 3.812456 NA NA NA 34.10105 33.59684 33.91389 0.4643193 0.4488961 0.4643193 0.490361 0.4893544 0.490361 0.9051724 0.9051724 0.9094828
BGM_M TRINITY_DN42885_c0_g1 24.5578320508756 0.820827288481964 BAT TRINITY_DN7939_c0_g1 21.9857731730055 1.23705392273025e-05 BRO TRINITY_DN138665_c0_g2 4.64425857999339 8.20711507238581e-07 BGM TRINITY_DN42885_c0_g1 3.67017758507263 0.692959210228066 OG0005367 BAT OG0005367.ref.mafft.n 0.0489 0.007 0.0005 0.0106 BRO OG0005367.ref.mafft.n 0.0489 0.022 0.0017 0.0345 BGM OG0005367.ref.mafft.n 0.0489 0.006 0.0004 0.0088 BGM_BAT OG0005367.ref.mafft.n 2 0.0489 0.011 0.0008 0.0171 TRINITY_DN7939_c0_g1_i3.p1 46.71 87.88 60.52 TRINITY_DN138665_c0_g2_i1.p1 46.03 90.65 60.90 TRINITY_DN42885_c0_g1_i1.p1 48.72 84.90 60.78 OG0005367 1.734672 6.273004 17.52155 10.34397 4.115701 4.514959 NA NA NA 36.89005 34.2527 40.22316 0.3345342 0.4820439 0.3345342 0.4777981 0.5368148 0.4777981 0.887574 0.9171598 0.887574
BGM_M TRINITY_DN1845_c0_g4 431.689972797954 1.16396091470671e-30 BAT TRINITY_DN8672_c0_g3 205.415621346199 3.14955368270232e-60 BRO TRINITY_DN25980_c1_g1 405.725968122728 4.01349314639443e-133 BGM TRINITY_DN1845_c0_g4 278.48012549546 1.66110178427599e-100 OG0005368 BAT OG0005368.ref.mafft.n 0.2902 0.030 0.0076 0.0261 BRO OG0005368.ref.mafft.n 0.2418 0.005 0.0011 0.0044 BGM OG0005368.ref.mafft.n 0.1028 0.017 0.0027 0.0261 BGM_BAT OG0005368.ref.mafft.n 2 0.1433 0.020 0.0038 0.0268 TRINITY_DN8672_c0_g3_i2.p1 50.87 89.86 63.87 TRINITY_DN25980_c1_g1_i4.p1 49.27 90.04 62.86 TRINITY_DN1845_c0_g4_i2.p1 51.64 90.40 64.56 OG0005368 11.71244 33.00029 8.173147 22.81294 12.11013 19.468 NA NA NA 36.44013 37.42293 35.51943 0.4182937 0.4385377 0.4182937 0.4813501 0.4811839 0.4813501 0.8326848 0.844358 0.8521401
BGM_M TRINITY_DN8637_c0_g1 26.2630445519859 0.00394761751643344 BAT TRINITY_DN994_c1_g1 249.673058165378 0.0703155733417558 BRO TRINITY_DN181207_c0_g1 207.30848328488 0.259707270663985 BGM TRINITY_DN8637_c0_g1 17.7898424807007 0.0875311228236175 OG0005369 BAT OG0005369.ref.mafft.n 0.0479 0.022 0.0014 0.0294 BRO OG0005369.ref.mafft.n 0.0479 0.039 0.0025 0.0515 BGM OG0005369.ref.mafft.n 0.0479 0.019 0.0012 0.0257 BGM_BAT OG0005369.ref.mafft.n 2 0.0479 0.002 0.0001 0.0024 TRINITY_DN994_c1_g1_i2.p1 46.01 76.35 56.13 TRINITY_DN181207_c0_g1_i1.p1 46.01 78.35 56.79 TRINITY_DN8637_c0_g1_i5.p1 46.51 87.60 60.21 OG0005369 3.898672 5.014681 10.24833 7.504601 3.847232 4.677719 NA NA NA 49.10306 45.3116 38.60384 0.4747604 0.1958653 0.4747604 0.5541004 0.4275354 0.5541004 0.85 0.9 0.8666667
BGM_M TRINITY_DN15547_c0_g1 99.0076091452681 1.22476842700238e-33 BAT TRINITY_DN9_c1_g1 148.044990637207 2.75942529010512e-05 BRO TRINITY_DN5156_c2_g1 92.4067303898745 0.926642074027202 BGM TRINITY_DN15547_c0_g1 143.785539899087 7.94233409642037e-10 OG0005370 BAT OG0005370.ref.mafft.n 0.0001 0.003 0.0000 0.0050 BRO OG0005370.ref.mafft.n 999.0000 0.000 0.0002 0.0000 BGM OG0005370.ref.mafft.n 0.0001 0.005 0.0000 0.0072 BGM_BAT OG0005370.ref.mafft.n 2 1.0329 0.007 0.0023 0.0023 TRINITY_DN9_c1_g1_i1.p1 43.29 35.92 40.83 TRINITY_DN5156_c2_g1_i4.p2 41.74 36.21 40.00 TRINITY_DN15547_c0_g1_i6.p1 43.26 35.34 40.62 OG0005370 0.9274375 3.26704 2.401439 5.436234 0.8679885 5.250734 NA NA NA 55.90611 57.6386 55.38016 0.08736085 0.1448917 0.08736085 0.4373263 0.4117147 0.4373263 1 1 1
BGM_M TRINITY_DN1185_c4_g1 1144.99900358916 1.58639153467086e-22 BAT TRINITY_DN1053_c1_g1 335.610568562056 0.258855153240217 BRO TRINITY_DN1151_c1_g1 454.981426934853 0.0319689634822996 BGM TRINITY_DN1185_c4_g1 282.539594127628 0.872578695015094 OG0005371 BAT OG0005371.ref.mafft.n 0.0698 0.008 0.0006 0.0092 BRO OG0005371.ref.mafft.n 0.0698 0.010 0.0008 0.0114 BGM OG0005371.ref.mafft.n 0.0698 0.006 0.0005 0.0075 BGM_BAT OG0005371.ref.mafft.n 2 0.0698 0.015 0.0012 0.0172 TRINITY_DN1053_c1_g1_i6.p1 45.30 67.60 52.73 TRINITY_DN1151_c1_g1_i3.p1 45.30 69.34 53.31 TRINITY_DN1185_c4_g1_i2.p1 45.47 67.60 52.85 OG0005371 0.1175678 2.436644 6.129915 4.988722 0.03197992 2.890786 NA NA NA 54.39527 52.84232 54.196 0.1469721 0.1442696 0.1469721 0.3981227 0.4023558 0.3981227 0.66 0.68 0.66
BGM_M TRINITY_DN2976_c0_g1 1127.18420507165 0.68533452498639 BAT TRINITY_DN112526_c0_g1 85.5949884531634 0.000227761549347357 BRO TRINITY_DN1090_c0_g1 525.822103740298 0.134209415922549 BGM TRINITY_DN2976_c0_g1 219.570063264915 0.56293904338556 OG0005372 BAT OG0005372.ref.mafft.n 0.3386 0.006 0.0015 0.0043 BRO OG0005372.ref.mafft.n 0.6348 0.054 0.0159 0.0251 BGM OG0005372.ref.mafft.n 0.3216 0.010 0.0022 0.0070 BGM_BAT OG0005372.ref.mafft.n 2 1.9660 0.000 0.0000 0.0000 TRINITY_DN112526_c0_g1_i8.p1 53.64 21.76 43.02 TRINITY_DN1090_c0_g1_i15.p1 53.53 23.58 43.56 TRINITY_DN2976_c0_g1_i5.p1 54.35 20.78 43.16 OG0005372 6.205262 12.12381 74.12354 70.29999 11.10397 18.59911 NA NA NA 45.38664 46.15367 45.5472 0.2065781 0.187577 0.2065781 0.4804676 0.4809311 0.4804676 0.2638037 0.2760736 0.2699387
BGM_M TRINITY_DN11_c4_g2 29.927113994841 0.0102207084591764 BAT TRINITY_DN127_c1_g1 262.636279764842 9.12592365444999e-10 BRO TRINITY_DN1645_c3_g1 539.125696609418 1.16310791288787e-34 BGM TRINITY_DN11_c4_g2 77.3607858165618 1.66135814861543e-08 OG0005374 BAT OG0005374.ref.mafft.n 0.0578 0.007 0.0005 0.0094 BRO OG0005374.ref.mafft.n 0.0001 0.011 0.0000 0.0165 BGM OG0005374.ref.mafft.n 0.0001 0.008 0.0000 0.0125 BGM_BAT OG0005374.ref.mafft.n 2 0.0651 0.028 0.0022 0.0342 TRINITY_DN127_c1_g1_i3.p1 47.91 73.96 56.74 TRINITY_DN1645_c3_g1_i1.p2 48.95 77.62 58.51 TRINITY_DN11_c4_g2_i1.p2 48.25 76.92 57.81 OG0005374 0.09062197 4.025431 15.97793 6.773587 4.232964 1.048725 NA NA NA 48.85044 46.68357 45.83638 0.2483506 0.2616262 0.2483506 0.4181995 0.4281271 0.4181995 0.7058824 0.7058824 0.7058824
BGM_M TRINITY_DN7_c0_g4 239.530628614287 1.37532369983681e-15 BAT TRINITY_DN1482_c0_g1 100.386984710497 0.760743595228989 BRO TRINITY_DN3337_c0_g1 285.788484983527 0.217150042313395 BGM TRINITY_DN7_c0_g4 288.132097095224 3.83861118754832e-06 OG0005376 BAT OG0005376.ref.mafft.n 1.0028 0.022 0.0072 0.0072 BRO OG0005376.ref.mafft.n 0.6127 0.056 0.0160 0.0262 BGM OG0005376.ref.mafft.n 0.5728 0.015 0.0041 0.0072 BGM_BAT OG0005376.ref.mafft.n 2 2.0220 0.000 0.0000 0.0000 TRINITY_DN1482_c0_g1_i3.p1 54.96 77.05 62.32 TRINITY_DN3337_c0_g1_i2.p1 56.75 79.23 64.24 TRINITY_DN7_c0_g4_i1.p1 56.15 77.08 63.13 OG0005376 11.72073 11.01798 42.63074 15.37278 13.91276 6.846035 NA 1.436153 NA 41.0314 44.33308 44.53018 0.1941526 0.210864 0.1941526 0.4995365 0.5180199 0.4995365 0.7361111 0.7916667 0.7222222
BGM_M TRINITY_DN85297_c1_g1 23.5820638281785 1.45298567246105e-14 BAT TRINITY_DN14841_c0_g1 11.7204750227046 1.27952998905475e-05 BRO TRINITY_DN5279_c0_g1 36.2617737654102 1.45093976893994e-09 BGM TRINITY_DN85297_c1_g1 9.19393171731872 2.46933447176528e-06 OG0005377 BAT OG0005377.ref.mafft.n 0.1586 0.004 0.0005 0.0032 BRO OG0005377.ref.mafft.n 0.1586 0.018 0.0025 0.0160 BGM OG0005377.ref.mafft.n 0.1586 0.007 0.0010 0.0060 BGM_BAT OG0005377.ref.mafft.n 2 0.1586 0.000 0.0000 0.0000 TRINITY_DN14841_c0_g1_i1.p1 43.45 64.13 50.49 TRINITY_DN5279_c0_g1_i1.p1 43.98 65.33 51.09 TRINITY_DN85297_c1_g1_i4.p1 43.43 63.50 50.12 OG0005377 1.024113 1.007321 7.054305 3.019596 0.02081295 4.000473 NA NA NA 55.87331 55.72208 56.13914 0.1297232 0.1218985 0.1297232 0.3785491 0.374113 0.3785491 0.6 0.5714286 0.6
BGM_M TRINITY_DN528_c0_g1 31.9292018932235 1.2776951630262e-27 BAT TRINITY_DN1582_c7_g1 16.1597965244524 9.90026497457443e-09 BRO TRINITY_DN76087_c0_g1 14.7769758601461 9.53822023243247e-14 BGM TRINITY_DN528_c0_g1 15.9220614944798 5.12084058384783e-16 OG0005378 BAT OG0005378.ref.mafft.n 0.2437 0.026 0.0056 0.0232 BRO OG0005378.ref.mafft.n 0.2437 0.092 0.0196 0.0806 BGM OG0005378.ref.mafft.n 0.2437 0.026 0.0056 0.0228 BGM_BAT OG0005378.ref.mafft.n 2 0.2437 0.039 0.0084 0.0346 TRINITY_DN1582_c7_g1_i4.p2 64.96 92.52 74.15 TRINITY_DN76087_c0_g1_i2.p1 66.26 91.87 74.80 TRINITY_DN528_c0_g1_i2.p1 65.75 92.13 74.54 OG0005378 3.326001 9.039806 31.63881 31.37818 8.88579 10.68649 NA NA NA 31.92907 31.87046 33.75377 0.4859289 0.4862515 0.4859289 0.4408479 0.4395519 0.4408479 0.9485294 0.9338235 0.9411765
BGM_M TRINITY_DN263_c0_g2 97.6652740140948 2.31581598459287e-16 BAT TRINITY_DN16066_c0_g1 52.0588139309851 0.69737772286831 BRO TRINITY_DN16117_c0_g1 78.2165483189314 0.443944633004022 BGM TRINITY_DN263_c0_g2 48.6095205546069 0.00335253630091964 OG0005379 BAT OG0005379.ref.mafft.n 0.3393 0.019 0.0041 0.0121 BRO OG0005379.ref.mafft.n 0.3393 0.022 0.0049 0.0144 BGM OG0005379.ref.mafft.n 0.3393 0.026 0.0057 0.0169 BGM_BAT OG0005379.ref.mafft.n 2 0.3393 0.000 0.0000 0.0000 TRINITY_DN16066_c0_g1_i4.p1 48.48 62.90 53.29 TRINITY_DN16117_c0_g1_i6.p1 48.73 64.84 54.10 TRINITY_DN263_c0_g2_i6.p1 48.21 63.39 53.34 OG0005379 12.53023 7.134231 15.42567 10.36938 22.96901 15.71137 NA NA NA 54.61783 54.67753 54.96711 0.08583462 0.08819427 0.08583462 0.4559561 0.4502698 0.4559561 0.6388889 0.6458333 0.6527778
BGM_M TRINITY_DN12887_c0_g1 7.92749081190458 0.246293099137905 BAT TRINITY_DN1665_c1_g1 83.4997436406094 0.21048781150516 BRO TRINITY_DN3055_c1_g1 54.5850595640159 0.00179936115077287 BGM TRINITY_DN12887_c0_g1 6.18288007370974 0.476715163383644 OG0005381 BAT OG0005381.ref.mafft.n 0.1610 0.099 0.0172 0.1068 BRO OG0005381.ref.mafft.n 0.1451 0.010 0.0016 0.0112 BGM OG0005381.ref.mafft.n 2.0807 0.000 0.0000 0.0000 BGM_BAT OG0005381.ref.mafft.n 2 2.0843 0.000 0.0000 0.0000 TRINITY_DN1665_c1_g1_i4.p1 46.92 72.50 55.45 TRINITY_DN3055_c1_g1_i2.p1 48.10 81.60 59.36 TRINITY_DN12887_c0_g1_i4.p3 44.96 67.69 52.85 OG0005381 4.559843 5.243837 15.13608 18.38186 0.3189392 1.18078 NA NA NA 27.50328 27.19556 26.34668 0.7440385 0.6398591 0.7440385 0.4654233 0.5032376 0.4654233 0.9809524 0.9904762 0.9904762
BGM_M TRINITY_DN1688_c0_g1 198.243167309798 0.700122258623904 BAT TRINITY_DN18605_c0_g1 85.6599396766595 2.48998143948797e-15 BRO TRINITY_DN1173_c9_g1 165.480815193591 8.22384083344524e-11 BGM TRINITY_DN1688_c0_g1 139.546675688886 0.128069245872335 OG0005382 BAT OG0005382.ref.mafft.n 0.4509 0.010 0.0026 0.0058 BRO OG0005382.ref.mafft.n 0.1633 0.007 0.0010 0.0059 BGM OG0005382.ref.mafft.n 0.3363 0.004 0.0009 0.0025 BGM_BAT OG0005382.ref.mafft.n 2 1.5156 0.012 0.0045 0.0030 TRINITY_DN18605_c0_g1_i6.p1 45.68 46.99 46.15 TRINITY_DN1173_c9_g1_i1.p1 45.68 46.62 45.99 TRINITY_DN1688_c0_g1_i10.p1 45.99 46.02 46.00 OG0005382 7.323568 12.84915 22.27466 36.62624 6.691765 7.067852 NA NA NA 58.231 58.40466 57.07111 0.04776089 0.03911751 0.04776089 0.4769849 0.4635594 0.4769849 0.390625 0.40625 0.4375
BGM_M TRINITY_DN246_c3_g3 142.35369693997 0.0364505611066486 BAT TRINITY_DN18994_c0_g2 175.162193303176 0.0010761688291327 BRO TRINITY_DN20577_c0_g3 64.464667014542 0.0208929821620602 BGM TRINITY_DN246_c3_g3 151.133389096615 0.0287727293212884 OG0005383 BAT OG0005383.ref.mafft.n 0.2077 0.005 0.0010 0.0046 BRO OG0005383.ref.mafft.n 0.2077 0.009 0.0016 0.0078 BGM OG0005383.ref.mafft.n 0.2077 0.010 0.0017 0.0083 BGM_BAT OG0005383.ref.mafft.n 2 0.2077 0.010 0.0019 0.0091 TRINITY_DN18994_c0_g2_i1.p1 44.19 31.69 40.02 TRINITY_DN20577_c0_g3_i1.p1 44.43 32.75 40.53 TRINITY_DN246_c3_g3_i1.p1 43.55 31.90 39.67 OG0005383 0.6707697 0.5587912 9.173145 3.340376 2.13719 4.123346 NA NA NA 50.57358 52.19772 50.97909 0.1731299 0.1669114 0.1731299 0.3776863 0.3961311 0.3776863 0.2380952 0.2222222 0.2380952
BGM_M TRINITY_DN10600_c0_g1 907.322387280759 0.137688608478961 BAT TRINITY_DN221_c0_g2 819.229207020806 0.000216676290374577 BRO TRINITY_DN12830_c0_g4 658.715119001485 8.72205017699974e-10 BGM TRINITY_DN10600_c0_g1 681.341359488913 0.194549223331508 OG0005384 BAT OG0005384.ref.mafft.n 0.1599 0.007 0.0010 0.0060 BRO OG0005384.ref.mafft.n 0.1599 0.024 0.0032 0.0199 BGM OG0005384.ref.mafft.n 0.1599 0.012 0.0016 0.0099 BGM_BAT OG0005384.ref.mafft.n 2 0.1599 0.000 0.0000 0.0000 TRINITY_DN221_c0_g2_i2.p1 45.91 49.86 47.23 TRINITY_DN12830_c0_g4_i4.p1 46.63 56.06 49.77 TRINITY_DN10600_c0_g1_i6.p1 45.48 53.69 48.22 OG0005384 1.62441 6.210076 24.42445 9.431138 4.671409 16.1829 NA NA NA 55.92067 56.83282 55.35467 0.06655265 0.06114665 0.06655265 0.4612939 0.4795089 0.4612939 0.5149701 0.5508982 0.491018
BGM_M TRINITY_DN1243_c5_g1 191.212456958845 0.000645991132715767 BAT TRINITY_DN22236_c0_g1 183.393630661346 0.565831473185232 BRO TRINITY_DN2006_c1_g1 196.982150940962 0.00015358332245063 BGM TRINITY_DN1243_c5_g1 133.207341947138 0.104612082188771 OG0005385 BAT OG0005385.ref.mafft.n 0.1428 0.014 0.0022 0.0154 BRO OG0005385.ref.mafft.n 0.1428 0.033 0.0051 0.0360 BGM OG0005385.ref.mafft.n 0.1428 0.012 0.0018 0.0127 BGM_BAT OG0005385.ref.mafft.n 2 0.1428 0.007 0.0011 0.0077 TRINITY_DN22236_c0_g1_i5.p1 50.82 81.91 61.18 TRINITY_DN2006_c1_g1_i3.p1 51.61 83.52 62.25 TRINITY_DN1243_c5_g1_i1.p1 51.18 83.30 61.88 OG0005385 5.687886 19.76945 40.19348 24.44185 6.644695 12.49624 NA NA NA 41.74311 41.24189 40.57102 0.3011531 0.2903369 0.3011531 0.4829848 0.479937 0.4829848 0.8702703 0.8810811 0.8810811
BGM_M TRINITY_DN645_c12_g1 3763.18635224726 6.3583391750294e-70 BAT TRINITY_DN24460_c0_g3 271.768459123365 0.00022227271073556 BRO TRINITY_DN44229_c0_g1 468.326214918338 6.17066616315785e-09 BGM TRINITY_DN645_c12_g1 270.502441863676 0.0101256031749452 OG0005387 BAT OG0005387.ref.mafft.n 0.1290 0.004 0.0005 0.0041 BRO OG0005387.ref.mafft.n 0.1290 0.009 0.0011 0.0088 BGM OG0005387.ref.mafft.n 0.1290 0.006 0.0007 0.0053 BGM_BAT OG0005387.ref.mafft.n 2 0.1290 0.000 0.0000 0.0003 TRINITY_DN24460_c0_g3_i1.p1 43.80 57.26 48.29 TRINITY_DN44229_c0_g1_i2.p1 43.90 57.89 48.56 TRINITY_DN645_c12_g1_i1.p1 43.73 56.75 48.13 OG0005387 1.020264 3.397911 5.141884 7.021388 1.031243 7.969199 NA NA NA 57.89689 57.38811 57.7497 0.04403648 0.04772992 0.04403648 0.4469572 0.4492621 0.4469572 0.5874126 0.6013986 0.5874126
BGM_M TRINITY_DN3388_c0_g3 194.704063402525 1.50367367813883e-10 BAT TRINITY_DN30740_c0_g1 110.813512838365 0.0334884171570772 BRO TRINITY_DN11333_c0_g3 123.697579934595 0.00949850023496279 BGM TRINITY_DN3388_c0_g3 66.0868118023816 0.392373898811526 OG0005389 BAT OG0005389.ref.mafft.n 0.0319 0.027 0.0013 0.0406 BRO OG0005389.ref.mafft.n 0.0319 0.044 0.0021 0.0661 BGM OG0005389.ref.mafft.n 0.0319 0.002 0.0001 0.0034 BGM_BAT OG0005389.ref.mafft.n 2 0.0319 0.000 0.0000 0.0000 TRINITY_DN30740_c0_g1_i4.p2 44.91 78.70 56.17 TRINITY_DN11333_c0_g3_i1.p1 46.15 76.92 56.41 TRINITY_DN3388_c0_g3_i2.p3 45.37 77.78 56.17 OG0005389 1.198564 1.380106 1.343404 3.854467 0.1019614 0.7554301 NA NA NA 45.54767 49.45363 45.77765 0.300699 0.3069382 0.300699 0.3007473 0.3238278 0.3007473 0.9 0.85 0.85
BGM_M TRINITY_DN16777_c0_g2 81.0473186313236 4.44582938201914e-10 BAT TRINITY_DN30902_c0_g1 76.9364222835292 0.000410276360602155 BRO TRINITY_DN24491_c1_g2 109.221596134062 9.79011373307542e-08 BGM TRINITY_DN16777_c0_g2 51.8673891863802 1.45142274426122e-06 OG0005390 BAT OG0005390.ref.mafft.n 0.1149 0.007 0.0009 0.0076 BRO OG0005390.ref.mafft.n 0.1149 0.001 0.0001 0.0010 BGM OG0005390.ref.mafft.n 0.1149 0.004 0.0005 0.0045 BGM_BAT OG0005390.ref.mafft.n 2 0.1149 0.021 0.0026 0.0227 TRINITY_DN30902_c0_g1_i4.p1 44.71 71.90 53.77 TRINITY_DN24491_c1_g2_i1.p1 45.07 74.09 54.74 TRINITY_DN16777_c0_g2_i5.p1 44.51 75.38 54.80 OG0005390 0.03576628 5.021899 8.025715 5.015529 1.086221 1.047695 NA NA NA 46.89044 45.44786 41.98328 0.2811997 0.2408172 0.2811997 0.4038104 0.3945392 0.4038104 0.754386 0.754386 0.7719298
BGM_M TRINITY_DN3850_c0_g1 87.1671578826975 8.47532584317111e-12 BAT TRINITY_DN3655_c0_g1 73.9849504674299 0.879500183256614 BRO TRINITY_DN606_c0_g1 35.2831644254073 0.0495035617432498 BGM TRINITY_DN3850_c0_g1 36.3287290886824 0.956397568303096 OG0005391 BAT OG0005391.ref.mafft.n 0.2322 0.065 0.0137 0.0590 BRO OG0005391.ref.mafft.n 0.2322 0.036 0.0077 0.0333 BGM OG0005391.ref.mafft.n 0.2322 0.040 0.0086 0.0370 BGM_BAT OG0005391.ref.mafft.n 2 0.2322 0.015 0.0032 0.0138 TRINITY_DN3655_c0_g1_i3.p1 50.53 82.31 61.12 TRINITY_DN606_c0_g1_i7.p1 53.49 82.86 63.28 TRINITY_DN3850_c0_g1_i4.p1 50.00 77.96 59.43 OG0005391 37.97874 24.36426 29.79553 19.33213 14.09709 27.48234 NA NA NA 43.47325 42.40517 46.50745 0.2275025 0.3258764 0.2275025 0.4514099 0.4751815 0.4514099 0.9090909 0.9090909 0.9090909
BGM_M TRINITY_DN86_c5_g1 119.488149849704 2.77233381194159e-14 BAT TRINITY_DN37865_c0_g1 27.6932204556493 4.19737673233638e-07 BRO TRINITY_DN391_c2_g1 55.4727794719605 6.45189357524021e-08 BGM TRINITY_DN86_c5_g1 47.5512919011408 0.245360054700664 OG0005392 BAT OG0005392.ref.mafft.n 0.1223 0.030 0.0039 0.0315 BRO OG0005392.ref.mafft.n 0.1223 0.079 0.0103 0.0844 BGM OG0005392.ref.mafft.n 0.1223 0.018 0.0023 0.0189 BGM_BAT OG0005392.ref.mafft.n 2 0.1223 0.012 0.0015 0.0127 TRINITY_DN37865_c0_g1_i2.p3 47.01 67.16 53.73 TRINITY_DN391_c2_g1_i1.p2 50.70 80.37 60.82 TRINITY_DN86_c5_g1_i2.p2 49.53 81.78 60.50 OG0005392 1.459843 5.576796 12.4106 9.987372 1.598441 1.081687 NA NA NA 51.18896 37.01727 36.7145 0.3439593 0.3532502 0.3439593 0.41683 0.4194355 0.41683 0.7222222 0.7777778 0.75
BGM_M TRINITY_DN5447_c1_g2 81.3856644567628 0.035207602283124 BAT TRINITY_DN3879_c0_g2 97.3340979149554 0.000402833104177143 BRO TRINITY_DN7780_c0_g1 3.08892075542266 0.470275448849915 BGM TRINITY_DN5447_c1_g2 67.336630803249 0.00127203870887665 OG0005393 BAT OG0005393.ref.mafft.n 0.1097 0.017 0.0021 0.0192 BRO OG0005393.ref.mafft.n 0.3518 1.494 0.3565 1.0134 BGM OG0005393.ref.mafft.n 999.0000 0.008 0.0035 0.0000 BGM_BAT OG0005393.ref.mafft.n 2 3.5879 0.000 0.0000 0.0000 TRINITY_DN3879_c0_g2_i3.p1 41.61 80.00 54.41 TRINITY_DN7780_c0_g1_i5.p1 43.58 55.08 47.42 TRINITY_DN5447_c1_g2_i1.p1 41.94 80.13 54.96 OG0005393 2.54636 3.27201 74.23572 101.877 3.768163 1.482613 NA NA NA 41.9949 61 46.9561 0.3325809 0.1508193 0.3325809 0.4745265 0.4892608 0.4745265 0.8823529 0.7058824 0.8235294
